identifier	lemma	identifier_sense	comment	annotator
nn_nrhz202_1849-175-0	Seminar	sense1	 	annotatorA
buechner_werke_1879-503-41	Seminar	sense3	 	annotatorA
heckert_schulgesetzgebung_1847-1444-33	Seminar	sense1	 	annotatorA
lange_maedchenschule_1887-423-1	Seminar	sense1	 	annotatorA
lewald_frauen_1870-648-15	Seminar	sense4	 	annotatorA
26120215_1960_11_20_01_291.tcf.xml-19-6	Seminar	sense4	 	annotatorA
2532889X_1971-11-20_01_261.tcf.xml-99-1	Seminar	sense4	 	annotatorA
heckert_schulgesetzgebung_1847-3371-18	Seminar	sense1	 	annotatorB
2532889X_1951-01-04_01_069.tcf.xml-11-1	Seminar	sense4	 	annotatorB
2532889X_1955-03-13_01_096.tcf.xml-5-6	Seminar	sense4	 	annotatorB
ranke_reformation02_1839-5126-38	Seminar	sense1	 	annotatorB
2532889X_1987-05-25_01_114.tcf.xml-2-37	Seminar	sense4	 	annotatorB
hoffmann_elixiere01_1815-167-9	Seminar	sense1	 	annotatorB
heckert_schulgesetzgebung_1847-1444-90	Seminar	sense3	 	annotatorB
schmoller_volkswirtschaftslehre_1893-392-8	Seminar	sense3	 	annotatorB
2532889X_1952-09-25_01_058.tcf.xml-13-16	Seminar	sense4	 	annotatorB
2532889X_1980-08-12_01_171.tcf.xml-11-9	Seminar	sense4	 	annotatorB
heckert_schulgesetzgebung_1847-7644-10	Seminar	sense3	 	annotatorB
2532889X_1983-06-22_01_205.tcf.xml-12-9	Seminar	sense4	 	annotatorB
heckert_schulgesetzgebung_1847-1487-100	Seminar	sense3	 	annotatorB
huber_revival_1862-548-24	Seminar	sense3	 	annotatorB
2532889X_1988-10-29_01_008.tcf.xml-3-2	Seminar	sense2	 	annotatorB
nn_maehrisches122_1895-49-17	Seminar	sense4	 	annotatorB
heckert_schulgesetzgebung_1847-3979-9	Seminar	sense1	 	annotatorB
heckert_schulgesetzgebung_1847-6811-6	Seminar	sense3	 	annotatorB
2532889X_1978-05-18_01_012.tcf.xml-5-5	Seminar	sense4	 	annotatorB
heckert_schulgesetzgebung_1847-1419-17	Seminar	sense3	 	annotatorB
2532889X_1951-09-04_01_030.tcf.xml-11-12	Seminar	sense4	 	annotatorB
heeren_staatensystem_1809-623-4	Seminar	None	Ortsname, nicht relevant	annotatorB
nn_turnkunst01_1843-794-1	Seminar	sense1	 	annotatorB
2532889X_1980-07-19_01_504.tcf.xml-4-28	Seminar	sense4	 	annotatorB
2532889X_1972-07-22_01_176.tcf.xml-4-11	Seminar	sense4	 	annotatorB
munzinger_japaner_1898-883-24	Seminar	sense1	 	annotatorB
2532889X_1976-01-16_01_029.tcf.xml-3-2	Seminar	sense4	 	annotatorB
2532889X_1981-01-03_01_474.tcf.xml-9-16	Seminar	sense4	 	annotatorB
nn_nrhz202_1849-175-12	Seminar	sense1	 	annotatorB
26120215_1971_09_15_01_275.tcf.xml-22-3	Seminar	sense4	 	annotatorB
heckert_schulgesetzgebung_1847-419-19	Seminar	sense1	 	annotatorB
lehnert_seehaefen01_1891-5452-64	Seminar	sense1	 	annotatorB
2532889X_1953-02-28_01_133.tcf.xml-2-19	Seminar	sense0	 	annotatorB
heckert_schulgesetzgebung_1847-1477-75	Seminar	sense4	 	annotatorB
26120215_1980_07_11_01_040.tcf.xml-48-9	Seminar	sense3	 	annotatorB
2532889X_1976-05-29_01_117.tcf.xml-9-4	Seminar	sense4	 	annotatorB
2532889X_1983-10-04_01_119.tcf.xml-3-16	Seminar	sense4	 	annotatorB
treitschke_geschichte05_1894-3750-33	Seminar	sense1	 	annotatorB
2532889X_1953-04-22_01_083.tcf.xml-9-3	Seminar	sense4	 	annotatorB
26120215_1972_10_11_01_295.tcf.xml-20-11	Seminar	sense4	 	annotatorB
26120215_1986_06_03_01_240.tcf.xml-10-2	Seminar	sense4	 	annotatorB
26120215_1976_07_22_01_251.tcf.xml-5-3	Seminar	sense1	 	annotatorB
2532889X_1988-05-17_01_150.tcf.xml-3-30	Seminar	sense4	 	annotatorB
nn_nrhz202_1849-175-0	Seminar	sense1	 	annotatorB
buechner_werke_1879-503-41	Seminar	sense3	 	annotatorB
heckert_schulgesetzgebung_1847-1444-33	Seminar	sense1	 	annotatorB
lange_maedchenschule_1887-423-1	Seminar	sense1	 	annotatorB
lewald_frauen_1870-648-15	Seminar	sense1	 	annotatorB
26120215_1960_11_20_01_291.tcf.xml-19-6	Seminar	sense4	 	annotatorB
2532889X_1971-11-20_01_261.tcf.xml-99-1	Seminar	sense4	 	annotatorB
heckert_schulgesetzgebung_1847-3371-18	Seminar	sense1	 	annotatorC
2532889X_1951-01-04_01_069.tcf.xml-11-1	Seminar	sense4	 	annotatorC
2532889X_1955-03-13_01_096.tcf.xml-5-6	Seminar	sense4	 	annotatorC
ranke_reformation02_1839-5126-38	Seminar	sense0	 	annotatorC
2532889X_1987-05-25_01_114.tcf.xml-2-37	Seminar	sense4	 	annotatorC
hoffmann_elixiere01_1815-167-9	Seminar	sense1	 	annotatorC
heckert_schulgesetzgebung_1847-1444-90	Seminar	sense1	 	annotatorC
schmoller_volkswirtschaftslehre_1893-392-8	Seminar	sense1	 	annotatorC
2532889X_1952-09-25_01_058.tcf.xml-13-16	Seminar	sense4	 	annotatorC
2532889X_1980-08-12_01_171.tcf.xml-11-9	Seminar	sense4	 	annotatorC
heckert_schulgesetzgebung_1847-7644-10	Seminar	None	mehrere Bedeutungen möglich	annotatorC
2532889X_1983-06-22_01_205.tcf.xml-12-9	Seminar	sense4	 	annotatorC
heckert_schulgesetzgebung_1847-1487-100	Seminar	sense1	 	annotatorC
huber_revival_1862-548-24	Seminar	sense3	 	annotatorC
2532889X_1988-10-29_01_008.tcf.xml-3-2	Seminar	sense1	 	annotatorC
nn_maehrisches122_1895-49-17	Seminar	sense4	 	annotatorC
heckert_schulgesetzgebung_1847-3979-9	Seminar	sense1	 	annotatorC
heckert_schulgesetzgebung_1847-6811-6	Seminar	sense4	 	annotatorC
2532889X_1978-05-18_01_012.tcf.xml-5-5	Seminar	sense4	 	annotatorC
heckert_schulgesetzgebung_1847-1419-17	Seminar	sense1	 	annotatorC
2532889X_1951-09-04_01_030.tcf.xml-11-12	Seminar	sense4	 	annotatorC
heeren_staatensystem_1809-623-4	Seminar	None	Seminara ist hier eine Ortsangabe	annotatorC
nn_turnkunst01_1843-794-1	Seminar	None	Doppedeutigkeit	annotatorC
2532889X_1980-07-19_01_504.tcf.xml-4-28	Seminar	sense4	 	annotatorC
2532889X_1972-07-22_01_176.tcf.xml-4-11	Seminar	sense4	 	annotatorC
munzinger_japaner_1898-883-24	Seminar	sense1	 	annotatorC
2532889X_1976-01-16_01_029.tcf.xml-3-2	Seminar	sense4	 	annotatorC
2532889X_1981-01-03_01_474.tcf.xml-9-16	Seminar	sense4	 	annotatorC
nn_nrhz202_1849-175-12	Seminar	sense1	 	annotatorC
26120215_1971_09_15_01_275.tcf.xml-22-3	Seminar	sense4	 	annotatorC
heckert_schulgesetzgebung_1847-419-19	Seminar	sense1	 	annotatorC
lehnert_seehaefen01_1891-5452-64	Seminar	sense3	 	annotatorC
2532889X_1953-02-28_01_133.tcf.xml-2-19	Seminar	sense0	 	annotatorC
heckert_schulgesetzgebung_1847-1477-75	Seminar	sense4	 	annotatorC
26120215_1980_07_11_01_040.tcf.xml-48-9	Seminar	sense1	 	annotatorC
2532889X_1976-05-29_01_117.tcf.xml-9-4	Seminar	sense4	 	annotatorC
2532889X_1983-10-04_01_119.tcf.xml-3-16	Seminar	sense4	 	annotatorC
treitschke_geschichte05_1894-3750-33	Seminar	sense1	 	annotatorC
2532889X_1953-04-22_01_083.tcf.xml-9-3	Seminar	sense4	 	annotatorC
26120215_1972_10_11_01_295.tcf.xml-20-11	Seminar	sense4	 	annotatorC
26120215_1986_06_03_01_240.tcf.xml-10-2	Seminar	sense4	 	annotatorC
26120215_1976_07_22_01_251.tcf.xml-5-3	Seminar	sense1	 	annotatorC
2532889X_1988-05-17_01_150.tcf.xml-3-30	Seminar	sense4	 	annotatorC
nn_nrhz202_1849-175-0	Seminar	sense1	 	annotatorC
buechner_werke_1879-503-41	Seminar	sense1	 	annotatorC
heckert_schulgesetzgebung_1847-1444-33	Seminar	sense1	 	annotatorC
lange_maedchenschule_1887-423-1	Seminar	sense4	 	annotatorC
lewald_frauen_1870-648-15	Seminar	sense1	 	annotatorC
26120215_1960_11_20_01_291.tcf.xml-19-6	Seminar	sense4	 	annotatorC
2532889X_1971-11-20_01_261.tcf.xml-99-1	Seminar	sense4	 	annotatorC
