lemma	identifier	context	indexes_target_token	context_normalized
Mut	hoffmann_floh_1822-1176-20	Dem Peregrinus war es, als sey er in ein böses Hexenwesen verflochten und es wurde ihm so unheimlich zu Muthe, daß ihm selbst die alte ehrliche Aline ein gespenstiges Wesen bedünken wollte, dem er nicht schnell genug entfliehen könne.	104:109	Dem Peregrinus war es , als sei er in ein böses Hexenwesen verflochten und es wurde ihm so unheimlich zu Mute , daß ihm selbst die alte ehrliche Aline ein gespenstiges Wesen bedünken wollte , dem er nicht schnell genug entfliehen könne .
Mut	varnhagen_rahel01_1834-4112-20	Ihr Herz thätig: wo sollte Armuth, Noth in Armuth, herkommen, mit gesunden Sinnen, und dem Muthe, sich jede Wahrheit zu sagen! —	91:96	Ihr Herz tätig : wo sollte Armut , Not in Armut , herkommen , mit gesunden Sinnen , und dem Mute , sich jede Wahrheit zu sagen ! --
Mut	otto_schloss02_1846-1201-10	So eben berichtete man mir, daß er gestern den Muth gehabt, sich in der ganzen Fabrik herumführen zu lassen, die Arbeiter aufzuhetzen, Geld unter sie, besonders unter die Kinder zu vertheilen, und — —“	47:51	So eben berichtete man mir , daß er gestern den Mut gehabt , sich in der ganzen Fabrik herumführen zu lassen , die Arbeiter aufzuhetzen , Geld unter sie , besonders unter die Kinder zu verteilen , und -- -- "
Mut	treitschke_geschichte02_1882-5338-22	Diese jungen Teutonen hatten dem heiligen Kriege fern bleiben müssen und brannten vor Begier, jetzt das Versäumte nachzuholen, durch trutzigen Muth und rüstige Fäuste ihre Deutschheit zu erweisen; ihre Augen leuchteten, wenn ihnen Jahn in seinen wunderlichen Stabreimen das Bild des echten Turners schilderte:	143:147	Diese jungen Teutonen hatten dem heiligen Kriege fern bleiben müssen und brannten vor Begier , jetzt das Versäumte nachzuholen , durch trutzigen Mut und rüstige Fäuste ihre Deutschheit zu erweisen ; ihre Augen leuchteten , wenn ihnen Jahn in seinen wunderlichen Stabreimen das Bild des echten Turners schilderte :
Mut	boerne_paris03_1833-1195-25	Aber er ist der große Mäkler aller Staats-Anleihen, welcher den Fürsten die Macht giebt, der Freiheit zu trotzen, und den Völkern den Muth nimmt, sich der Gewalt zu widersetzen.	134:138	Aber er ist der große Mäkler aller Staats-Anleihen , welcher den Fürsten die Macht gibt , der Freiheit zu trotzen , und den Völkern den Mut nimmt , sich der Gewalt zu widersetzen .
Mut	rein_japan02_1886-10293-27	Die Kämpfe der protestantischen Niederländer um ihre bürgerliche und religiöse Freiheit hatten in ihnen eine unversöhnliche Feindschaft gegen die Spanier und den römischen Katholicismus grossgezogen, ihren Muth und Unternehmungsgeist gestählt und sie zu weiteren Thaten vorbereitet.	206:210	Die Kämpfe der protestantischen Niederländer um ihre bürgerliche und religiöse Freiheit hatten in ihnen eine unversöhnliche Feindschaft gegen die Spanier und den römischen Katholizismus großgezogen , ihren Mut und Unternehmungsgeist gestählt und sie zu weiteren Taten vorbereitet .
Mut	ranke_reformation05_1843-429-42	König Ferdinand erwiederte dem Beichtvater, man möge es unternehmen, wenn man sich in einen neuen Krieg stürzen wolle, der aber noch gefährlicher ausfallen werde als der eben beendigte, — wenn man die Mittel, die Kraft und den Muth dazu besitze:	227:231	König Ferdinand erwiderte dem Beichtvater , man möge es unternehmen , wenn man sich in einen neuen Krieg stürzen wolle , der aber noch gefährlicher ausfallen werde als der eben beendigte , -- wenn man die Mittel , die Kraft und den Mut dazu besitze :
Mut	otto_schloss03_1846-1406-13	Sie bewaffneten sich mit Spaten, Sensen und Düngergabeln, tranken sich erst Muth und zogen singend und lärmend nach der Fabrik.	76:80	Sie bewaffneten sich mit Spaten , Sensen und Düngergabeln , tranken sich erst Mut und zogen singend und lärmend nach der Fabrik .
Mut	brehm_thierleben01_1864-10874-3	Der ihm fehlende Muth wird aber durch seine natürliche Schlanheit und List ersetzt.	17:21	Der ihm fehlende Mut wird aber durch seine natürliche Schlanheit und List ersetzt .
Mut	hc_1641310_1812-196-36	Ach, mein Gott! was würden denn unsre Feinde gethan haben, wenn sie in einem fremden Lande gesiegt hätten, wenn sie ihr eignes Land so behandeln, da ihnen ein heftiger Angriff den Muth benimmt, es zu vertheidigen?	180:184	Ach , mein Gott ! was würden denn unsere Feinde getan haben , wenn sie in einem fremden Lande gesiegt hätten , wenn sie ihr eigenes Land so behandeln , da ihnen ein heftiger Angriff den Mut benimmt , es zu verteidigen ?
Mut	arnim_wunderhorn01_1806-2004-11	„Willkommen Herr von der Weissenburg, Gott geb euch guten Muth, Ihr sollt nicht länger leben, Denn heut diesen halben Tag.“	58:62	" Willkommen Herr von der Weissenburg , Gott gebe euch guten Mut , Ihr sollt nicht länger leben , Denn heute diesen halben Tag . "
Mut	niebuhr_roemische02_1812-794-8	Dieses Gebot der höchsten Anstrengung erregte in jedem Muth und Siegsvertrauen: die Zurückbleibenden halfen den Ausziehenden alles bereiten: das Heer war zur vorgeschriebnen Stunde versammelt, und eigne Lust verdoppelte ihren Schritt.	55:59	Dieses Gebot der höchsten Anstrengung erregte in jedem Mut und Siegsvertrauen : die Zurückbleibenden halfen den Ausziehenden alles bereiten : das Heer war zur vorgeschriebenen Stunde versammelt , und eigene Lust verdoppelte ihren Schritt .
Mut	buecher_volkswirtschaft_1893-44-5	Mit starker Hand und besonnenem Mute hat namentlich das Deutsche Reich die Lösung dieser Aufgaben in Angriff genommen, und unter der Einwirkung großer wirtschafts-und sozialpolitischer Maßnahmen, getragen von der Autorität eines gewaltigen Staatsmannes, hat sich in kurzer Zeit eine Umstimmung der Geister vollzogen, die vielleicht in der Geschichte beispiellos ist.	32:36	Mit starker Hand und besonnenem Mute hat namentlich das Deutsche Reich die Lösung dieser Aufgaben in Angriff genommen , und unter der Einwirkung großer wirtschafts- und sozialpolitischer Maßnahmen , getragen von der Autorität eines gewaltigen Staatsmannes , hat sich in kurzer Zeit eine Umstimmung der Geister vollzogen , die vielleicht in der Geschichte beispiellos ist .
Mut	fontane_brandenburg01_1862-3551-10	So viele vereitelte Anstrengungen von Seite der Verbündeten mochten den Muth der Polen heben, die sich ohnehin des Sieges sicher hielten, und ihre zahlreiche Cavallerie ging jetzt zum Angriff über.	72:76	So viele vereitelte Anstrengungen von Seite der Verbündeten mochten den Mut der Polen heben , die sich ohnehin des Sieges sicher hielten , und ihre zahlreiche Kavallerie ging jetzt zum Angriff über .
Mut	eichendorff_dichter_1834-1408-4	Dem Amtmann gefällt Otto's Muth, um so mehr, je weniger er ihn dem sanften Stillen zugetraut hatte.	27:31	Dem Amtmann gefällt Otto's Mut , um so mehr , je weniger er ihn dem sanften Stillen zugetraut hatte .
Mut	varnhagen_rahel02_1834-6592-7	Ich habe viele Gaben; aber keinen Muth: nicht den Muth, der meine Gaben zu bewegen vermag, nicht den Muth, der mich genießen lehrte, wenn es auch einen Andern etwas kostete:	34:38	Ich habe viele Gaben ; aber keinen Mut : nicht den Mut , der meine Gaben zu bewegen vermag , nicht den Mut , der mich genießen lehrte , wenn es auch einen Anderen etwas kostete :
Mut	lewald_jenny02_1843-1446-16	Fräulein Meier wagt viel, indem sie sich auf diese Höhe stellt, und Du wirst Muth und Energie brauchen, um sie dort zu halten.	77:81	Fräulein Meier wagt viel , indem sie sich auf diese Höhe stellt , und Du wirst Mut und Energie brauchen , um sie dort zu halten .
Mut	brehm_thierleben03_1866-9344-23	Sie zeigen in ihrem Wesen viele Aehnlichkeit mit den Würgern; sie sind so grausam und raubgierig wie diese, ohne aber den Muth derselben oder die Kühnheit der Raben zu bekunden.	122:126	Sie zeigen in ihrem Wesen viele Ähnlichkeit mit den Würgern ; sie sind so grausam und raubgierig wie diese , ohne aber den Mut derselben oder die Kühnheit der Raben zu bekunden .
Mut	treitschke_geschichte01_1879-932-26	Doch alle solche Einfälle und Ahnungen wurden darniedergehalten von einem Gefühle hoffnungsloser Entsagung, das die kräftigere Gegenwart kaum noch versteht; den Deutschen war zu Muthe, als ob eine unerforschlich geheimnißvolle Schicksalsmacht dies Volk verdammt hätte, für alle Ewigkeit in einem widersinnigen Zustande zu verharren, der jedes Recht des Daseins längst verloren.	178:183	Doch alle solche Einfälle und Ahnungen wurden darrniedergehalten von einem Gefühle hoffnungsloser Entsagung , das die kräftigere Gegenwart kaum noch versteht ; den Deutschen war zu Mute , als ob eine unerforschlich geheimnisvolle Schicksalsmacht dies Volk verdammt hätte , für alle Ewigkeit in einem widersinnigen Zustande zu verharren , der jedes Recht des Daseins längst verloren .
Mut	rein_japan01_1881-5496-14	Aussprüche des Iyeyasu, wie » die Umgürtung des Schwertes verleiht dem Samurai kriegerischen Muth und » das Schwert ist die Seele des Samurai « waren der innersten Empfindung des Standes entnommen und konnten darum das lebhafte Ehrgefühl nur noch weiter anspornen, so dass dieser ritterlichsten und bei allen Völkern geachtetsten Waffe in Japan eine ganz besondere Aufmerksamkeit zugewandt wurde.	93:97	Aussprüche des Iyeyasu , wie " die Umgürtung des Schwertes verleiht dem Samurai kriegerischen Mut und " das Schwert ist die Seele des Samurai " waren der innersten Empfindung des Standes entnommen und konnten darum das lebhafte Ehrgefühl nur noch weiter anspornen , so dass dieser ritterlichsten und bei allen Völkern geachtetsten Waffe in Japan eine ganz besondere Aufmerksamkeit zugewandt wurde .
Mut	froelich_virginia01_1820-1448-12	Der Vater hatte mehreren glücklichen Gefechten beigewohnt, und sprach mir viel Muth ein.	79:83	Der Vater hatte mehreren glücklichen Gefechten beigewohnt , und sprach mir viel Mut ein .
Mut	kleist_kaethchen_1810-1044-2	Keinem Knecht muth' ich zu, sie an ihr zu vollziehn.	14:19	Keinem Knecht Mut ich zu , sie an ihr zu vollziehen .
Mut	arent_dichtercharaktere_1885-2253-27	Ohne Dich, Du lodernd Feuer, Erstarrte mir Hirn und Blut, — Aus der Hand sänk’ mir das Steuer, Spräch’ mir Dein Mund nicht Muth.	123:127	Ohne Dich , Du lodernd Feuer , Erstarrte mir Hirn und Blut , -- Aus der Hand sänke mir das Steuer , Spräche mir Dein Mund nicht Mut .
Mut	rueckert_brahmane01_1836-1073-7	Ein wenig länger noch Geduld und froher Muth, Und hell wird alle Trüb ' und alles Uebel gut.	40:44	Ein wenig länger noch Geduld und froher Mut , Und hell wird alle Trüb ' und alles Übel gut .
Mut	grimm_maerchen01_1812-3383-11	Wie der König den entsetzlichen Rachen sah, verlor er allen Muth, da fiel ihm seine dritte Tochter ein und er rief: „schenk mir das Leben und du sollst meine jüngste Tochter haben“ — Meintwegen brummte der Wallfisch, ich will dir auch etwas dafür geben; Gold hab ich nicht, das ist mir zu schlecht, aber der Grund meines Sees ist mit Zahlperlen gepflastert, davon will ich dir drei Säcke voll geben: im siebenten Mond komm ich und hol meine Braut.“	60:64	Wie der König den entsetzlichen Rachen sah , verlor er allen Mut , da fiel ihm seine dritte Tochter ein und er rief : " schenke mir das Leben und du sollst meine jüngste Tochter haben " -- Meinetwegen brummte der Wallfisch , ich will dir auch etwas dafür geben ; Gold habe ich nicht , das ist mir zu schlecht , aber der Grund meines Sees ist mit Zahlperlen gepflastert , davon will ich dir drei Säcke voll geben : im siebenten Mond komme ich und hole meine Braut . "
Mut	herwegh_gedichte01_1841-695-3	Die Ihr voll Mut zu schleudern euch nicht scheutet Ein blitzend Wort in unsres Lebens Schwüle, O Glück, wenn ihr euch auf dem Sterbepfühle Vom Neid zerstückter Kränze noch erfreutet!	13:16	Die Ihr voll Mut zu schleudern euch nicht scheutet Ein blitzend Wort in unseres Lebens Schwüle , O Glück , wenn ihr euch auf dem Sterbepfühle Vom Neid zerstückter Kränze noch erfreutet !
Mut	pocci_komoedienbuechlein03_1869-2506-0	Muth und Treue feiern Siege Nach der Prüfung schwerem Bann!	0:4	Mut und Treue feiern Siege Nach der Prüfung schwerem Bann !
Mut	nn_nrhz247_1849-80-1	Ihr Muth, ihr edler Sinn werden fortleben in unserm Andenken, wie in der Erinnerung der kommenden Geschlechter unserer Stadt und des gemeinsamen Vaterlandes.“ (unterzeichnet) Fournier. Schäffer.	4:8	Ihr Mut , ihr edler Sinn werden fortleben in unserem Andenken , wie in der Erinnerung der kommenden Geschlechter unserer Stadt und des gemeinsamen Vaterlandes . " ( unterzeichnet ) Fournier. Schäffer .
Mut	nn_nrhz158_1848-183-10	Sie haben einer unbewaffneten Stadt gegenüber die Verpflichtung, ihren Muth zu zeigen.	71:75	Sie haben einer unbewaffneten Stadt gegenüber die Verpflichtung , ihren Mut zu zeigen .
Mut	grimm_maerchen02_1857-2953-6	Der Schneider, den ein unerwarteter Muth überkam, sprang auf, zog in der Hast seine Kleider an und eilte hinaus.	36:40	Der Schneider , den ein unerwarteter Mut überkam , sprang auf , zog in der Hast seine Kleider an und eilte hinaus .
Mut	alexis_ruhe03_1852-636-17	Was hatte ich gehofft, daß sich aus ihr entwickeln würde, bei ihren Gaben, ihrem Muthe, ihrer lebhaften Phantasie.	81:86	Was hatte ich gehofft , daß sich aus ihr entwickeln würde , bei ihren Gaben , ihrem Mute , ihrer lebhaften Phantasie .
Mut	heyse_novellen_1855-34-8	Und nun weißt du dich nicht auf deinen Muth zu besinnen, und denkst gar nicht an das Glück, das wir hernach zu hoffen haben?“	39:43	Und nun weißt du dich nicht auf deinen Mut zu besinnen , und denkst gar nicht an das Glück , das wir hernach zu hoffen haben ? "
Mut	beyer_poetik01_1882-18385-24	Ich han selchen trost besunnen, Wunnen, sunnen glich' ich si gestalt, Diu mir tuot min leit verswinden, Binden, swinden muot kan ir gewalt!	120:124	Beispiel :
Mut	wirth_nationalfest01_1832-487-85	Tausend Dörfer und Städte sehn wir schimmernd sich ausbreiten, von Bewohnern wimmelnd, wie rührige Ameisen und erdumwühlende Maulwürfe; aber ein höheres Band, sie zu sittlicher Einheit verknüpfend, einen Gedanken, sie emporrichtend zum himmlischen Vater, der sie erschaffen zur Freiheit, zur Menschenwürde: jenes heilige Feuer, das in unserm Haupte den Lichtstrahl entzündet, und unsere Brust zum rettenden Ent schlusse der Aufopferung für die Gesammtheit erwärmt, die Kraft des schwankenden Willens stählt und den flüchtigen Muth des Augenblicks in Flammen setzt — das suchst du vergebens.	526:530	Tausend Dörfer und Städte sehen wir schimmernd sich ausbreiten , von Bewohnern wimmelnd , wie rührige Ameisen und erdumwühlende Maulwürfe ; aber ein höheres Band , sie zu sittlicher Einheit verknüpfend , einen Gedanken , sie emporrichtend zum himmlischen Vater , der sie erschaffen zur Freiheit , zur Menschenwürde : jenes heilige Feuer , das in unserem Haupte den Lichtstrahl entzündet , und unsere Brust zum rettenden Ent Schlusse der Aufopferung für die Gesamtheit erwärmt , die Kraft des schwankenden Willens stählt und den flüchtigen Mut des Augenblicks in Flammen setzt -- das suchst du vergebens .
Mut	alexis_ruhe05_1852-33-35	Oestreich, des langen, ehrenwerthen Kampfes müde, hatte sich in sein Schneckenhaus gezogen, das halbe Reich hing im Netz des Eroberers, und nur Preußen stand allein im Winkel, ohne den Muth, ohne den Beruf, ohne die Mittel.	185:189	Österreich , des langen , ehrenwerten Kampfes müde , hatte sich in sein Schneckenhaus gezogen , das halbe Reich hing im Netz des Eroberers , und nur Preußen stand allein im Winkel , ohne den Mut , ohne den Beruf , ohne die Mittel .
Mut	immermann_muenchhausen04_1839-450-17	Es war nun starkes Unwetter geworden und bei dem Donnern und Blitzen unterweges wurde mir graulich zu Muthe.	102:107	Es war nun starkes Unwetter geworden und bei dem Donnern und Blitzen unterwegs wurde mir graulich zu Mute .
Mut	avelallemant_gaunerthum04_1862-4966-71	Wesentlich aus der blinden Ausbeutung der Rotwelschen Grammatik und des Wörterbuchs von Pfister ist jene Flut der neuern Gaunerwörterbücher entstanden, welche von verdruckten, misverstandenen und erdichteten Vocabeln wimmeln und trotz der prunkenden Titel „aus Criminalacten“ oder „aus eigenen praktischen Erfahrungen“ den tollsten und verlogensten Galimatias enthalten, über welchen das Gaunerthum mit wiehernder Lust spottet, durch welchen es aber auch in seiner Propaganda an Muth und Sicherheit und, dem Jnquirenten gegenüber, an der bodenlosesten Frechheit so unsaglich gewonnen hat, daß die einschlagenden zahlreichen, ihres Gleichen nicht findenden Mystificationen aus gewissen Rücksichten hier nicht einmal in einem einzigen Beispiele enthüllt werden dürfen.	479:483	Wesentlich aus der blinden Ausbeutung der Rotwelschen Grammatik und des Wörterbuchs von Pfister ist jene Flut der neueren Gaunerwörterbücher entstanden , welche von verdruckten , missverstandenen und erdichteten Vokabeln wimmeln und trotz der prunkenden Titel " aus Kriminalakten " oder " aus eigenen praktischen Erfahrungen " den tollsten und verlogensten Galimathias enthalten , über welchen das Gaunertum mit wiehernder Lust spottet , durch welchen es aber auch in seiner Propaganda an Mut und Sicherheit und , dem Inquirenten gegenüber , an der bodenlosesten Frechheit so unsaglich gewonnen hat , daß die einschlagenden zahlreichen , ihres Gleichen nicht findenden Mystifikationen aus gewissen Rücksichten hier nicht einmal in einem einzigen Beispiele enthüllt werden dürfen .
Mut	niebuhr_roemische02_1812-455-26	Der Anführer jener Gewaltthätigkeiten, und daher seines Standes Liebling, war Cäso Quinctius, stolz und gefürchtet durch den in Kriegen wohl erworbnen Ruhm ausgezeichnetes Muths.	172:177	Der Anführer jener Gewalttätigkeiten , und daher seines Standes Liebling , war Cäso Quinctius , stolz und gefürchtet durch den in Kriegen wohl erworbenen Ruhm ausgezeichnetes Muts .
Mut	rueckert_brahmane03_1837-1487-19	So hab' ich dir erklärt dis Wort, um dir zu zähmen Den ungestümen Sinn, doch nicht den Muth zu lähmen.	87:91	So habe ich dir erklärt dies Wort , um dir zu zähmen Den ungestümen Sinn , doch nicht den Mut zu lähmen .
Mut	beyer_poetik03_1884-2958-17	Mein Vaterland ist, wo die Eintracht lebt, Wo Liedesklang der Brust entquillt mit Wonnen Und Mut der Freiheit durch die Seelen bebt.	93:96	Mein Vaterland ist , wo die Eintracht lebt , Wo Liedesklang der Brust entquillt mit Wonnen Und Mut der Freiheit durch die Seelen bebt .
Mut	nn_nrhz247b_1849-110-38	Daß der Ausgang dieses Zweikampfes indeß, wenn er auch ein ganz einzeln stehendes Ereigniß ist, im türkischen Heer die noch keineswegs erloschenen Erinnerungen an die frühere Kriegstüchtigkeit und den alten osmanischen Kriegsruhm neu beleben und den Muth erhöhen wird, dürfte niemand bezweifeln der dieß Volk kennt.	250:254	Daß der Ausgang dieses Zweikampfes indes , wenn er auch ein ganz einzeln stehendes Ereignis ist , im türkischen Heer die noch keineswegs erloschenen Erinnerungen an die frühere Kriegstüchtigkeit und den alten osmanischen Kriegsruhm neu beleben und den Mut erhöhen wird , dürfte niemand bezweifeln der dies Volk kennt .
Mut	beck_eisen01_1884-10675-19	Sie hatten den Ruf, in den Kriegen nicht nur treffliche Reiter, sondern auch ausgezeichnetes Fussvolk von grossem Mute und Ausdauer zu stellen.	114:118	Sie hatten den Ruf , in den Kriegen nicht nur treffliche Reiter , sondern auch ausgezeichnetes Fussvolk von großem Mute und Ausdauer zu stellen .
Mut	arnim_wunderhorn01_1806-3394-51	Der Wächter sprach: „Zart Frau ich lach, Thut mirs nicht übel kehren, Meine Treu ich gab auf all mein Hab Ein Eid mußt ich wohl schwören, Und mit der Hand ich mich verband, Des Herren Schad zu wenden, Frau, daß ich thu, muth mir nicht zu, So darf mich niemand schelten.	220:224	Der Wächter sprach : " Zart Frau ich lache , Tut mir_es nicht übel kehren , Meine Treue ich gab auf all mein Hab Ein Eid mußt ich wohl schwören , Und mit der Hand ich mich verband , Des Herren Schad zu wenden , Frau , daß ich tue , Mut mir nicht zu , So darf mich niemand schelten .
Mut	nn_nrhz178_1848-317-3	Mit dem freudigen Muth (!!!), den ich von meiner Mission zurückbringe, will ich das mir geschenkte Vertrauen zu rechtfertigen suchen.	18:22	Mit dem freudigen Mut ( !!! ) , den ich von meiner Mission zurückbringe , will ich das mir geschenkte Vertrauen zu rechtfertigen suchen .
Mut	droste_gedichte_1844-4457-3	was frommt dein Muth, Dein fester Arm, dein fürstlich Blut!	16:20	was frommt dein Mut , Dein fester Arm , dein fürstlich Blut !
Mut	wedekind_erwachen_1891-2382-6	Pah — ich brächte ja den Muth nicht auf! —	25:29	Pah -- ich brächte ja den Mut nicht auf ! --
Mut	brunn_griechen0201_1856-3155-3	Leibhaftig und voll Muth sieht der Jüngling aus, wie einer, der in die Schlacht stürzt, und man glaubt ihn wüthen zu sehen, wie von Ares besessen.	20:24	Leibhaftig und voll Mut sieht der Jüngling aus , wie einer , der in die Schlacht stürzt , und man glaubt ihn wüten zu sehen , wie von Ares besessen .
Mut	alexis_ruhe01_1852-1859-5	Mir ist da oft zu Muthe, als müßte ich mich verkriechen, weil ich davon nichts gelernt.	18:23	Mir ist da oft zu Mute , als müßte ich mich verkriechen , weil ich davon nichts gelernt .
Mut	ranke_paepste01_1834-3494-7	Die sonst so schweigsamen Cardinäle hatten jetzt Muth bekommen.	49:53	Die sonst so schweigsamen Kardinäle hatten jetzt Mut bekommen .
