identifier	lemma	identifier_sense	comment	annotator
2532889X_1970-08-18_01_131.tcf.xml-2-49	Eintagsfliege	sense2	 	annotatorA
frapan_fluegel_1895-2258-4	Eintagsfliege	sense1	 	annotatorA
brehm_thierleben06_1869-14181-31	Eintagsfliege	sense1	 	annotatorA
rossmaessler_suesswasseraquarium_1857-638-23	Eintagsfliege	sense1	 	annotatorA
vogt_briefe01_1851-6608-2	Eintagsfliege	sense1	 	annotatorA
klingemann_nachtwachen_1805-282-16	Eintagsfliege	sense2	 	annotatorA
26120215_1972_04_07_01_145.tcf.xml-21-6	Eintagsfliege	sense2	 	annotatorA
26120215_1967_02_22_01_327.tcf.xml-96-4	Eintagsfliege	sense1	 	annotatorA
2532889X_1982-10-23_01_216.tcf.xml-7-17	Eintagsfliege	sense1	 	annotatorA
brehm_thierleben06_1869-8764-52	Eintagsfliege	sense1	 	annotatorA
2532889X_1967-10-08_01_194.tcf.xml-17-24	Eintagsfliege	sense1	 	annotatorA
2532889X_1980-10-10_01_288.tcf.xml-94-4	Eintagsfliege	sense1	 	annotatorA
26120215_1980_04_26_01_066.tcf.xml-10-11	Eintagsfliege	sense2	 	annotatorA
2532889X_1985-08-14_01_159.tcf.xml-17-6	Eintagsfliege	sense2	 	annotatorA
26120215_1958_06_07_01_038.tcf.xml-51-26	Eintagsfliege	None	unklar	annotatorA
brehm_thierleben06_1869-8742-14	Eintagsfliege	sense1	 	annotatorA
holz_hamlet_1889-16-21	Eintagsfliege	sense2	 	annotatorA
boelsche_liebesleben01_1898-526-55	Eintagsfliege	sense1	 	annotatorA
26120215_1986_11_08_01_399.tcf.xml-1-13	Eintagsfliege	None	kein Kontext	annotatorB
2532889X_1953-11-15_01_044.tcf.xml-9-7	Eintagsfliege	sense2	 	annotatorB
2532889X_1980-08-13_01_045.tcf.xml-63-8	Eintagsfliege	sense2	 	annotatorB
26120215_1975_02_05_01_085.tcf.xml-14-11	Eintagsfliege	sense2	Vermutung, könnte aber auch beides sein	annotatorB
boelsche_liebesleben01_1898-998-4	Eintagsfliege	sense1	 	annotatorB
boelsche_liebesleben01_1898-5496-26	Eintagsfliege	sense1	 	annotatorB
26120215_1973_08_31_01_205.tcf.xml-8-16	Eintagsfliege	sense2	 	annotatorB
nn_nrhz297b_1849-34-15	Eintagsfliege	sense2	 	annotatorB
2532889X_1970-12-19_01_110.tcf.xml-29-11	Eintagsfliege	sense2	 	annotatorB
26120215_1983_03_17_01_194.tcf.xml-5-4	Eintagsfliege	sense2	 	annotatorB
nn_nrhz207i_1849-181-15	Eintagsfliege	sense2	 	annotatorB
holz_hamlet_1889-18-24	Eintagsfliege	sense1	 	annotatorB
vogt_thierstaaten_1851-1326-16	Eintagsfliege	sense1	 	annotatorB
treitschke_geschichte05_1894-3174-13	Eintagsfliege	sense2	 	annotatorB
26120215_1972_04_28_01_134.tcf.xml-4-10	Eintagsfliege	sense2	 	annotatorB
holz_hamlet_1889-15-15	Eintagsfliege	sense2	 	annotatorB
boerne_paris03_1833-290-12	Eintagsfliege	sense2	 	annotatorB
26120215_1983_05_14_01_437.tcf.xml-11-13	Eintagsfliege	None	kein Kontext	annotatorB
wilamowitz_aristoteles01_1893-1523-7	Eintagsfliege	sense2	 	annotatorB
boelsche_liebesleben01_1898-301-6	Eintagsfliege	sense1	 	annotatorB
2532889X_1970-04-05_01_285.tcf.xml-43-13	Eintagsfliege	sense2	 	annotatorB
26120215_1969_02_05_01_044.tcf.xml-67-12	Eintagsfliege	sense2	 	annotatorB
brehm_thierleben01_1864-5014-20	Eintagsfliege	sense1	 	annotatorB
menzel_literatur02_1828-2676-11	Eintagsfliege	sense1	 	annotatorB
2532889X_1970-06-23_01_052.tcf.xml-8-18	Eintagsfliege	sense2	 	annotatorB
26120215_1969_09_16_01_103.tcf.xml-2-38	Eintagsfliege	sense2	 	annotatorB
2532889X_1984-08-25_01_060.tcf.xml-21-5	Eintagsfliege	sense2	 	annotatorB
boelsche_liebesleben01_1898-995-5	Eintagsfliege	sense1	 	annotatorB
26120215_1963_10_20_01_406.tcf.xml-134-1	Eintagsfliege	None	kein Kontext	annotatorB
bechstein_dunkelgraf_1854-1902-25	Eintagsfliege	sense1	 	annotatorB
2532889X_1986-07-14_01_008.tcf.xml-10-14	Eintagsfliege	sense2	 	annotatorB
haeckel_weltraethsel_1899-3032-40	Eintagsfliege	sense1	 	annotatorB
2532889X_1970-08-18_01_131.tcf.xml-2-49	Eintagsfliege	sense2	 	annotatorB
frapan_fluegel_1895-2258-4	Eintagsfliege	sense1	 	annotatorB
brehm_thierleben06_1869-14181-31	Eintagsfliege	sense1	 	annotatorB
rossmaessler_suesswasseraquarium_1857-638-23	Eintagsfliege	sense1	 	annotatorB
vogt_briefe01_1851-6608-2	Eintagsfliege	sense1	 	annotatorB
klingemann_nachtwachen_1805-282-16	Eintagsfliege	sense1	 	annotatorB
26120215_1972_04_07_01_145.tcf.xml-21-6	Eintagsfliege	sense2	 	annotatorB
26120215_1967_02_22_01_327.tcf.xml-96-4	Eintagsfliege	sense1	 	annotatorB
2532889X_1982-10-23_01_216.tcf.xml-7-17	Eintagsfliege	sense2	 	annotatorB
brehm_thierleben06_1869-8764-52	Eintagsfliege	sense1	 	annotatorB
2532889X_1967-10-08_01_194.tcf.xml-17-24	Eintagsfliege	sense1	 	annotatorB
2532889X_1980-10-10_01_288.tcf.xml-94-4	Eintagsfliege	sense1	 	annotatorB
26120215_1980_04_26_01_066.tcf.xml-10-11	Eintagsfliege	sense2	 	annotatorB
2532889X_1985-08-14_01_159.tcf.xml-17-6	Eintagsfliege	sense2	 	annotatorB
26120215_1958_06_07_01_038.tcf.xml-51-26	Eintagsfliege	sense1	 	annotatorB
brehm_thierleben06_1869-8742-14	Eintagsfliege	sense1	 	annotatorB
holz_hamlet_1889-16-21	Eintagsfliege	sense2	 	annotatorB
boelsche_liebesleben01_1898-526-55	Eintagsfliege	sense1	 	annotatorB
26120215_1986_11_08_01_399.tcf.xml-1-13	Eintagsfliege	None	Zur Bestimmung der Bedeutung fehlt an dieser Stelle der notwendige sprachliche Kontext in der Auflistung	annotatorC
2532889X_1953-11-15_01_044.tcf.xml-9-7	Eintagsfliege	sense2	 	annotatorC
2532889X_1980-08-13_01_045.tcf.xml-63-8	Eintagsfliege	sense2	 	annotatorC
26120215_1975_02_05_01_085.tcf.xml-14-11	Eintagsfliege	sense0	 	annotatorC
boelsche_liebesleben01_1898-998-4	Eintagsfliege	sense1	 	annotatorC
boelsche_liebesleben01_1898-5496-26	Eintagsfliege	sense1	 	annotatorC
26120215_1973_08_31_01_205.tcf.xml-8-16	Eintagsfliege	sense2	 	annotatorC
nn_nrhz297b_1849-34-15	Eintagsfliege	sense2	 	annotatorC
2532889X_1970-12-19_01_110.tcf.xml-29-11	Eintagsfliege	sense2	 	annotatorC
26120215_1983_03_17_01_194.tcf.xml-5-4	Eintagsfliege	sense2	 	annotatorC
nn_nrhz207i_1849-181-15	Eintagsfliege	sense2	 	annotatorC
holz_hamlet_1889-18-24	Eintagsfliege	sense1	 	annotatorC
vogt_thierstaaten_1851-1326-16	Eintagsfliege	sense1	 	annotatorC
treitschke_geschichte05_1894-3174-13	Eintagsfliege	sense2	 	annotatorC
26120215_1972_04_28_01_134.tcf.xml-4-10	Eintagsfliege	sense2	 	annotatorC
holz_hamlet_1889-15-15	Eintagsfliege	sense0	 	annotatorC
boerne_paris03_1833-290-12	Eintagsfliege	sense2	 	annotatorC
26120215_1983_05_14_01_437.tcf.xml-11-13	Eintagsfliege	None	Auch hier ist die Bedeutung aus der Aufzählung nicht zu bestimmten	annotatorC
wilamowitz_aristoteles01_1893-1523-7	Eintagsfliege	sense2	 	annotatorC
boelsche_liebesleben01_1898-301-6	Eintagsfliege	sense1	 	annotatorC
2532889X_1970-04-05_01_285.tcf.xml-43-13	Eintagsfliege	sense2	 	annotatorC
26120215_1969_02_05_01_044.tcf.xml-67-12	Eintagsfliege	sense2	 	annotatorC
brehm_thierleben01_1864-5014-20	Eintagsfliege	sense1	 	annotatorC
menzel_literatur02_1828-2676-11	Eintagsfliege	sense1	 	annotatorC
2532889X_1970-06-23_01_052.tcf.xml-8-18	Eintagsfliege	sense2	 	annotatorC
26120215_1969_09_16_01_103.tcf.xml-2-38	Eintagsfliege	sense2	 	annotatorC
2532889X_1984-08-25_01_060.tcf.xml-21-5	Eintagsfliege	sense2	 	annotatorC
boelsche_liebesleben01_1898-995-5	Eintagsfliege	sense1	 	annotatorC
26120215_1963_10_20_01_406.tcf.xml-134-1	Eintagsfliege	None	Auch hier ist die Bedeutung aus der Aufzählung nicht zu bestimmten	annotatorC
bechstein_dunkelgraf_1854-1902-25	Eintagsfliege	sense1	 	annotatorC
2532889X_1986-07-14_01_008.tcf.xml-10-14	Eintagsfliege	sense2	 	annotatorC
haeckel_weltraethsel_1899-3032-40	Eintagsfliege	sense2	 	annotatorC
2532889X_1970-08-18_01_131.tcf.xml-2-49	Eintagsfliege	sense2	 	annotatorC
frapan_fluegel_1895-2258-4	Eintagsfliege	sense1	 	annotatorC
brehm_thierleben06_1869-14181-31	Eintagsfliege	sense1	 	annotatorC
rossmaessler_suesswasseraquarium_1857-638-23	Eintagsfliege	sense1	 	annotatorC
vogt_briefe01_1851-6608-2	Eintagsfliege	sense1	 	annotatorC
klingemann_nachtwachen_1805-282-16	Eintagsfliege	sense1	 	annotatorC
26120215_1972_04_07_01_145.tcf.xml-21-6	Eintagsfliege	sense2	 	annotatorC
26120215_1967_02_22_01_327.tcf.xml-96-4	Eintagsfliege	sense1	 	annotatorC
2532889X_1982-10-23_01_216.tcf.xml-7-17	Eintagsfliege	sense1	 	annotatorC
brehm_thierleben06_1869-8764-52	Eintagsfliege	sense1	 	annotatorC
2532889X_1967-10-08_01_194.tcf.xml-17-24	Eintagsfliege	sense1	 	annotatorC
2532889X_1980-10-10_01_288.tcf.xml-94-4	Eintagsfliege	sense1	 	annotatorC
26120215_1980_04_26_01_066.tcf.xml-10-11	Eintagsfliege	sense2	 	annotatorC
2532889X_1985-08-14_01_159.tcf.xml-17-6	Eintagsfliege	sense2	 	annotatorC
26120215_1958_06_07_01_038.tcf.xml-51-26	Eintagsfliege	None	Auch hier ist die Bedeutung aus der Aufzählung nicht zu bestimmten	annotatorC
brehm_thierleben06_1869-8742-14	Eintagsfliege	sense1	 	annotatorC
holz_hamlet_1889-16-21	Eintagsfliege	sense2	 	annotatorC
boelsche_liebesleben01_1898-526-55	Eintagsfliege	sense1	 	annotatorC
