reference_usage	usage1	cosine_similarity1	usage2	cosine_similarity2	usage3	cosine_similarity3	usage4	cosine_similarity4	order	given_order
fic_1854_9193.txt-8301-13	missing_usage	0.0	mag_1846_524014.txt-303-22	0.25439581274986267	fic_1853_9142.txt-2686-17	0.25573742389678955	fic_1856_9779.txt-7652-36	0.2446344494819641	['fic_1853_9142.txt-2686-17', 'mag_1846_524014.txt-303-22', 'fic_1856_9779.txt-7652-36']	['fic_1856_9779.txt-7652-36', 'fic_1853_9142.txt-2686-17', 'mag_1846_524014.txt-303-22']
fic_1838_7086.txt-2732-33	mag_1828_553929.txt-364-34	0.5141630172729492	missing_usage	0.0	fic_1852_2364.txt-6112-60	0.9800901412963867	fic_1858_1282.txt-1444-24	0.4406740665435791	['fic_1852_2364.txt-6112-60', 'mag_1828_553929.txt-364-34', 'fic_1858_1282.txt-1444-24']	['fic_1852_2364.txt-6112-60', 'mag_1828_553929.txt-364-34', 'fic_1858_1282.txt-1444-24']
fic_1858_1282.txt-1444-24	fic_1982_780051.txt-4396-7	0.668860137462616	fic_1838_7085.txt-2157-17	0.5044835805892944	nf_1975_773861.txt-1436-17	0.7699134349822998	missing_usage	0.0	['nf_1975_773861.txt-1436-17', 'fic_1982_780051.txt-4396-7', 'fic_1838_7085.txt-2157-17']	['nf_1975_773861.txt-1436-17', 'fic_1982_780051.txt-4396-7', 'fic_1838_7085.txt-2157-17']
mag_1840_586558.txt-356-49	mag_1828_553929.txt-364-34	0.35173285007476807	fic_1998_43533.txt-4-2	0.5833482146263123	news_1998_626765.txt-4-8	0.6245265007019043	missing_usage	0.0	['news_1998_626765.txt-4-8', 'fic_1998_43533.txt-4-2', 'mag_1828_553929.txt-364-34']	['news_1998_626765.txt-4-8', 'mag_1828_553929.txt-364-34', 'fic_1998_43533.txt-4-2']
mag_1825_553609.txt-140-54	mag_1994_425594.txt-9-10	0.5603248476982117	news_1967_726451.txt-39-2	0.8998986482620239	missing_usage	0.0	fic_1848_1279.txt-1511-47	0.3972803056240082	['news_1967_726451.txt-39-2', 'mag_1994_425594.txt-9-10', 'fic_1848_1279.txt-1511-47']	['news_1967_726451.txt-39-2', 'mag_1994_425594.txt-9-10', 'fic_1848_1279.txt-1511-47']
fic_1848_1279.txt-1511-47	fic_1854_9193.txt-8301-13	0.8855923414230347	fic_2009_36778.txt-461-18	0.7137569189071655	missing_usage	0.0	mag_1972_278489.txt-11-19	0.27046138048171997	['fic_1854_9193.txt-8301-13', 'fic_2009_36778.txt-461-18', 'mag_1972_278489.txt-11-19']	['fic_2009_36778.txt-461-18', 'fic_1854_9193.txt-8301-13', 'mag_1972_278489.txt-11-19']
fic_1848_7009.txt-1181-32	mag_2007_387325.txt-12-20	0.7835206985473633	mag_1838_586203.txt-253-10	0.5054344534873962	mag_2005_417079.txt-188-8	0.9099420309066772	missing_usage	0.0	['mag_2005_417079.txt-188-8', 'mag_2007_387325.txt-12-20', 'mag_1838_586203.txt-253-10']	['mag_1838_586203.txt-253-10', 'mag_2005_417079.txt-188-8', 'mag_2007_387325.txt-12-20']
mag_1845_555245.txt-299-1	missing_usage	0.0	fic_1982_780051.txt-4396-7	0.30575692653656006	fic_1835_7134.txt-2235-79	0.5630574226379395	fic_1855_1209.txt-770-29	0.6025959253311157	['fic_1855_1209.txt-770-29', 'fic_1835_7134.txt-2235-79', 'fic_1982_780051.txt-4396-7']	['fic_1855_1209.txt-770-29', 'fic_1835_7134.txt-2235-79', 'fic_1982_780051.txt-4396-7']
nf_1845_747928.txt-826-66	mag_1854_555935.txt-131-30	0.5960731506347656	mag_1828_553929.txt-364-34	0.4486736059188843	fic_1833_7239.txt-1694-15	0.8607233762741089	missing_usage	0.0	['fic_1833_7239.txt-1694-15', 'mag_1854_555935.txt-131-30', 'mag_1828_553929.txt-364-34']	['mag_1854_555935.txt-131-30', 'mag_1828_553929.txt-364-34', 'fic_1833_7239.txt-1694-15']
mag_1850_589167.txt-126-1	news_1991_612479.txt-40-20	0.2411332130432129	missing_usage	0.0	nf_1982_774241.txt-1410-26	0.2763183116912842	fic_1844_3928.txt-3118-8	0.41726863384246826	['fic_1844_3928.txt-3118-8', 'nf_1982_774241.txt-1410-26', 'news_1991_612479.txt-40-20']	['fic_1844_3928.txt-3118-8', 'news_1991_612479.txt-40-20', 'nf_1982_774241.txt-1410-26']
mag_1854_555935.txt-131-30	missing_usage	0.0	mag_1828_553929.txt-364-34	0.42582106590270996	nf_1968_773502.txt-1151-10	0.4412772059440613	mag_1846_524014.txt-26-2	0.39689773321151733	['nf_1968_773502.txt-1151-10', 'mag_1828_553929.txt-364-34', 'mag_1846_524014.txt-26-2']	['nf_1968_773502.txt-1151-10', 'mag_1846_524014.txt-26-2', 'mag_1828_553929.txt-364-34']
mag_1846_524014.txt-303-22	fic_1854_9193.txt-8301-13	0.25439581274986267	mag_2004_365334.txt-2-9	0.6331530809402466	fic_1982_780051.txt-4396-7	0.6165499687194824	missing_usage	0.0	['mag_2004_365334.txt-2-9', 'fic_1982_780051.txt-4396-7', 'fic_1854_9193.txt-8301-13']	['fic_1982_780051.txt-4396-7', 'fic_1854_9193.txt-8301-13', 'mag_2004_365334.txt-2-9']
fic_1859_9037.txt-2260-41	nf_1829_751465.txt-2786-42	0.5602312088012695	mag_1840_586558.txt-356-49	0.7499192953109741	fic_1839_7024.txt-2377-9	0.6119866371154785	news_1991_612479.txt-40-20	0.7087787985801697	['mag_1840_586558.txt-356-49', 'news_1991_612479.txt-40-20', 'fic_1839_7024.txt-2377-9', 'nf_1829_751465.txt-2786-42']	['news_1991_612479.txt-40-20', 'mag_1840_586558.txt-356-49', 'fic_1839_7024.txt-2377-9', 'nf_1829_751465.txt-2786-42']
mag_2005_379095.txt-6-29	missing_usage	0.0	mag_2001_416183.txt-158-8	0.5671972036361694	mag_1972_278489.txt-11-19	0.6143202781677246	fic_1962_781986.txt-3553-2	0.43719029426574707	['mag_1972_278489.txt-11-19', 'mag_2001_416183.txt-158-8', 'fic_1962_781986.txt-3553-2']	['fic_1962_781986.txt-3553-2', 'mag_2001_416183.txt-158-8', 'mag_1972_278489.txt-11-19']
fic_1998_43533.txt-4-2	mag_1840_586558.txt-356-49	0.5833482146263123	fic_1839_7024.txt-2377-9	0.8984661102294922	missing_usage	0.0	fic_1856_2470.txt-7252-13	0.7495485544204712	['fic_1839_7024.txt-2377-9', 'fic_1856_2470.txt-7252-13', 'mag_1840_586558.txt-356-49']	['fic_1839_7024.txt-2377-9', 'fic_1856_2470.txt-7252-13', 'mag_1840_586558.txt-356-49']
news_1967_726451.txt-39-2	news_1966_725841.txt-34-33	0.8753509521484375	missing_usage	0.0	nf_1977_773747.txt-57-27	0.7157288789749146	mag_1828_553929.txt-364-34	0.6569041013717651	['news_1966_725841.txt-34-33', 'nf_1977_773747.txt-57-27', 'mag_1828_553929.txt-364-34']	['nf_1977_773747.txt-57-27', 'news_1966_725841.txt-34-33', 'mag_1828_553929.txt-364-34']
news_1994_606745.txt-26-26	news_1987_669591.txt-19-7	0.9736019372940063	fic_1854_9193.txt-8301-13	0.29356351494789124	missing_usage	0.0	mag_1994_425594.txt-9-10	0.5518329739570618	['news_1987_669591.txt-19-7', 'mag_1994_425594.txt-9-10', 'fic_1854_9193.txt-8301-13']	['news_1987_669591.txt-19-7', 'fic_1854_9193.txt-8301-13', 'mag_1994_425594.txt-9-10']
fic_1993_25035.txt-820-7	fic_1853_9142.txt-2686-17	0.9094136953353882	missing_usage	0.0	mag_1846_524014.txt-303-22	0.6149243116378784	news_1965_724563.txt-1-1	0.3700466752052307	['fic_1853_9142.txt-2686-17', 'mag_1846_524014.txt-303-22', 'news_1965_724563.txt-1-1']	['fic_1853_9142.txt-2686-17', 'news_1965_724563.txt-1-1', 'mag_1846_524014.txt-303-22']
news_1982_671107.txt-19-96	fic_1994_54174.txt-61-23	0.6370046138763428	mag_1832_564307.txt-140-16	0.9211040735244751	mag_1854_555935.txt-131-30	0.4789058566093445	missing_usage	0.0	['mag_1832_564307.txt-140-16', 'fic_1994_54174.txt-61-23', 'mag_1854_555935.txt-131-30']	['mag_1832_564307.txt-140-16', 'mag_1854_555935.txt-131-30', 'fic_1994_54174.txt-61-23']
news_1984_670941.txt-14-43	fic_1982_780070.txt-3698-5	0.5742203593254089	missing_usage	0.0	fic_1858_1282.txt-1444-24	0.4564322531223297	fic_1853_9142.txt-2686-17	0.3237309455871582	['fic_1982_780070.txt-3698-5', 'fic_1858_1282.txt-1444-24', 'fic_1853_9142.txt-2686-17']	['fic_1853_9142.txt-2686-17', 'fic_1982_780070.txt-3698-5', 'fic_1858_1282.txt-1444-24']
fic_2009_36778.txt-461-18	mag_1854_555935.txt-131-30	0.4309196174144745	missing_usage	0.0	fic_1848_7009.txt-1181-32	0.32994505763053894	mag_1981_295135.txt-17-16	0.7664352655410767	['mag_1981_295135.txt-17-16', 'mag_1854_555935.txt-131-30', 'fic_1848_7009.txt-1181-32']	['mag_1981_295135.txt-17-16', 'fic_1848_7009.txt-1181-32', 'mag_1854_555935.txt-131-30']
mag_1978_318618.txt-11-36	mag_1828_553929.txt-364-34	0.5159249305725098	fic_1858_1282.txt-1444-24	0.5056341886520386	missing_usage	0.0	fic_1968_781997.txt-4233-2	0.9561077952384949	['fic_1968_781997.txt-4233-2', 'mag_1828_553929.txt-364-34', 'fic_1858_1282.txt-1444-24']	['fic_1968_781997.txt-4233-2', 'mag_1828_553929.txt-364-34', 'fic_1858_1282.txt-1444-24']
nf_1982_774241.txt-1410-26	missing_usage	0.0	mag_1850_589167.txt-126-1	0.2763183116912842	fic_1838_7086.txt-2732-33	0.975023627281189	news_1991_612479.txt-40-20	0.7344028949737549	['fic_1838_7086.txt-2732-33', 'news_1991_612479.txt-40-20', 'mag_1850_589167.txt-126-1']	['fic_1838_7086.txt-2732-33', 'news_1991_612479.txt-40-20', 'mag_1850_589167.txt-126-1']
news_1991_612479.txt-40-20	fic_1993_25026.txt-440-9	0.8629431128501892	fic_1859_9037.txt-2260-41	0.7087787985801697	missing_usage	0.0	fic_1844_3928.txt-3118-8	0.7815398573875427	['fic_1993_25026.txt-440-9', 'fic_1844_3928.txt-3118-8', 'fic_1859_9037.txt-2260-41']	['fic_1859_9037.txt-2260-41', 'fic_1993_25026.txt-440-9', 'fic_1844_3928.txt-3118-8']
mag_2004_365334.txt-2-9	missing_usage	0.0	fic_2009_36778.txt-461-18	0.32905662059783936	news_1997_611600.txt-65-2	0.4617656469345093	mag_1846_524014.txt-303-22	0.6331530809402466	['mag_1846_524014.txt-303-22', 'news_1997_611600.txt-65-2', 'fic_2009_36778.txt-461-18']	['fic_2009_36778.txt-461-18', 'news_1997_611600.txt-65-2', 'mag_1846_524014.txt-303-22']
mag_2002_371999.txt-12-46	nf_1844_749098.txt-1617-40	0.9113373756408691	mag_1993_424232.txt-41-14	0.5982037782669067	missing_usage	0.0	fic_1988_780054.txt-2791-11	0.3354511857032776	['nf_1844_749098.txt-1617-40', 'mag_1993_424232.txt-41-14', 'fic_1988_780054.txt-2791-11']	['nf_1844_749098.txt-1617-40', 'mag_1993_424232.txt-41-14', 'fic_1988_780054.txt-2791-11']
news_1966_725841.txt-34-33	fic_1856_2655.txt-4746-13	0.8788845539093018	mag_1982_490856.txt-85-5	0.6530426144599915	news_1967_726451.txt-39-2	0.8753509521484375	missing_usage	0.0	['fic_1856_2655.txt-4746-13', 'news_1967_726451.txt-39-2', 'mag_1982_490856.txt-85-5']	['fic_1856_2655.txt-4746-13', 'news_1967_726451.txt-39-2', 'mag_1982_490856.txt-85-5']
mag_2005_379002.txt-22-10	mag_2002_398773.txt-149-9	0.9632505178451538	fic_1993_25035.txt-820-7	0.6067871451377869	mag_1828_553929.txt-364-34	0.4892805814743042	missing_usage	0.0	['mag_2002_398773.txt-149-9', 'fic_1993_25035.txt-820-7', 'mag_1828_553929.txt-364-34']	['mag_2002_398773.txt-149-9', 'fic_1993_25035.txt-820-7', 'mag_1828_553929.txt-364-34']
fic_2002_30623.txt-303-9	news_1997_611600.txt-65-2	0.4336645007133484	nf_1847_754437.txt-1509-47	0.6668815612792969	mag_1828_553929.txt-364-34	0.3393704891204834	mag_2007_387325.txt-12-20	0.9540300369262695	['mag_2007_387325.txt-12-20', 'nf_1847_754437.txt-1509-47', 'news_1997_611600.txt-65-2', 'mag_1828_553929.txt-364-34']	['mag_2007_387325.txt-12-20', 'news_1997_611600.txt-65-2', 'mag_1828_553929.txt-364-34', 'nf_1847_754437.txt-1509-47']
news_1998_626765.txt-4-8	mag_1832_564239.txt-203-30	0.7076923847198486	news_2001_661977.txt-17-13	0.5383033156394958	missing_usage	0.0	fic_1993_25035.txt-820-7	0.6369543671607971	['mag_1832_564239.txt-203-30', 'fic_1993_25035.txt-820-7', 'news_2001_661977.txt-17-13']	['mag_1832_564239.txt-203-30', 'news_2001_661977.txt-17-13', 'fic_1993_25035.txt-820-7']
mag_2007_387325.txt-12-20	fic_2002_30623.txt-303-9	0.9540300369262695	news_1997_611600.txt-65-2	0.4273809790611267	fic_1838_7085.txt-2157-17	0.6892518997192383	nf_2001_746877.txt-82-18	0.8387641310691833	['fic_2002_30623.txt-303-9', 'nf_2001_746877.txt-82-18', 'fic_1838_7085.txt-2157-17', 'news_1997_611600.txt-65-2']	['fic_2002_30623.txt-303-9', 'nf_2001_746877.txt-82-18', 'news_1997_611600.txt-65-2', 'fic_1838_7085.txt-2157-17']
news_1989_669714.txt-32-21	fic_1838_7086.txt-2732-33	0.9675318598747253	news_1991_612479.txt-40-20	0.7701928019523621	missing_usage	0.0	mag_2007_387325.txt-12-20	0.7238685488700867	['fic_1838_7086.txt-2732-33', 'news_1991_612479.txt-40-20', 'mag_2007_387325.txt-12-20']	['fic_1838_7086.txt-2732-33', 'news_1991_612479.txt-40-20', 'mag_2007_387325.txt-12-20']
fic_1982_780051.txt-4396-7	news_1984_670941.txt-14-43	0.3200087547302246	mag_2007_387325.txt-12-20	0.9390894174575806	mag_1846_524014.txt-303-22	0.6165499687194824	fic_1843_7166.txt-1590-9	0.27079302072525024	['mag_2007_387325.txt-12-20', 'mag_1846_524014.txt-303-22', 'news_1984_670941.txt-14-43', 'fic_1843_7166.txt-1590-9']	['mag_2007_387325.txt-12-20', 'mag_1846_524014.txt-303-22', 'news_1984_670941.txt-14-43', 'fic_1843_7166.txt-1590-9']
mag_1999_397639.txt-186-35	missing_usage	0.0	mag_1834_554263.txt-306-48	0.8103915452957153	mag_1845_555245.txt-299-1	0.38811418414115906	fic_1858_1282.txt-1444-24	0.6435303092002869	['mag_1834_554263.txt-306-48', 'fic_1858_1282.txt-1444-24', 'mag_1845_555245.txt-299-1']	['fic_1858_1282.txt-1444-24', 'mag_1845_555245.txt-299-1', 'mag_1834_554263.txt-306-48']
mag_1972_278489.txt-11-19	fic_1993_25035.txt-820-7	0.9612401723861694	mag_1980_296744.txt-5-30	0.6667755246162415	missing_usage	0.0	fic_1848_1279.txt-1511-47	0.27046138048171997	['fic_1993_25035.txt-820-7', 'mag_1980_296744.txt-5-30', 'fic_1848_1279.txt-1511-47']	['fic_1993_25035.txt-820-7', 'mag_1980_296744.txt-5-30', 'fic_1848_1279.txt-1511-47']
nf_1852_771569.txt-1631-28	mag_2001_416301.txt-220-11	0.9249889850616455	fic_1995_39408.txt-194-29	0.9089171886444092	missing_usage	0.0	fic_1970_753.txt-715-8	0.9329336881637573	['fic_1970_753.txt-715-8', 'mag_2001_416301.txt-220-11', 'fic_1995_39408.txt-194-29']	['fic_1970_753.txt-715-8', 'fic_1995_39408.txt-194-29', 'mag_2001_416301.txt-220-11']
fic_1843_7074.txt-4254-6	mag_1835_554345.txt-434-24	0.9318041801452637	fic_1982_23959.txt-415-34	0.9006778597831726	missing_usage	0.0	mag_2001_416301.txt-220-11	0.8507266044616699	['mag_1835_554345.txt-434-24', 'fic_1982_23959.txt-415-34', 'mag_2001_416301.txt-220-11']	['fic_1982_23959.txt-415-34', 'mag_1835_554345.txt-434-24', 'mag_2001_416301.txt-220-11']
mag_1835_554345.txt-434-24	mag_1998_400540.txt-41-7	0.6864349842071533	nf_1852_771569.txt-1631-28	0.9300163388252258	mag_2002_392308.txt-25-30	0.9024069309234619	fic_2005_28065.txt-108-10	0.9164995551109314	['nf_1852_771569.txt-1631-28', 'fic_2005_28065.txt-108-10', 'mag_2002_392308.txt-25-30', 'mag_1998_400540.txt-41-7']	['mag_1998_400540.txt-41-7', 'nf_1852_771569.txt-1631-28', 'mag_2002_392308.txt-25-30', 'fic_2005_28065.txt-108-10']
mag_2001_416301.txt-220-11	nf_1852_771569.txt-1631-28	0.9249889850616455	fic_1988_780054.txt-731-6	0.7339091300964355	missing_usage	0.0	fic_2005_28065.txt-108-10	0.9017837643623352	['nf_1852_771569.txt-1631-28', 'fic_2005_28065.txt-108-10', 'fic_1988_780054.txt-731-6']	['fic_2005_28065.txt-108-10', 'fic_1988_780054.txt-731-6', 'nf_1852_771569.txt-1631-28']
fic_2007_52366.txt-849-7	mag_1835_565001.txt-70-21	0.8335511684417725	missing_usage	0.0	fic_2005_28065.txt-108-10	0.7452577948570251	fic_1851_746.txt-5047-7	0.6784687042236328	['mag_1835_565001.txt-70-21', 'fic_2005_28065.txt-108-10', 'fic_1851_746.txt-5047-7']	['fic_1851_746.txt-5047-7', 'mag_1835_565001.txt-70-21', 'fic_2005_28065.txt-108-10']
news_2004_661054.txt-33-17	nf_1846_748061.txt-1629-50	0.9186428785324097	fic_1979_16368.txt-854-10	0.8619123697280884	fic_1995_39408.txt-194-29	0.9228165149688721	missing_usage	0.0	['fic_1995_39408.txt-194-29', 'nf_1846_748061.txt-1629-50', 'fic_1979_16368.txt-854-10']	['fic_1979_16368.txt-854-10', 'fic_1995_39408.txt-194-29', 'nf_1846_748061.txt-1629-50']
fic_1996_13983.txt-1222-1	mag_1835_554345.txt-434-24	0.6592856645584106	fic_1821_8985.txt-298-12	0.5842447876930237	missing_usage	0.0	fic_1851_746.txt-8848-1	0.6221489906311035	['mag_1835_554345.txt-434-24', 'fic_1851_746.txt-8848-1', 'fic_1821_8985.txt-298-12']	['fic_1821_8985.txt-298-12', 'mag_1835_554345.txt-434-24', 'fic_1851_746.txt-8848-1']
fic_2003_31346.txt-75-13	fic_1836_7053.txt-4705-44	0.901187539100647	missing_usage	0.0	mag_2001_416301.txt-220-11	0.9492613077163696	fic_1995_39408.txt-194-29	0.9350007772445679	['mag_2001_416301.txt-220-11', 'fic_1995_39408.txt-194-29', 'fic_1836_7053.txt-4705-44']	['fic_1995_39408.txt-194-29', 'fic_1836_7053.txt-4705-44', 'mag_2001_416301.txt-220-11']
fic_2005_28065.txt-108-10	nf_1834_755185.txt-797-5	0.8842005729675293	mag_1835_554345.txt-434-24	0.9164995551109314	mag_2001_416301.txt-220-11	0.9017837643623352	fic_2007_52366.txt-849-7	0.7452577948570251	['mag_1835_554345.txt-434-24', 'mag_2001_416301.txt-220-11', 'nf_1834_755185.txt-797-5', 'fic_2007_52366.txt-849-7']	['mag_2001_416301.txt-220-11', 'nf_1834_755185.txt-797-5', 'fic_2007_52366.txt-849-7', 'mag_1835_554345.txt-434-24']
fic_1847_1094.txt-1927-13	fic_1855_2661.txt-1289-23	0.3727484345436096	fic_1995_53012.txt-167-5	0.7275318503379822	fic_1842_555.txt-2985-38	0.5569292306900024	mag_1854_566434.txt-121-2	0.9199414253234863	['mag_1854_566434.txt-121-2', 'fic_1995_53012.txt-167-5', 'fic_1842_555.txt-2985-38', 'fic_1855_2661.txt-1289-23']	['mag_1854_566434.txt-121-2', 'fic_1855_2661.txt-1289-23', 'fic_1995_53012.txt-167-5', 'fic_1842_555.txt-2985-38']
fic_1854_9218.txt-3589-17	fic_1823_7241.txt-6369-39	0.44678694009780884	news_1989_670792.txt-27-3	0.4817040264606476	fic_1971_10537.txt-7046-16	0.657859206199646	missing_usage	0.0	['fic_1971_10537.txt-7046-16', 'news_1989_670792.txt-27-3', 'fic_1823_7241.txt-6369-39']	['fic_1971_10537.txt-7046-16', 'news_1989_670792.txt-27-3', 'fic_1823_7241.txt-6369-39']
fic_1848_7005.txt-128-33	fic_1855_1273.txt-2451-29	0.32891225814819336	nf_1855_771880.txt-246-8	0.2007133811712265	missing_usage	0.0	fic_2008_36315.txt-261-17	0.3723844289779663	['fic_2008_36315.txt-261-17', 'fic_1855_1273.txt-2451-29', 'nf_1855_771880.txt-246-8']	['fic_2008_36315.txt-261-17', 'nf_1855_771880.txt-246-8', 'fic_1855_1273.txt-2451-29']
mag_1856_576366.txt-108-8	fic_1822_7275.txt-583-127	0.7568124532699585	news_1995_641078.txt-228-4	0.5549192428588867	nf_1854_750818.txt-967-13	0.5004504919052124	fic_1842_7206.txt-3298-50	0.7578203678131104	['fic_1842_7206.txt-3298-50', 'fic_1822_7275.txt-583-127', 'news_1995_641078.txt-228-4', 'nf_1854_750818.txt-967-13']	['fic_1822_7275.txt-583-127', 'fic_1842_7206.txt-3298-50', 'nf_1854_750818.txt-967-13', 'news_1995_641078.txt-228-4']
fic_1860_9165.txt-196-14	fic_1840_9329.txt-1163-29	0.5917103290557861	fic_1845_7183.txt-96-4	0.7653120756149292	mag_1994_352587.txt-5-22	0.7550987005233765	fic_1856_1562.txt-4022-8	0.3441188335418701	['fic_1845_7183.txt-96-4', 'mag_1994_352587.txt-5-22', 'fic_1840_9329.txt-1163-29', 'fic_1856_1562.txt-4022-8']	['fic_1856_1562.txt-4022-8', 'mag_1994_352587.txt-5-22', 'fic_1840_9329.txt-1163-29', 'fic_1845_7183.txt-96-4']
fic_1839_7088.txt-3560-5	fic_1823_7242.txt-4039-10	0.7918643951416016	fic_1823_7214.txt-685-52	0.4058209955692291	fic_1977_780095.txt-2758-17	0.7406853437423706	mag_1854_566434.txt-121-2	0.7867501378059387	['fic_1823_7242.txt-4039-10', 'mag_1854_566434.txt-121-2', 'fic_1977_780095.txt-2758-17', 'fic_1823_7214.txt-685-52']	['fic_1823_7242.txt-4039-10', 'mag_1854_566434.txt-121-2', 'fic_1977_780095.txt-2758-17', 'fic_1823_7214.txt-685-52']
mag_1835_554348.txt-508-19	fic_1823_7241.txt-6369-39	0.7994356155395508	fic_1971_10537.txt-7046-16	0.7497718334197998	fic_1973_10570.txt-1937-3	0.7148349285125732	fic_1855_9098.txt-7088-31	0.9014147520065308	['fic_1855_9098.txt-7088-31', 'fic_1823_7241.txt-6369-39', 'fic_1971_10537.txt-7046-16', 'fic_1973_10570.txt-1937-3']	['fic_1855_9098.txt-7088-31', 'fic_1973_10570.txt-1937-3', 'fic_1823_7241.txt-6369-39', 'fic_1971_10537.txt-7046-16']
fic_1856_2880.txt-2955-39	fic_2006_27868.txt-198-8	0.6197417974472046	fic_1858_1282.txt-3605-39	0.8298741579055786	fic_1820_7562.txt-1098-10	0.42865127325057983	missing_usage	0.0	['fic_1858_1282.txt-3605-39', 'fic_2006_27868.txt-198-8', 'fic_1820_7562.txt-1098-10']	['fic_1820_7562.txt-1098-10', 'fic_1858_1282.txt-3605-39', 'fic_2006_27868.txt-198-8']
