lemma	identifier	context	indexes_target_token	context_normalized
Pachtzins	thuenen_staat_1826-1770-19	Nach Sinclair (Grundgesetze des Ackerbaues Seite 558) trägt ein Acre Gartenland in der Nähe von London an Pachtzins 10 Pf. Sterling an Armentaxen, Zehnten und andern Abgaben 8 Pf. zusammen also 18 Pf. Sterling; dies macht für 100 □ R. ungefähr 58 Thaler.	106:115	Nach Sinclair ( Grundgesetze des Ackerbaues Seite 558 ) trägt ein Acre Gartenland in der Nähe von London an Pachtzins 10 Pf. Sterling an Armentaxen , Zehnten und anderen Abgaben 8 Pf. zusammen also 18 Pf. Sterling ; dies macht für 100 □ R. ungefähr 58 Taler .
Pachtzins	fontane_brandenburg04_1882-3740-3	Später wurde der Pachtzins ausschließlich in Geld geleistet, von welcher Zeit an wir von einer auf dem Schulzenhofe befindlichen Kasse sprechen hören.	17:26	Später wurde der Pachtzins ausschließlich in Geld geleistet , von welcher Zeit an wir von einer auf dem Schulzenhofe befindlichen Kasse sprechen hören .
Pachtzins	nn_nrhz257_1849-218-9	Die Staats-und Kirchengüter müssen parzellenweise zu einem mäßigen Pachtzins an die Armen in Zeitpacht ausgethan werden.	67:76	Die Staats- und Kirchengüter müssen parzellenweise zu einem mäßigen Pachtzins an die Armen in Zeitpacht ausgetan werden .
Pachtzins	baumstark_encyclopaedie_1835-18078-5	Daß man dabei den üblichen Pachtzins zu Grunde legt, versteht sich um so mehr von selbst, als diese Steuer nur in Ländern, wo Pachtungen häufig sind, in Anwendung kommt (§. 492.). 2)	27:36	Daß man dabei den üblichen Pachtzins zu Grunde legt , versteht sich um so mehr von selbst , als diese Steuer nur in Ländern , wo Pachtungen häufig sind , in Anwendung kommt ( §. 492. ) . 2 )
Pachtzins	baumstark_encyclopaedie_1835-14683-5	Die Kosten als Regulatoren der Pachtzinsen sind auf jene Art schon erklärt.	31:42	Die Kosten als Regulatoren der Pachtzinsen sind auf jene Art schon erklärt .
Pachtzins	lehnert_seehaefen02_1892-371-14	Der weitläufige Grund ist Eigenthum der Regierung, wird aber von dieser gegen einen Pachtzins von einem Shilling per Jahr der Gemeinde überlassen.	84:93	Der weitläufige Grund ist Eigentum der Regierung , wird aber von dieser gegen einen Pachtzins von einem Shilling per Jahr der Gemeinde überlassen .
Pachtzins	baumstark_encyclopaedie_1835-12463-4	Es wird daher der Pachtzins und Miethzins enthalten müssen: α) den Zins der Anschaffungskosten, β) eine Vergütung der stets nothwendigen Kosten der Erhaltung; γ) einen Ersatz für die allmälige aus dem Gebrauche hervorgehende Verschlechterung; δ) eine Versicherung für die etwaigen Unglücksfälle; ε) eine Belohnung für die Mühe der Ausleihegeschäfte; und η) eine Wiedererstattung der mit gerichtlichen Streitigkeiten verbundenen Kosten u. dgl.	18:27	Es wird daher der Pachtzins und Mietzins enthalten müssen : α ) den Zins der Anschaffungskosten , β ) eine Vergütung der stets notwendigen Kosten der Erhaltung ; γ ) einen Ersatz für die allmähliche aus dem Gebrauche hervorgehende Verschlechterung ; d ) eine Versicherung für die etwaigen Unglücksfälle ; ε ) eine Belohnung für die Mühe der Ausleihegeschäfte ; und η ) eine Wiedererstattung der mit gerichtlichen Streitigkeiten verbundenen Kosten u. dgl.
Pachtzins	mommsen_roemische01_1854-268-2	Der mittlere Pachtzins für einen Arpent Ackerland ist 100 Franken jährlich.	13:22	Der mittlere Pachtzins für einen Arpent Ackerland ist 100 Franken jährlich .
Pachtzins	baumstark_encyclopaedie_1835-14603-40	Benutzt der Eigenthümer diese Naturkräfte selbst, dann wird das genannte Einkommen Grundrente im eigentlichen Sinne (natürliche Grundrente) genannt; überläßt er sie aber einem Andern zur Benutzung und empfängt er hierfür eine Vergütung, so heißt dieselbe Pachtzins (ausbedungene Grundrente).	255:264	Benutzt der Eigentümer diese Naturkräfte selbst , dann wird das genannte Einkommen Grundrente im eigentlichen Sinne ( natürliche Grundrente ) genannt ; überläßt er sie aber einem Anderen zur Benutzung und empfängt er hierfür eine Vergütung , so heißt dieselbe Pachtzins ( ausbedungene Grundrente ) .
Pachtzins	nn_nrhz200b_1849-8-13	Der fromme Staat hat ihn an einen loyalen Unterthanen verpachtet, der seinen Pachtzins an ihm herauszuschlagen sucht und ihm für schweres Geld schlechtes Essen und noch schlechteres Bier liefert.	77:86	Der fromme Staat hat ihn an einen loyalen Untertanen verpachtet , der seinen Pachtzins an ihm herauszuschlagen sucht und ihm für schweres Geld schlechtes Essen und noch schlechteres Bier liefert .
Pachtzins	nn_nrhz200b_1849-13-6	Der loyale Pächter muß ja seinen Pachtzins bezahlen und auch noch etwas verdienen.	33:42	Der loyale Pächter muß ja seinen Pachtzins bezahlen und auch noch etwas verdienen .
Pachtzins	buecher_volkswirtschaft_1893-327-5	Merces heißt sowohl Lohn als Pachtzins, Mietzins, Kapitalzins, Preis.	29:38	Merces heißt sowohl Lohn als Pachtzins , Mietzins , Kapitalzins , Preis .
Pachtzins	schmoller_kleingewerbe_1870-5921-53	Ist nicht heute noch das Herz jedes Edeldenkenden auf Seite Solon’s, wenn er die Schuldverhältnisse der untern Klassen Athens ordnet, ihre Schulden reduzirt; sind wir nicht heute noch alle auf Seite der landfordernden Plebejer in Rom, auf Seite jener späteren kaiserlichen Gesetze, welche verboten, dem Kolonen den Pachtzins weiter zu erhöhen?	315:324	Ist nicht heute noch das Herz jedes Edeldenkenden auf Seite Solon's , wenn er die Schuldverhältnisse der unteren Klassen Athens ordnet , ihre Schulden reduziert ; sind wir nicht heute noch alle auf Seite der landfordernden Plebejer in Rom , auf Seite jener späteren kaiserlichen Gesetze , welche verboten , dem Kolonen den Pachtzins weiter zu erhöhen ?
Pachtzins	baumstark_encyclopaedie_1835-17316-41	Es wird aber gegen sie auch eingewendet: die zu große Beschränkung des Erbpachters in der Behandlung des Gutes, der Verlust des Dispositionsrechtes über das Gut auf Seiten des Staats, die Entbehrung des Vortheils aus der möglichen Steigerung des Pachtzinses nach Ablauf der Pachtzeit bei der Zeitpacht, die nothwendige Verzichtung des Staats auf die Theilnahme an dem aus irgend einem Grunde gesteigerten Gutsertrage, und der Schaden, welcher für die Staatskasse aus einem unveränderlichen Kanon hervorgeht, wenn der Geldwerth sinken und der Preis der Güter steigen würde5).	246:257	Es wird aber gegen sie auch eingewendet : die zu große Beschränkung des Erbpachters in der Behandlung des Gutes , der Verlust des Dispositionsrechtes über das Gut auf Seiten des Staats , die Entbehrung des Vorteils aus der möglichen Steigerung des Pachtzinses nach Ablauf der Pachtzeit bei der Zeitpacht , die notwendige Verzichtung des Staats auf die Teilnahme an dem aus irgend einem Grunde gesteigerten Gutsertrage , und der Schaden , welcher für die Staatskasse aus einem unveränderlichen Kanon hervorgeht , wenn der Geldwert sinken und der Preis der Güter steigen würde5 ) .
Pachtzins	baumstark_encyclopaedie_1835-17288-12	v. Malchus I. §. 22. ist der Ansicht, man solle den Pachtzins in Geld fordern und sich ihn so, selbst wenn er in Rohproducten fixirt sei, bezahlen lassen.	52:61	v. Malchus I. §. 22. ist der Ansicht , man solle den Pachtzins in Geld fordern und sich ihn so , selbst wenn er in Rohprodukten fixiert sei , bezahlen lassen .
Pachtzins	nn_nrhz105_1848-385-19	Fast die meisten der in ihm besprochenen Petitionen erstreben eine Abhülfe der partikulärsten Noth, Geldunterstützungen, Erlaß von Pachtzinsen, Erdledigung lästiger Prozesse u. dgl. m.	131:142	Fast die meisten der in ihm besprochenen Petitionen erstreben eine Abhilfe der partikulärsten Not , Geldunterstützungen , Erlaße von Pachtzinsen , Erdledigung lästiger Prozesse u. dgl. m .
Pachtzins	baumstark_encyclopaedie_1835-6876-13	Wichtige Punkte dabei sind: die Länge der Pachtzeit, die Größe des Pachtzinses, die Termine seiner Zahlung, die Gewährleistung des Pachters, die Veränderungen der Pachtstücke, die Behandlung der Untergebenen, die Cession der Pacht, die Art der Uebernahme und die Unterhaltung des Kapitales, die Art und Höhe der Caution, die Remissionen (totale und partiale), und die Aufstellung eines sorgfältigen Inventariums über alle zum Gute gehörige und übernommene Realitäten.	67:78	Wichtige Punkte dabei sind : die Länge der Pachtzeit , die Größe des Pachtzinses , die Termine seiner Zahlung , die Gewährleistung des Pachters , die Veränderungen der Pachtstücke , die Behandlung der Untergebenen , die Zession der Pacht , die Art der Übernahme und die Unterhaltung des Kapitales , die Art und Höhe der Kaution , die Remissionen ( totale und partiale ) , und die Aufstellung eines sorgfältigen Inventariums über alle zum Gute gehörige und übernommene Realitäten .
Pachtzins	stein_verwaltungslehre07_1868-2190-10	Die dritte Kategorie enthält diejenigen, welche der Bauer als Pachtzins leistet für Grundstücke, die ihm der Gutsherr entweder förmlich als Pacht übertragen hat, oder bei denen das ursprüngliche Eigenthum des Gutsherrn gar nicht bezweifelt wird.	62:71	Die dritte Kategorie enthält diejenigen , welche der Bauer als Pachtzins leistet für Grundstücke , die ihm der Gutsherr entweder förmlich als Pacht übertragen hat , oder bei denen das ursprüngliche Eigentum des Gutsherrn gar nicht bezweifelt wird .
Pachtzins	thuenen_staat_1826-1771-3	Nun ist der Pachtzins zwar noch keine reine Landrente, sondern von der Pacht müssen die Zinsen des in den Glasfenstern, den Bewehrungen u. s. w. steckenden Kapitals abgezogen werden, um die wirkliche Landrente zu finden; aber diese Zinsen können sehr beträchtlich seyn, und die reine Nutzung des Bodens überwiegt doch noch die, welche wir für den isolirten Staat gefunden haben.	12:21	Nun ist der Pachtzins zwar noch keine reine Landrente , sondern von der Pacht müssen die Zinsen des in den Glasfenstern , den Bewehrungen u. s. w. steckenden Kapitals abgezogen werden , um die wirkliche Landrente zu finden ; aber diese Zinsen können sehr beträchtlich sein , und die reine Nutzung des Bodens überwiegt doch noch die , welche wir für den isolierten Staat gefunden haben .
Pachtzins	baumstark_encyclopaedie_1835-14688-26	So streng, als eben in der Theorie gerechnet wird, geschieht dies nicht in der Praxis, sondern man geht da mehr von dem üblichen Pachtzinse aus, woraus natürlich bei veränderten Verhältnissen um so mehr Verluste für die eine oder andere Parthie entstehen können, wenn der Contract nicht so gestellt ist, daß er mit veränderten Verhältnissen von selbst fällt oder steigt, also eine fixe Summe beträgt.	129:139	So streng , als eben in der Theorie gerechnet wird , geschieht dies nicht in der Praxis , sondern man geht da mehr von dem üblichen Pachtzinse aus , woraus natürlich bei veränderten Verhältnissen um so mehr Verluste für die eine oder andere Partie entstehen können , wenn der Kontrakt nicht so gestellt ist , daß er mit veränderten Verhältnissen von selbst fällt oder steigt , also eine fixe Summe beträgt .
Pachtzins	baumstark_encyclopaedie_1835-12545-42	Die Verpachtung ist jedoch nur möglich, wenn zu einer Handlung ein hinreichendes Capital an Gewerbseinrichtungen vorhanden ist; es kann sich aber hier der Beweis vorfinden, daß Privilegien und eine Kundschaft als wahre Capitalien zu betrachten sind, indem der Pachtzins, wenn diese garantirt sind, um ein Bedeutendes steigt.	260:269	Die Verpachtung ist jedoch nur möglich , wenn zu einer Handlung ein hinreichendes Kapital an Gewerbseinrichtungen vorhanden ist ; es kann sich aber hier der Beweis vorfinden , daß Privilegien und eine Kundschaft als wahre Kapitalien zu betrachten sind , indem der Pachtzins , wenn diese garantiert sind , um ein Bedeutendes steigt .
Pachtzins	baumstark_encyclopaedie_1835-14682-19	Ist kein Capital im und auf dem Boden mit verpachtet, so ist jener Rest der höchste Satz des Pachtzinses.	93:104	Ist kein Kapital im und auf dem Boden mit verpachtet , so ist jener Rest der höchste Satz des Pachtzinses .
Pachtzins	brunner_rechtsgeschichte01_1887-4197-37	Der Erbpächter zahlte einen Zins und konnte das Erbpachtgut (terra conducta) beliebig veräussern. Vereinzelt findet sich in fränkischer Zeit noch die römische Teilpacht, colonia partiaria, bei welcher ein Teil der Früchte als Pachtzins bezahlt wurde, doch hat sie in Gallien kaum die Rolle gespielt wie in Italien, wo sie innerhalb der sogenannten libellarischen Pachtverhältnisse fortlebte.	226:235	Der Erbpächter zahlte einen Zins und konnte das Erbpachtgut ( terra conducta ) beliebig veräußern . Vereinzelt findet sich in fränkischer Zeit noch die römische Teilpacht , colonia partiaria , bei welcher ein Teil der Früchte als Pachtzins bezahlt wurde , doch hat sie in Gallien kaum die Rolle gespielt wie in Italien , wo sie innerhalb der sogenannten libellarischen Pachtverhältnisse fortlebte .
Pachtzins	baumstark_encyclopaedie_1835-14644-30	Solche auffallende Widersprüche hat man sich nicht gescheut einem Ricardo unterzuschieben, obschon ganz deutlich aus seiner Rentenlehre hervorgeht, daß er von der entrichteten Rente spricht, welche vom Pachtzinse ganz verschieden ist, da dieser auch Capitalzins enthalten kann für das mit dem Boden verpachtete Capital.	202:212	Solche auffallende Widersprüche hat man sich nicht gescheut einem Ricardo unterzuschieben , obschon ganz deutlich aus seiner Rentenlehre hervorgeht , daß er von der entrichteten Rente spricht , welche vom Pachtzinse ganz verschieden ist , da dieser auch Kapitalzins enthalten kann für das mit dem Boden verpachtete Kapital .
Pachtzins	beck_eisen01_1884-16044-15	3. der Graf darf den Waldschmied, solange dieser seinen Verpflichtungen nachkommt, in dem Pachtzins nicht steigern;	90:99	3. der Graf darf den Waldschmied , solange dieser seinen Verpflichtungen nachkommt , in dem Pachtzins nicht steigern ;
Pachtzins	baumstark_encyclopaedie_1835-14609-68	Aber c) die ausbedungene Grundrente oder der Pachtzins, er werde ganz oder zum Theile in Geld und zum Theile in Naturalien entrichtet, ist nichts als ein Preis für die gestaltete Bodenbenutzung und richtet sich also nach den Preisregulatoren, nämlich nach dem Werthe der Nutzung, nach den zum Bezuge des Ertrages zu machenden Kostenauslagen, nach der Zahlfähigkeit des Pachters, nach dem üblichen Pachtzinse, nach den Concurrenzverhältnissen, und nach dem Geldwerthe6).	397:407	Aber c ) die ausbedungene Grundrente oder der Pachtzins , er werde ganz oder zum Teile in Geld und zum Teile in Naturalien entrichtet , ist nichts als ein Preis für die gestaltete Bodenbenutzung und richtet sich also nach den Preisregulatoren , nämlich nach dem Werte der Nutzung , nach den zum Bezuge des Ertrages zu machenden Kostenauslagen , nach der Zahlfähigkeit des Pachters , nach dem üblichen Pachtzinse , nach den Konkurrenzverhältnissen , und nach dem Geldwerthe6 ) .
Pachtzins	beck_eisen03_1897-15269-21	Mit diesem Vertrage machte der Pächter schlechte Geschäfte, und musste die Hütte am 7. September 1713 anderweit verpachtet und der Pachtzins heruntergesetzt werden.	131:140	Mit diesem Vertrage machte der Pächter schlechte Geschäfte , und mußte die Hütte am 7. September 1713 anderweit verpachtet und der Pachtzins heruntergesetzt werden .
Pachtzins	baumstark_encyclopaedie_1835-17312-55	Für diese sprechen die Vortheile großer Landgüter (§. 432.), die größere Fähigkeit großer Gutspächter zur Ertragung von Unglücksfällen ohne Staatsremissionen und die besondere Vereinfachung der Staatsdomänenverwaltung; dagegen aber wird geltend gemacht die geringere Concurrenz der Pächter für so große Güter, daher der Verlust der aus großer Concurrenz erfolgenden Steigerung des Pachtzinses, die Schwierigkeit der Trennung und Aufhebung der bäuerlichen Lasten, der dem Pachter gegebene Spielraum zur Ausübung seiner Gewalt und Laune auf die Unterthanen, die Unausführbarkeit einer gleichen Sorgfalt für alle, besonders die entfernteren, Gutstheile und die Ungegründetheit der Hoffnung auf die leichtere Ertragung von Unglücksfällen durch Generalpächter.	381:392	Für diese sprechen die Vorteile großer Landgüter ( §. 432. ) , die größere Fähigkeit großer Gutspächter zur Ertragung von Unglücksfällen ohne Staatsremissionen und die besondere Vereinfachung der Staatsdomänenverwaltung ; dagegen aber wird geltend gemacht die geringere Konkurrenz der Pächter für so große Güter , daher der Verlust der aus großer Konkurrenz erfolgenden Steigerung des Pachtzinses , die Schwierigkeit der Trennung und Aufhebung der bäuerlichen Lasten , der dem Pachter gegebene Spielraum zur Ausübung seiner Gewalt und Laune auf die Untertanen , die Unausführbarkeit einer gleichen Sorgfalt für alle , besonders die entfernteren , Gutsteile und die Ungegründetheit der Hoffnung auf die leichtere Ertragung von Unglücksfällen durch Generalpächter .
Pachtzins	baumstark_encyclopaedie_1835-17912-29	Wer in der Landwirthschaft sein Eigenthum bewirthet, ist für den ganzen reinen Gewerbsertrag steuerpflichtig; wer aber den Boden gepachtet hat, ist zu einem Abzuge des üblichen Pachtzinses vom Ertrage berechtigt.	177:188	Wer in der Landwirtschaft sein Eigentum bewirtet , ist für den ganzen reinen Gewerbesertrag steuerpflichtig ; wer aber den Boden gepachtet hat , ist zu einem Abzuge des üblichen Pachtzinses vom Ertrage berechtigt .
Pachtzins	26120215_1954_07_18_01_133.tcf.xml-7-22	Die Verwaltung dea sowjetischen Eigentums in Österreich (USIA) hat alle Hochwassergeschädigten Kleinpächter von Boden der USIA von der Bezahlung der Pachtzinsen für 1954 befreit	149:160	
Pachtzins	2532889X_1946-09-15_01_053.tcf.xml-11-28	Die aus dem Jahre 1J568 datierte Rechnung stellt fest, dati ein Fischer dem Rat der Stadt für die Berechtigung zur Fischerei und Bienenzucht in der Stadtheide einen Pachtzins von 1 Schock, 24 Groschen für die Fischereireohle und 32 Groschen für das Heidogeld bezahlen mußte.	165:174	
Pachtzins	26120215_1946_05_30_01_201.tcf.xml-10-41	Das Präsidium der Provjn? ialver * waltung Mark Brandenburg hat am 13. Mal eine Verordnung über Naturalien-Pachtverträge erlassen, in der bestimmt wird, daß Pachtverträge über landwirtschaftlich oder gärtnerisch nutzbaren Grundbesitz, in denen vereinbart ist. daß der Pachtzins ganz oder teilweise in Naturalien zu entrichten ist. nichtig sind.	268:277	
Pachtzins	2532889X_1964-01-08_01_095.tcf.xml-22-9	Mit dem Reis der Herbsternte müssen sie die hohen Pachtzinsen bezahlen: für Saatgut und Düngemittel borgen sie sich Geld bei Wucherern, deren Zinssätze nie unter la Prozent liegen.	50:61	
Pachtzins	2532889X_1981-06-13_01_198.tcf.xml-11-6	Fortwährendes Anziehen der Steuerschraube, erhöhte Pachtzinsen, gesteigerte Frondienste, zunehmende Teuerung und Einfrieren der Löhne für Handwerker und Gelegenheitsarbeiter lösten in Ost-und Südostengland spontane Widerstandsaktionen aus, die sich zumeist gegen königliche Steuereinnehmer richteten.	51:62	
Pachtzins	2532889X_1955-10-15_01_077.tcf.xml-12-10	In der Resolution lehnten die Delegierten einstimmig jede Erhöhung des Pachtzinses ab.	71:82	
Pachtzins	2532889X_1960-04-15_01_043.tcf.xml-65-11	So gifr ös W-h"," den Kampf gegen die Pachtzinsen und den Kampf gegen die Steuerlasten, gegen alle Arten der Ausbeutung und Ausraubung in breitester Front zu organisieren und zu führen.	38:49	
Pachtzins	2532889X_1958-10-03_01_255.tcf.xml-37-15	Früher war er alleiniger Besitzer des Bodens seines Landes, die Bauern mußten an ihn Pachtzins entrichten und eine Anzahl von Tagen Fronarbeit leisten.	85:94	
Pachtzins	2532889X_1950-12-18_01_108.tcf.xml-2-33	Im Süden des Landes ist die Bodenreform, die im Juli vergangenen Jahres vom Ministerrat beschlossen worden war, bereits völlig zum Abschluß gelangt, während im Norden 80 Prozent der Gutsbesitzer den Pachtzins herabgesetzt haben.	199:208	
Pachtzins	2532889X_1948-09-24_01_052.tcf.xml-6-9	Obwohl die Kleingärtner wußten, daß die Erhebung von Pachtzins in Form von Naturalien rechtswidrig ist, gingen doch die meisten auf, den Zusatzvertrag ein, aus Furcht, ihr kleines Stückchen Land zu verlieren.	53:62	
Pachtzins	2532889X_1967-11-08_01_106.tcf.xml-6-6	Über 350 Millionen Mark an Jährlichen Pachtzinsen wollen die Altkonzerne nach der Bildung einer Einheitsgesellschaft staatlich garantiert erhalten. Aber	38:49	
Pachtzins	2532889X_1971-12-12_01_305.tcf.xml-44-14	So waren auch die Privatverpächter gezwungen, den Forderungen der Bauernkomitees nachzugeben und den Pachtzins herabzusetzen.	101:110	
Pachtzins	26120215_1990_11_13_01_304.tcf.xml-4-33	Das neue Gewerbegebiet wird vor allem Klein-und Mittelbetrieben « uwXtauce. einraumen, 8 000 Quadratmeter sind für Existenzgründer reserviert, denen auch besonders günstige Konditionen, wie langfristige Mietverträge und niedrige Pachtzinsen, angeboten werden.	229:240	
Pachtzins	2532889X_1962-05-27_01_068.tcf.xml-13-23	Nur ein Drittel des geernteten Getreides durfte er für sich behalten. denn der Reisiunker forderte unbarmherzig den größten Teil des Ertrages als Pachtzins.	146:155	
Pachtzins	2532889X_1951-05-31_01_087.tcf.xml-71-21	„Ich muß gestehen, ich bin ein sehr schlechter Pachtherr gewesen, Entweder ich oder meine Pächter vergaßen jedesmal den Pachtzins.	120:129	
Pachtzins	26120215_1962_11_20_01_208.tcf.xml-14-1	Einen Pachtzins erheben wir für die in Wartung übernommenen Toiletten nicht.	6:15	
Pachtzins	2532889X_1953-07-09_01_053.tcf.xml-90-11	Die Erhöhung der Steuf tn die Inflation. die Erhöhung des Pachtzinses und der i'pglcichwertige Austausch, der von den MmoDolen woitgehendst angewandt wird, richten das Dorf 711-erunde.	58:69	
Pachtzins	2532889X_1955-10-15_01_077.tcf.xml-10-5	Gegen eine weitere Steigerung des Pachtzinses protestierte die Bezirksdelegiertenkonferenz der Reinickendorfer Kleingärtner.	34:45	
Pachtzins	2532889X_1971-09-22_01_106.tcf.xml-14-6	Die Mehrzahl der Reisbauern, deren Pachtzins bis zu 50 Prozent der Ernte betrögt, sind gegenüber Zwischenhändlern mit Beträgen von rund 180 Dollar verschuldet.	35:44	
Pachtzins	26120215_1966_08_18_01_054.tcf.xml-28-10	Beide verlangen nicht nur die Nachzahlung der Steuern und des Pachtzinses, sondern stellen auch den alten Zustand wieder her. ''	62:73	
Pachtzins	2532889X_1953-09-19_01_028.tcf.xml-161-8	Für die Kleinbauern sind die Steuern und die Pachtzinsen herabzusetzen.	45:56	
Pachtzins	2532889X_1965-05-01_01_206.tcf.xml-5-9	Die Herren wechselten in den Jahrhunderten, es blieben Pachtzins, Steuern und Fron auf den Schultern der Bauern.	55:64	
