lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
Engpaß	humboldt_aequinoktial04_1859-2015-25	26120215_1977_12_01_01_218.tcf.xml-48-22	2.0			treitschke_geschichte01_1879-6920-26	4.0	vischer_aesthetik030203_1854-1875-31	3.0	['treitschke_geschichte01_1879-6920-26', 'vischer_aesthetik030203_1854-1875-31', '26120215_1977_12_01_01_218.tcf.xml-48-22']		3
Engpaß	justi_velazquez02_1888-6324-22	2532889X_1952-12-13_01_116.tcf.xml-15-13	2.0	humboldt_aequinoktial04_1859-2059-31	3.0	mommsen_roemische01_1854-4605-25	4.0			['mommsen_roemische01_1854-4605-25', 'humboldt_aequinoktial04_1859-2059-31', '2532889X_1952-12-13_01_116.tcf.xml-15-13']		3
Engpaß	schubin_vollmondzauber02_1899-783-5	2532889X_1953-11-06_01_075.tcf.xml-55-6	2.0	justi_velazquez02_1888-6257-25	3.0			vischer_aesthetik030203_1854-1875-31	4.0	['vischer_aesthetik030203_1854-1875-31', 'justi_velazquez02_1888-6257-25', '2532889X_1953-11-06_01_075.tcf.xml-55-6']		3
Engpaß	schwab_sagen01_1838-4570-13	justi_velazquez02_1888-6324-22	4.0	2532889X_1959-07-30_01_069.tcf.xml-20-0	1.0	2532889X_1949-04-01_01_034.tcf.xml-76-32	2.0	2532889X_1952-12-13_01_116.tcf.xml-15-13	3.0	['justi_velazquez02_1888-6324-22', '2532889X_1952-12-13_01_116.tcf.xml-15-13', '2532889X_1949-04-01_01_034.tcf.xml-76-32', '2532889X_1959-07-30_01_069.tcf.xml-20-0']		4
Engpaß	brehm_thierleben01_1864-6441-1			2532889X_1959-12-11_01_033.tcf.xml-12-33	2.0	vischer_aesthetik030203_1854-1875-31	4.0	nn_nrhz037_1848-385-30	3.0	['vischer_aesthetik030203_1854-1875-31', 'nn_nrhz037_1848-385-30', '2532889X_1959-12-11_01_033.tcf.xml-12-33']		3
Engpaß	humboldt_aequinoktial04_1859-2011-13	2532889X_1949-07-09_01_169.tcf.xml-2-11	2.0			vischer_aesthetik030203_1854-1875-31	4.0	schwab_sagen01_1838-4563-27	3.0	['vischer_aesthetik030203_1854-1875-31', 'schwab_sagen01_1838-4563-27', '2532889X_1949-07-09_01_169.tcf.xml-2-11']		3
Engpaß	humboldt_aequinoktial04_1859-2059-31			2532889X_1983-07-12_01_127.tcf.xml-18-2	2.0	humboldt_aequinoktial04_1859-2015-25	4.0	justi_velazquez02_1888-6324-22	3.0	['humboldt_aequinoktial04_1859-2015-25', 'justi_velazquez02_1888-6324-22', '2532889X_1983-07-12_01_127.tcf.xml-18-2']		3
Engpaß	droysen_alexander_1833-2064-57	schwab_sagen01_1838-4563-27	2.0	berg_ostasien03_1873-2619-4	4.0	26120215_1970_04_23_01_044.tcf.xml-22-26	1.0			['berg_ostasien03_1873-2619-4', 'schwab_sagen01_1838-4563-27', '26120215_1970_04_23_01_044.tcf.xml-22-26']		3
Engpaß	schwab_sagen01_1838-4563-27	2532889X_1952-07-26_01_031.tcf.xml-176-4	2.0	schwab_sagen01_1838-4570-13	4.0	nn_nrhz037_1848-385-30	3.0			['schwab_sagen01_1838-4570-13', 'nn_nrhz037_1848-385-30', '2532889X_1952-07-26_01_031.tcf.xml-176-4']		3
Engpaß	humboldt_aequinoktial04_1859-2214-70	2532889X_1948-12-07_01_055.tcf.xml-31-27	2.0			justi_velazquez02_1888-6324-22	4.0	humboldt_aequinoktial04_1859-2016-1	3.0	['justi_velazquez02_1888-6324-22', 'humboldt_aequinoktial04_1859-2016-1', '2532889X_1948-12-07_01_055.tcf.xml-31-27']		3
Engpaß	berg_ostasien03_1873-2619-4			2532889X_1959-12-11_01_033.tcf.xml-12-33	1.0	26120215_1948_12_21_01_020.tcf.xml-6-1	2.0	justi_velazquez02_1888-6324-22	4.0	['justi_velazquez02_1888-6324-22', '26120215_1948_12_21_01_020.tcf.xml-6-1', '2532889X_1959-12-11_01_033.tcf.xml-12-33']		3
Engpaß	2532889X_1959-12-11_01_033.tcf.xml-12-33	brehm_thierleben01_1864-6441-1	2.0			26120215_1977_12_01_01_218.tcf.xml-48-22	4.0	berg_ostasien03_1873-2619-4	1.0	['26120215_1977_12_01_01_218.tcf.xml-48-22', 'brehm_thierleben01_1864-6441-1', 'berg_ostasien03_1873-2619-4']		3
Engpaß	26120215_1989_01_05_01_038.tcf.xml-15-10	26120215_1956_07_10_01_004.tcf.xml-29-14	3.0			2532889X_1954-04-01_01_021.tcf.xml-204-60	4.0	nn_nrhz300i_1849-169-15	2.0	['2532889X_1954-04-01_01_021.tcf.xml-204-60', '26120215_1956_07_10_01_004.tcf.xml-29-14', 'nn_nrhz300i_1849-169-15']		3
Engpaß	2532889X_1954-04-01_01_021.tcf.xml-204-60	2532889X_1949-07-16_01_087.tcf.xml-8-3	4.0	26120215_1952_07_13_01_009.tcf.xml-57-30	3.0	26120215_1953_10_13_01_030.tcf.xml-16-34	2.0			['2532889X_1949-07-16_01_087.tcf.xml-8-3', '26120215_1952_07_13_01_009.tcf.xml-57-30', '26120215_1953_10_13_01_030.tcf.xml-16-34']		3
Engpaß	2532889X_1952-12-13_01_116.tcf.xml-15-13	2532889X_1950-03-07_01_127.tcf.xml-15-18	4.0	freud_hysterie_1895-3911-8	2.0	26120215_1970_04_23_01_044.tcf.xml-22-26	3.0			['2532889X_1950-03-07_01_127.tcf.xml-15-18', '26120215_1970_04_23_01_044.tcf.xml-22-26', 'freud_hysterie_1895-3911-8']		3
Engpaß	2532889X_1948-12-07_01_055.tcf.xml-31-27	2532889X_1967-11-03_01_048.tcf.xml-16-12	4.0	26120215_1988_08_16_01_035.tcf.xml-12-21	3.0	humboldt_aequinoktial04_1859-2214-70	2.0			['2532889X_1967-11-03_01_048.tcf.xml-16-12', '26120215_1988_08_16_01_035.tcf.xml-12-21', 'humboldt_aequinoktial04_1859-2214-70']		3
Engpaß	2532889X_1960-10-01_01_162.tcf.xml-14-1	2532889X_1959-12-11_01_033.tcf.xml-12-33	4.0			droysen_alexander_1833-3035-13	1.0	droysen_alexander_1833-1874-35	2.0	['2532889X_1959-12-11_01_033.tcf.xml-12-33', 'droysen_alexander_1833-1874-35', 'droysen_alexander_1833-3035-13']		3
Engpaß	26120215_1988_08_16_01_035.tcf.xml-12-21			26120215_1967_10_20_01_026.tcf.xml-13-13	4.0	vischer_aesthetik030203_1854-1875-31	2.0	2532889X_1948-12-07_01_055.tcf.xml-31-27	3.0	['26120215_1967_10_20_01_026.tcf.xml-13-13', '2532889X_1948-12-07_01_055.tcf.xml-31-27', 'vischer_aesthetik030203_1854-1875-31']		3
Engpaß	2532889X_1952-07-11_01_128.tcf.xml-816-23	26120215_1977_12_01_01_218.tcf.xml-48-22	3.0			lehnert_seehaefen01_1891-3266-10	2.0	26120215_1989_01_05_01_038.tcf.xml-15-10	4.0	['26120215_1989_01_05_01_038.tcf.xml-15-10', '26120215_1977_12_01_01_218.tcf.xml-48-22', 'lehnert_seehaefen01_1891-3266-10']		3
Engpaß	26120215_1958_07_25_01_036.tcf.xml-4-37	2532889X_1950-03-07_01_127.tcf.xml-15-18	4.0	26120215_1973_10_12_01_074.tcf.xml-3-31	3.0			schwab_sagen01_1838-4563-27	2.0	['2532889X_1950-03-07_01_127.tcf.xml-15-18', '26120215_1973_10_12_01_074.tcf.xml-3-31', 'schwab_sagen01_1838-4563-27']		3
Engpaß	2532889X_1953-11-06_01_075.tcf.xml-55-6	berg_ostasien03_1873-2619-4	2.0	2532889X_1956-09-07_01_041.tcf.xml-18-6	3.0			2532889X_1982-10-28_01_013.tcf.xml-58-0	4.0	['2532889X_1982-10-28_01_013.tcf.xml-58-0', '2532889X_1956-09-07_01_041.tcf.xml-18-6', 'berg_ostasien03_1873-2619-4']		3
Engpaß	26120215_1970_04_23_01_044.tcf.xml-22-26	schwab_sagen01_1838-4570-13	2.0	26120215_1988_08_16_01_035.tcf.xml-12-21	4.0	2532889X_1952-12-13_01_116.tcf.xml-15-13	3.0	droysen_alexander_1833-2064-57	1.0	['26120215_1988_08_16_01_035.tcf.xml-12-21', '2532889X_1952-12-13_01_116.tcf.xml-15-13', 'schwab_sagen01_1838-4570-13', 'droysen_alexander_1833-2064-57']		4
Engpaß	2532889X_1959-07-30_01_069.tcf.xml-20-0	2532889X_1950-03-07_01_127.tcf.xml-15-18	4.0	vischer_aesthetik030203_1854-1875-31	2.0	schwab_sagen01_1838-4570-13	1.0			['2532889X_1950-03-07_01_127.tcf.xml-15-18', 'vischer_aesthetik030203_1854-1875-31', 'schwab_sagen01_1838-4570-13']		3
Engpaß	2532889X_1956-09-07_01_041.tcf.xml-18-6	2532889X_1953-11-06_01_075.tcf.xml-55-6	3.0			vischer_auch01_1879-2983-42	2.0	2532889X_1957-06-12_01_047.tcf.xml-29-2	4.0	['2532889X_1957-06-12_01_047.tcf.xml-29-2', '2532889X_1953-11-06_01_075.tcf.xml-55-6', 'vischer_auch01_1879-2983-42']		3
Engpaß	2532889X_1958-07-25_01_035.tcf.xml-90-18	2532889X_1950-03-07_01_127.tcf.xml-15-18	4.0			nn_nrhz037_1848-385-30	2.0	droysen_alexander_1833-2064-57	1.0	['2532889X_1950-03-07_01_127.tcf.xml-15-18', 'nn_nrhz037_1848-385-30', 'droysen_alexander_1833-2064-57']		3
Engpaß	26120215_1970_07_24_01_094.tcf.xml-56-11	26120215_1990_06_02_01_390.tcf.xml-160-5	3.0	mommsen_roemische03_1856-558-23	2.0	2532889X_1952-07-11_01_128.tcf.xml-816-23	4.0			['2532889X_1952-07-11_01_128.tcf.xml-816-23', '26120215_1990_06_02_01_390.tcf.xml-160-5', 'mommsen_roemische03_1856-558-23']		3
Engpaß	2532889X_1952-07-26_01_031.tcf.xml-176-4	26120215_1970_04_23_01_044.tcf.xml-22-26	3.0			steub_tirol_1846-7242-15	2.0	2532889X_1950-03-07_01_127.tcf.xml-15-18	4.0	['2532889X_1950-03-07_01_127.tcf.xml-15-18', '26120215_1970_04_23_01_044.tcf.xml-22-26', 'steub_tirol_1846-7242-15']		3
Engpaß	26120215_1977_02_03_01_293.tcf.xml-15-22	freud_hysterie_1895-3911-8	3.0	26120215_1960_07_29_01_268.tcf.xml-46-7	4.0			brehm_thierleben05_1869-4422-6	2.0	['26120215_1960_07_29_01_268.tcf.xml-46-7', 'freud_hysterie_1895-3911-8', 'brehm_thierleben05_1869-4422-6']		3
Engpaß	2532889X_1971-11-28_01_047.tcf.xml-25-13			2532889X_1949-12-01_01_071.tcf.xml-24-5	4.0	26120215_1970_04_23_01_044.tcf.xml-22-26	3.0	26120215_1948_12_21_01_020.tcf.xml-6-1	2.0	['2532889X_1949-12-01_01_071.tcf.xml-24-5', '26120215_1970_04_23_01_044.tcf.xml-22-26', '26120215_1948_12_21_01_020.tcf.xml-6-1']		3
Engpaß	2532889X_1949-12-01_01_071.tcf.xml-24-5	droysen_alexander_1833-1874-35	2.0			2532889X_1958-07-25_01_035.tcf.xml-90-18	4.0	2532889X_1952-12-13_01_116.tcf.xml-15-13	3.0	['2532889X_1958-07-25_01_035.tcf.xml-90-18', '2532889X_1952-12-13_01_116.tcf.xml-15-13', 'droysen_alexander_1833-1874-35']		3
Engpaß	26120215_1948_12_21_01_020.tcf.xml-6-1	2532889X_1954-04-01_01_021.tcf.xml-204-60	3.0			mommsen_roemische01_1854-4630-10	2.0	2532889X_1959-12-11_01_033.tcf.xml-12-33	4.0	['2532889X_1959-12-11_01_033.tcf.xml-12-33', '2532889X_1954-04-01_01_021.tcf.xml-204-60', 'mommsen_roemische01_1854-4630-10']		3
Engpaß	26120215_1977_12_01_01_218.tcf.xml-48-22	humboldt_aequinoktial04_1859-2015-25	2.0	2532889X_1952-07-11_01_128.tcf.xml-816-23	3.0			2532889X_1963-06-28_01_059.tcf.xml-15-13	4.0	['2532889X_1963-06-28_01_059.tcf.xml-15-13', '2532889X_1952-07-11_01_128.tcf.xml-816-23', 'humboldt_aequinoktial04_1859-2015-25']		3
