row_type	challenge_type	time_to_complete	spearman_correlation	krippendorff_coefficient	academic_degree	english_mother_tongue	language_skill	sentence_difficulty	similarity_difficulty	challenge_rating	challenge_count	challenge_feedback	general_feedback	challenge_solved	lemma	count_all	count_solved	challenge_success_probability
	pair_challenge	119.23		0.55	yes	no	8.0	6.0	3.0	1.0	1.0	No		False	part			
	pair_challenge	90.62		0.56	yes	no	9.0	9.0	5.0	5.0	1.0			False	bank			
	pair_challenge	74.76		0.41	no	no	8.0	10.0	8.0	1.0	0.0	Ja		False	order			
	pair_challenge	62.13		0.22	yes	no	9.0	9.0	7.0	3.0	1.0	I already have to solve many more captchas than I'd like -- but at least many of the image ones tend to be fairly quick to solve. Comparing words in several long-ish sentences seems like it would take even more time and energy.		False	part			
	list_challenge	195.79	0.23		yes	no	8.0	8.0	4.0	5.0	3.0	no		False	twist			
	list_challenge	53.12	1.0		yes	no	1.0	10.0	8.0	5.0	3.0	Yes - it was more fun! But, then, I am a linguist.		True	bar			
	pair_challenge	65.96		0.95	yes	yes	10.0	9.0	9.0	10.0	0.0	No		True	arm			
	list_challenge	341.7	-0.1		yes	no	5.0	3.0	2.0	3.0	4.0			False	record			
	list_challenge	136.52	0.74		yes	yes	10.0	9.0	9.0	9.0	1.0	No opinion		False	tip			
	pair_challenge	69.99		0.17	yes	no	9.0	8.0	6.0	6.0	8.0			False	twist			
	pair_challenge	81.22		0.17	yes	no	9.0	8.0	8.0	4.0	3.0			False	record			
	pair_challenge	59.73		0.48	yes	no	7.0	9.0	6.0	8.0	3.0	Probably	May be it is more convenient to classify if two sentences have the same meaning or not 	False	bank			
	list_challenge	46.16	0.75		yes	yes	10.0	10.0	10.0	2.0	3.0	No, it seems problematic.		False	order			
	pair_challenge	70.79		0.52			1.0	8.0	8.0	5.0	-1.0	no. it takes too long to read.		False	part			
	pair_challenge	68.68		0.85			9.0	10.0	8.0	6.0	5.0	Yes		True	arm			
	list_challenge	55.99	0.94		yes	no	9.0	9.0	5.0	5.0	0.0		"I like image captcha because it's a simple matter of clicking. This one is arguably harder for the human (and perhaps not even for the machine). The other ""issue"" is that in the example I had (""record"") there were clearly two different senses (thing to put music on; thing to keep track of other things) and ranking them doesn't really really make sense -- it's more of a ""put it in the correct box"" type of deal"	True	record			
	pair_challenge	81.28		-0.35	yes	no	8.0	8.0	7.0	3.0	1.0	No		False	tip			
	list_challenge	72.01	0.38		yes		8.0	8.0	7.0	2.0	4.0		The similar items were easy to rank, but among the ones with completely different sense, how one should rank those were much less trivial and obvious.	False	bar			
	list_challenge	108.33	0.23		yes	no	9.0	7.0	5.0	4.0	3.0	Image Captcha requires much less mental effort		False	twist			
	list_challenge	82.1	0.94		yes	no	8.0	9.0	7.0	5.0	3.0	no		True	record			
	list_challenge	310.83	0.23		yes	no	8.0	8.0	5.0	4.0	4.0	Not sure, I would be unsure if it's the correct solution with so many items. For me it's fun but you have to think more than with a regular captcha. I would have put the convenience for myself higher but because it's not as accessible for non-English speakers etc. I lowered the score.	Maybe give a correct ordering as an example to illustrate the idea of semantic similarity	False	twist			
	pair_challenge	105.45		0.33	yes	yes	10.0	9.0	7.0	2.0	2.0	I strongly prefer image-based challenges because it requires less work	"You may need a better sentence tokenizer -- one of the sentences was cut short likely because of the periods in the ""L.B.J."" acronym. "	False	tip			
	pair_challenge	137.47		0.55	yes	no	9.0	9.0	8.0	2.0	0.0	sure :)But yes, a little shorter would certainly be more agreeable.	I'm wondering if non-linguists would be a bit squeamish about the instructions to judge similarity in meaning. But maybe I underestimate non-linguists' eagerness to engage with semantics. I guess you'll find out!	False	part			
	pair_challenge	120.33		0.97	yes	no	9.0	9.0	6.0	5.0	3.0	This task definitely requires more thinking than image-captcha.		True	bar			
	pair_challenge	157.21		-0.72	yes	yes	10.0	1.0	1.0	1.0	0.0	NOT REALLY		False	record			
	pair_challenge	73.92		0.71	yes	no	9.0	9.0	9.0	8.0	10.0	yes		False	bar			
	pair_challenge	422.24		0.08	no	no	7.0	5.0	5.0	1.0	2.0			False	record			
	list_challenge	118.26	0.23		yes	no	7.0	6.0	4.0	3.0	3.0	no		False	tip			
	pair_challenge	85.92		0.23	yes	yes	10.0	10.0	10.0	5.0	1.0	Captcha challenges that rely on images are difficult enough; it is often a problem. Substituting  sentence understanding would make it more difficult, especially for non-native speakers.	See above.	False	part			
	list_challenge	77.36	0.94		yes	no	9.0	6.0	5.0	8.0	3.0	no		True	tip			
	pair_challenge	60.81		0.69	yes	no	8.0	10.0	7.0	7.0	10.0	Yes		False	order			
	list_challenge	26.1	0.5		yes	no	9.0	10.0	10.0	5.0	0.0	image-captcha	How useful is your captcha, given a person with very low linguistic knowledge or bad english trying to access data, what if he gets some part of the order wrong, given that deciding the order is highly subjective.Very close meanings can be misinterpreted and will take multiple attempts for the user to just get to the single gold result unlike the image-captchas which will only require common-sense.	False	bank			
	list_challenge	86.44	1.0		yes	no	8.0	8.0	6.0	4.0	3.0	No, because Image-Captcha is much quicker to fulfill and semantic similarity depends highly on language proficiency and is very subjective	What to do with sentences that I would rate on the same level?	True	arm			
	list_challenge	88.07	1.0		yes	yes	10.0	8.0	7.0	4.0	1.0	no, it takes longer		True	arm			
	pair_challenge	76.23		0.33	yes	no	8.0	4.0	6.0	4.0	2.0	Depends massively on the amount of answers needed to complete the captcha, but if it's only one answer then yes.		False	tip			
	list_challenge	183.22	-0.48		yes	no	8.0	9.0	8.0	3.0	1.0	No	The challenge is very time consuming compared to an image-captcha. Some users could be annoyed by that	False	twist			
	pair_challenge	86.27		0.89	yes	no	8.0	7.0	8.0	3.0	3.0	no. It takes more cognitive effort than image-captchas.		True	bank			
	list_challenge	294.74	0.74				8.0	4.0	3.0	5.0	5.0	"No because it's highly irrational, everybody would sort them differently so the captcha challenge would never be ""truly"" right"		False	part			
	pair_challenge	185.9		0.74	yes	no	7.0	9.0	7.0	6.0	0.0			False	bar			
	pair_challenge	161.04		0.95	yes	no	8.0	9.0	5.0	5.0	0.0	sounds interesting		True	order			
	pair_challenge	49.07		0.17	yes	no	8.0	6.0	5.0	6.0	2.0	personally no, but it makes sense to have non-image captchas!		False	order			
	pair_challenge	75.11		-0.35	yes	no	9.0	9.0	9.0	1.0	3.0	The sentences were quite difficult to understand, I am not sure they were the best examples for this task. However, I think it could be useful in the future with more suitable examples.	The first screen was a bit too crowded and full of typos. As a senior in the field, I'd advise you proofread everything :)	False	record			
	pair_challenge	183.85		-0.73	no	no	8.0	3.0	2.0	1.0	0.0	no	lot of reading bad ... want more pictures	False	record			
	list_challenge	96.19	0.23		yes	no	7.0	8.0	7.0	6.0	3.0	Yes		False	twist			
	list_challenge	48.62	1.0		yes	no	9.0	10.0	2.0	5.0	3.0	No		True	bank			
	list_challenge	100.27	-0.48		yes	no	9.0	7.0	3.0	4.0	1.0	No	I think sentence meaning order is not good for people that have dyslexia or any other type of  reading disorder, instead images are universal.	False	tip			
	pair_challenge	24.85		1.0	yes	yes	10.0	10.0	9.0	4.0	2.0	No - the law 'bar' test example is fairly dependent on one's knowledge of the English language and/or law school technicalities. Meanwhile, the Image-Captcha - while tedious - is more accessible to users who speak different languages, as they can look up the prompt of an Image-Captcha in their mother language and identify the images accordingly (in retrospect, I realized that this is also technically true for a written Captcha challenge).	Honestly, I would include more questions in the challenge, perhaps even doubling the count to 10 (I think there were 5 prompts). As it is, the randomly generated pairwise examples gave me 4 comparisons where both 'bar' terms referred to a bar where you get drinks and only one comparison was comparing drastically different examples. With a larger pool of questions, this would allow for some more diverse comparisons for each participant.	True	bar			
	pair_challenge	92.78		0.64	yes	yes	10.0	8.0	6.0	6.0	2.0	Not necessarily		False	part			
	pair_challenge	43.43		0.75			10.0	9.0	9.0	8.0	1.0	no	While I don't think Image-Captcha is good either, this feels overly limiting because it relies on native-like levels of language proficiency. The type that I like the most is the slide the puzzle piece into place in an image one. This is far more intuitive and more generally applicable than the visual acuity required for Image-Captcha or language proficiency required for sentence meaning challenges like this.	False	arm			
	pair_challenge	90.22		1.0	yes	no	9.0	9.0	9.0	2.0	3.0	I don‘t mind		True	order			
	pair_challenge	59.92		0.64	yes	yes	10.0	8.0	8.0	5.0	2.0			False	order			
	list_challenge	136.54	0.23		yes	no	9.0	5.0	2.0	3.0	1.0			False	twist			
	list_challenge	122.98	1.0		yes	yes	9.0	10.0	8.0	4.0	4.0	No.	No.	True	arm			
	pair_challenge	74.74		0.58	yes	no	8.0	9.0	7.0	3.0	1.0	No		False	bank			
	list_challenge	204.54	0.74		yes	no	7.0	9.0	3.0	3.0	1.0	It depends on the language. If the semantic captcha is not in my native language, I would prefer the image captcha. If the sentence is in my native language, I would have no preference (maybe the time it takes me to solve the corresponding captcha).	It wasn't really possible to order the sentences that didn't have a similar meaning (I'm not sure if this was intentional).	False	part			
	pair_challenge	70.74		0.69	yes	no	9.0	9.0	7.0	3.0	2.0	no, ordinary captcha are easier and less ambiguous		False	bar			
	pair_challenge	104.77		0.66	yes	no	9.0	8.0	9.0	5.0	4.0	rather not, because in comparison to Image-Captcha it takes more effort and time.		False	record			
	pair_challenge	151.79		0.86	yes	no	8.0	5.0	7.0	8.0	10.0	yes		True	tip			
	pair_challenge	139.51		0.9	yes	yes	10.0	10.0	10.0	5.0	5.0	no		True	bar			
	list_challenge	104.95	-0.35		yes	no	7.0	8.0	8.0	7.0	3.0	No		False	twist			
	list_challenge	120.18	1.0		yes	no	8.0	9.0	5.0	5.0	4.0	it seems like it took longer to complete than the image or math-based captcha		True	part			
	pair_challenge	40.89		0.75	yes	yes	10.0	10.0	7.0	3.0	2.0	It is interesting but I don't think I would prefer it, not that I am a fan of Captchas.	Would these not be easy for a robot to solve?	False	order			
	pair_challenge	77.49		0.91			1.0	5.0	5.0	1.0	2.0	No		True	arm			
	list_challenge	99.85	1.0		yes	no	6.0	5.0	5.0	5.0	5.0	No		True	bank			
	pair_challenge	114.24		0.17	yes	no	8.0	5.0	7.0	5.0	0.0	No	No	False	bank			
	list_challenge	118.68	0.42		no	no	7.0	7.0	6.0	4.0	6.0	No	Nice idea	False	record			
	pair_challenge	153.49		0.79	yes	no	7.0	4.0	6.0	2.0	1.0	Noooo		False	arm			
	list_challenge	53.05	0.94		yes	yes	10.0	7.0	7.0	5.0	0.0	It took me longer than any other Captcha I have performed, so I would prefer different kinds.	This took me a long time because the sentences were long and some of the grammar was antiquated and hard to understand (as a native English speaker from America). I don't know if all of the examples were like that but I would not like to do this kind of thing as a Captcha.	True	tip			
	pair_challenge	69.18		0.87	yes	yes	10.0	10.0	8.0	7.0	2.0	Possibly		True	part			
	pair_challenge	74.2		0.4	yes	no	8.0	9.0	7.0	5.0	3.0	Probably not. The similarity scale is not particularly well defined, so what is a 2 for one person might be a 3 for another even if they understand the sentences the same way. It might work if the response time and cursor movement are taken into account, though.		False	record			
	list_challenge	101.78	-0.03		yes	no	9.0	9.0	4.0	2.0	3.0			False	twist			
	list_challenge	33.68	1.0		yes	yes	10.0	9.0	7.0	6.0	3.0	Yes and no. Some people might understand the sentences differently and might get marked incorrectly.		True	order			
	pair_challenge	86.18		1.0	no	yes	10.0	10.0	7.0	10.0	3.0	yes	"The question ""How convenient and practical ..."" could use a bit more--I dunno--clarity or specificity. Maybe the problem is the word ""is"", since I haven't ever seen such a challenge used to human-detect."	True	order			
	pair_challenge	130.94		0.86	yes	no	6.0	5.0	4.0	6.0	2.0	no		True	bar			
	list_challenge	121.82	0.94		yes	yes	10.0	4.0	4.0	1.0	0.0	No		True	tip			
	list_challenge	503.03	1.0		yes	no	7.0	8.0	5.0	1.0	2.0	no		True	twist			
	list_challenge	70.44	0.23		yes	no	9.0	7.0	6.0	1.0	0.0	No		False	part			
	list_challenge	158.94	1.0		yes	yes	10.0	9.0	9.0	2.0	3.0	I would prefer no captchas, but as it stands in regards to this challenge, Image-Captchas are preferred (which still have their own accessibility constraints).	Initially, it seems to give pereference to native speakers or high level speakers of English. This seems to ask someone more about their ability to understand vocabulary in context. Perhaps young speakers or English learners who encounter this type of captcha might be denied some kind of access. Otherwise, it was an interesting ordering game.	True	bar			
	list_challenge	93.27	1.0		yes	no	5.0	10.0	9.0	3.0	5.0	No	The manual ordering interface is annoying. Please consider developing alternative input methods	True	arm			
	list_challenge	181.22	1.0		no	no	5.0	7.0	4.0	3.0	5.0	No, because I think it's rather difficult because there is always room for interpretation with sentences		True	bank			
	pair_challenge	429.11		0.8	yes	no	6.0	7.0	6.0	3.0	2.0	For me it's okay, but in general not because you need good knowledge in the language to complete the captcha.		True	tip			
	list_challenge	48.75	0.5		yes	yes	10.0	8.0	8.0	2.0	3.0	I would prefer the image-based one to this as this takes more time and requires more thought.	Some rankings seem subjective to me so I'm not sure there is just one possible answer; one sentence was rather unclear to me the way it was worded. 	False	bank			
	list_challenge	53.17	-0.03		yes	no	8.0	7.0	5.0	4.0	3.0	No		False	order			
	pair_challenge	197.22		-0.04	yes	no	5.0	5.0	5.0	5.0	3.0	not really		False	twist			
	pair_challenge	428.06		-0.26	yes	no	6.0	3.0	7.0	1.0	10.0	No		False	record			
	pair_challenge	399.75		0.0			1.0	1.0	1.0	1.0	0.0			False	arm			
	pair_challenge	212.32		0.53	yes	no	6.0	5.0	10.0	2.0	1.0	No		False	part			
	pair_challenge	187.3		0.22			1.0	1.0	8.0	7.0	2.0	1		False	bar			
	pair_challenge	394.98		0.04	yes	no	5.0	6.0	3.0	2.0	10.0			False	tip			
	pair_challenge	104.54		0.83	yes	no	8.0	8.0	7.0	6.0	5.0			True	arm			
	list_challenge	76.41	1.0		yes	no	8.0	7.0	6.0	3.0	1.0	No, because this kind of test is more time consuming		True	arm			
	list_challenge	75.53	-0.81		yes	no	3.0	3.0	6.0	8.0	0.0	Why,it's just a challenge.		False	order			
	pair_challenge	120.7		0.94	yes	no	7.0	7.0	7.0	6.0	1.0	No		True	bar			
	pair_challenge	333.86		0.53	yes	no	3.0	6.0	6.0	3.0	2.0	No		False	record			
	pair_challenge	70.23		0.79	yes	no	8.0	8.0	6.0	4.0	2.0	No		False	bank			
	pair_challenge	110.57		0.76	yes	no	8.0	7.0	5.0	6.0	3.0	No, language users differ.		False	part			
	pair_challenge	57.18		0.94	yes	no	8.0	8.0	8.0	5.0	3.0	Not sure		True	tip			
	pair_challenge	145.62		0.64	yes	no	9.0	6.0	8.0	3.0	1.0	"Click ""I am not a robot"""		False	twist			
	list_challenge	70.34	0.23		yes	no	8.0	6.0	5.0	7.0	-1.0			False	twist			
	list_challenge	53.12	1.0		yes	yes	10.0	10.0	8.0	7.0	0.0	No, it takes too long		True	order			
	pair_challenge	109.47		1.0	yes	no	7.0	8.0	9.0	5.0	5.0	depending on how many sentences one has to evaluate, this approach could be preferable to image captchas, that can somnetimes be a bit unclear.	both examples should be full sentences, otherwise it can get confusing to parse the sentence-snippets.	True	bar			
	pair_challenge	22.81		0.89	yes	yes	10.0	9.0	9.0	5.0	1.0			True	bank			
	list_challenge	54.69	0.48		yes	yes	10.0	10.0	8.0	1.0	0.0			False	part			
	pair_challenge	65.92		0.58	yes	no	8.0	8.0	7.0	1.0	0.0			False	bank			
	pair_challenge	159.63		0.67	yes	no	8.0	7.0	6.0	3.0	2.0	Yes, but with a possible choice of language.		False	tip			
	pair_challenge	599.89		0.23	no	no	7.0	6.0	8.0	4.0	1.0	No		False	part			
	pair_challenge	84.7		0.29	yes	yes	10.0	7.0	6.0	4.0	2.0	I prefer the Image-Captcha		False	twist			
	pair_challenge	104.19		0.75	yes	no	8.0	8.0	8.0	2.0	2.0	yes		False	arm			
	pair_challenge	58.42		1.0	yes	yes	10.0	10.0	10.0	9.0	3.0	It would depend on the number of questions. I'd prefer e.g. 3 pictures with bicycles to 3 sentences, but I'd prefer 3 sentences over 6 pictures with bicycles.		True	bar			
	pair_challenge	131.73		0.68	yes	no	9.0	10.0	8.0	9.0	15.0	Yes!	Good luck!	False	order			
	pair_challenge	76.65		0.18	yes	no	8.0	9.0	9.0	2.0	1.0	No	It excludes too many people - those who do not speak the language good enough.	False	record			
	pair_challenge	110.58		-0.16	yes	no	8.0	8.0	8.0	2.0	5.0			False	record			
	list_challenge	168.91	0.74		yes	no	9.0	7.0	6.0	3.0	1.0	No		False	record			
	list_challenge	74.56	0.81		yes	no	9.0	1.0	4.0	2.0	1.0	Not really. I think we are in a phase where Captchas are only being (mis)used for cheap data labeling.	Asking for an absolute ordering may be too much, when there are multiple sentences that are not related at all. This will probably introduce noise in your study.	True	record			
	pair_challenge	128.85		0.8			9.0	8.0	8.0	1.0	1.0	This question is missing context	"There should be an option to indicate that one does not know the meaning of a word in a concrete context. If I would chose to select the lowest score for such cases, you won't be able to distinguish between real ""lowest score"" answers and such where I simply did not understand the meaning in one of the sentences. "	True	tip			
	pair_challenge	76.97		-0.02	yes	no	7.0	8.0	8.0	5.0	10.0			False	order			
	list_challenge	78.85	0.94		yes	no	9.0	7.0	7.0	3.0	1.0	Maybe with less archaic language.		True	tip			
	list_challenge	98.55	1.0		yes	no	9.0	6.0	7.0	2.0	2.0	While it would be more fun and I personally might prefer it because of that, I think anyone who has less than near-native proficiency in English would not be able to complete the challenge and thus others might not prefer it.	I think the idea is fun, but the idea of testing if one's a human by testing one's semantic understanding in English is something I find quite problematic. It assumes that every user would be proficient enough to answer the test seeing as it requires near-native proficiency to understand the examples, which is not the case for a lot of people, and particularly disparaging towards non-native speakers coming from a minority background. It is also implied that there is (only) one correct answer to this test, which is never really the case when it comes to  semantics, as people might have different conceptualisations of meaning based on their previous knowledge and how knowledge is mapped and linked in the brain. It might be good to read up on cognitive linguistics/semantics for this study.	True	record			
	pair_challenge	85.8		0.45	yes	no	8.0	7.0	7.0	9.0	1.0	yes		False	bar			
	list_challenge	316.55	0.48		yes	no	8.0	6.0	6.0	10.0	3.0	No		False	part			
	pair_challenge	61.12		0.47	yes	no	8.0	9.0	10.0	3.0	1.0	no		False	bank			
	pair_challenge	189.53		0.85	yes	no	8.0	8.0	5.0	4.0	3.0	No		True	arm			
	pair_challenge	95.58		0.29	yes	yes	10.0	8.0	7.0	5.0	3.0	Probably better than Image Captcha but I can imagine that it might prove tiresome if one had to do it too often (like Image-Captcha also is)		False	twist			
	list_challenge	78.04	0.5		yes	no	9.0	9.0	10.0	5.0	3.0	Νο		False	bank			
	pair_challenge	214.55		0.57	yes	no	8.0	9.0	5.0	8.0	2.0	No (it may be more time consuming and may be difficult for many people)		False	arm			
	pair_challenge	112.16		0.89	yes	no	8.0	9.0	7.0	6.0	2.0			True	part			
	pair_challenge	63.27		0.78	yes	no	8.0	9.0	8.0	10.0	3.0	yes, it's more fun!		False	order			
	pair_challenge	107.3		-0.34	yes	no	8.0	4.0	4.0	1.0	0.0	No	I'm sorry but this very impractical. 1) it takes a lot of time fot a captcha 2) it is quite hard to establish a ground truth for this task, we are talking about fine-grained semantics! 3) it is clearly aimed at native speakers only	False	twist			
	list_challenge	67.68	0.23		yes	no	7.0	7.0	7.0	8.0	0.0			False	twist			
	list_challenge	38.09	0.85		yes	yes	10.0	9.0	9.0	5.0	3.0			True	bar			
	pair_challenge	97.83		0.88	yes	yes	10.0	10.0	10.0	10.0	5.0			True	bar			
	list_challenge	91.53	1.0		yes	yes	10.0	9.0	7.0	5.0	6.0	It would need to be *very* well-designed since this is a pretty subjective matter. I suppose you could set a task like 'find all the sentences where the meaning of word X is the same as in the example sentence'. That could work. I don't think a ranking exercise would work though.	I think this is a really nice idea - more interesting than finding all the photos with a car in them (well, more interesting for me as a linguist, at least). On the other hand, there are some obvious problems with creating a captcha challenge of this sort in that not everyone always agrees about distinctions between senses of words (lumpers vs. splitters) and this would discriminate against non-speakers of English (or would one be able to select one's own L1 for this? Maybe not all languages are as easy to create a challenge of this sort as English is). Good luck with the study	True	bar			
	pair_challenge	116.11		0.51	yes	no	9.0	7.0	8.0	3.0	2.0	no		False	bar			
	pair_challenge	172.1		0.76	yes	no	9.0	10.0	8.0	10.0	1.0	no	"It's not really clear how ""similar"" the words ""bar"" in ""sitting at the bar"" and in ""bar mirror"" are. For a human."	False	bar			
	pair_challenge	74.4		0.23			1.0	10.0	10.0	3.0	1.0	no	I don't think it an improvement over ordinary Capchas. And a test of English would be off-putting and unfair for loads of people word-wide	False	part			
	list_challenge	53.64	1.0		yes	no	7.0	7.0	7.0	3.0	1.0	No		True	bank			
	list_challenge	61.69	-0.03		yes	no	7.0	7.0	5.0	3.0	0.0			False	order			
	list_challenge	44.81	1.0		yes	no	9.0	10.0	9.0	7.0	5.0	no		True	bank			
	list_challenge	121.75	0.55		yes	no	7.0	2.0	2.0	1.0	1.0	Definitely not		False	tip			
	list_challenge	46.27	0.29		yes	no	8.0	9.0	9.0	8.0	0.0	I prefer no challenges.		False	arm			
	pair_challenge	154.04		0.8			1.0	8.0	8.0	5.0	0.0	?		True	tip			
	list_challenge	123.46	0.48		yes	no	8.0	10.0	9.0	9.0	5.0			False	part			
	pair_challenge	180.94		0.33		no	9.0	9.0	7.0	5.0	2.0	I wasn't overly sure how to answer sometimes, so I think this challenge is too hard for a Captcha, which should be easy to solve without much linguistic knowledge required.		False	part			
	list_challenge	150.85	0.03		yes	no	7.0	3.0	4.0	8.0	3.0	No, because I could understand image captchas and solve them much faster than the proposed Semantic NLP catches. Because we humans see faster than we read. Compared to the typical scenarios in image captchas, which are rather trivial, like spotting the traffic light, I found the topic here quite abstract, making ordering difficult. Maybe only selecting matching sentences so the given reference sentence.		False	part			
	pair_challenge	50.26		0.9	yes	no	7.0	10.0	6.0	6.0	10.0	no	no	True	order			
	list_challenge	76.43	0.48		yes	no	8.0	5.0	3.0	1.0	0.0			False	twist			
	pair_challenge	104.33		1.0	yes	no	7.0	7.0	8.0	1.0	0.0			True	arm			
	list_challenge	46.86	1.0		yes	no	8.0	10.0	9.0	5.0	2.0	Being a text researcher, yes, of course. Others might not.	I hate captchas in general :)	True	arm			
	pair_challenge	44.27		0.18	yes	no	8.0	9.0	7.0	5.0	2.0	no.	to intellectual task for captcha	False	order			
	list_challenge	67.9	0.23		yes	yes	10.0	6.0	3.0	2.0	3.0	Not really, too exhausting	This takes a LOT of brainpower. If it proves effective, might be good for something you REALLY want to keep bots out of, but it'd be exhausting to do this on a regular basis. It might be better with fewer options, but if you take it down to three then there's a 17% chance to get through by luck, so you're limited there too. Also it's extremely subjective, so the idea of having only one right answer seems absurd to me, and would probably lock out a lot of less-literate humans as well.	False	twist			
	pair_challenge	83.09		0.83	yes	no	9.0	10.0	8.0	3.0	3.0	This is probably more demanding than captcha, probably also fuzzier as much as I can imagine how it works.	"The survey would be much more trustworthy if there was some more specific information as to who and why conducts it.""How convenient and practical do you think is such type of ""human-detection"" challenge in daily life?"" contains two questions, as convenient and practical have different (even if related) meanings"	True	order			
	pair_challenge	175.96		0.17	yes	yes	10.0	8.0	7.0	1.0	1.0			False	twist			
	list_challenge	66.81	1.0		yes	no	8.0	10.0	8.0	7.0	5.0	It seems a bit slower to perform than a typical captcha (text or puzzle), but quicker than an image-captcha.		True	bank			
	list_challenge	103.7	0.55		yes	no	7.0	6.0	7.0	1.0	0.0	No.		False	tip			
	pair_challenge	53.73		-0.11	yes	yes	10.0	9.0	9.0	8.0	6.0	Only if this study revealed inter-rater agreement that was EXTREMELY high.  Otherwise, this is probably too subjective for such a use and would result in frustrated users not being able to buy Taylor Swift tickets and the like.	Very interesting study; best of luck to you!	False	record			
	list_challenge	101.05	0.29		yes	no	9.0	7.0	3.0	3.0	5.0	Definitely not.	With 1-2 items, the context seemed very restricted (maybe too restricted to even judge the exact meaning of that instance). I would have liked to get more information on what exactly you were looking for in terms of similarity, assuming there's one ideal solution. Is 'record' inside a compound like 'record label' the same as a specific record, or less similar to playing a record than a specific record (if so, on what grounds)?	False	record			
	list_challenge	68.34	1.0		yes	yes	10.0	9.0	8.0	8.0	2.0	As a user I would be interested in a fast method. Captcha with images is sometimes slow.		True	arm			
	list_challenge	388.37	1.0		yes	no	8.0	10.0	7.0	1.0	2.0	No		True	arm			
	pair_challenge	108.13		0.26	yes	no	8.0	9.0	7.0	2.0	2.0	No.		False	twist			
	list_challenge	90.87	0.0		yes	no	8.0	6.0	5.0	4.0	1.0	More or less on the same level		False	bank			
	pair_challenge	113.54		0.63	yes	no	10.0	9.0	8.0	8.0	3.0	Image		False	bar			
	list_challenge	62.27	1.0		yes	yes	10.0	5.0	4.0	3.0	1.0	No. I don't want to do that everytime I have to solve a captcha	Yeah, I don't know if this matters, but the number boxes can go above ten	True	bank			
	pair_challenge	112.15		0.87	yes	no	7.0	4.0	4.0	4.0	3.0	Maybe		True	tip			
	list_challenge	150.85	0.48		yes	no	8.0	7.0	7.0	1.0	0.0			False	part			
	list_challenge	122.31	0.74		yes	no	7.0	10.0	10.0	10.0	2.0	No		False	part			
