lemma	identifier_ref	identifier1	judgment1	identifier2	judgment2	identifier3	judgment3	identifier4	judgment4	order	to_find	count
Sensation	fessler_eleusinien01_1802-1334-9	andreas_fenitschka_1898-1244-55	2.0	freud_hysterie_1895-3916-28	1.0	beck_eisen01_1884-10056-7	4.0	26120215_1962_11_02_01_059.tcf.xml-43-12	3.0	['beck_eisen01_1884-10056-7', '26120215_1962_11_02_01_059.tcf.xml-43-12', 'andreas_fenitschka_1898-1244-55', 'freud_hysterie_1895-3916-28']		4
Sensation	griesinger_psychische_1845-1235-4	26120215_1959_07_16_01_182.tcf.xml-3-31	1.0	griesinger_psychische_1845-1198-14	4.0	freud_hysterie_1895-3241-8	3.0	fessler_eleusinien01_1802-1334-9	2.0	['griesinger_psychische_1845-1198-14', 'freud_hysterie_1895-3241-8', 'fessler_eleusinien01_1802-1334-9', '26120215_1959_07_16_01_182.tcf.xml-3-31']		4
Sensation	carus_gynaekologie01_1820-591-107	baumgart_poetik_1887-4801-21	3.0	fessler_eleusinien01_1802-1334-9	2.0	26120215_1965_09_11_01_206.tcf.xml-60-19	1.0	wernicke_symptomencomplex_1874-1065-4	4.0	['wernicke_symptomencomplex_1874-1065-4', 'baumgart_poetik_1887-4801-21', 'fessler_eleusinien01_1802-1334-9', '26120215_1965_09_11_01_206.tcf.xml-60-19']		4
Sensation	scherer_poetik_1888-2121-12	2532889X_1982-07-14_01_149.tcf.xml-4-100	3.0	nn_nrhz139_1848-531-8	4.0	26120215_1948_10_12_01_041.tcf.xml-21-2	2.0			['nn_nrhz139_1848-531-8', '2532889X_1982-07-14_01_149.tcf.xml-4-100', '26120215_1948_10_12_01_041.tcf.xml-21-2']		3
Sensation	andreas_fenitschka_1898-402-12	varnhagen_rahel01_1834-1632-7	1.0	freud_hysterie_1895-3241-8	4.0	26120215_1956_02_04_01_099.tcf.xml-41-3	3.0	freud_hysterie_1895-2486-20	2.0	['freud_hysterie_1895-3241-8', '26120215_1956_02_04_01_099.tcf.xml-41-3', 'freud_hysterie_1895-2486-20', 'varnhagen_rahel01_1834-1632-7']		4
Sensation	varnhagen_rahel01_1834-5296-10	wernicke_symptomencomplex_1874-1065-4	3.0	freud_hysterie_1895-2477-29	4.0	2532889X_1966-03-14_01_110.tcf.xml-2-38	1.0	2532889X_1985-02-21_01_098.tcf.xml-5-15	2.0	['freud_hysterie_1895-2477-29', 'wernicke_symptomencomplex_1874-1065-4', '2532889X_1985-02-21_01_098.tcf.xml-5-15', '2532889X_1966-03-14_01_110.tcf.xml-2-38']		4
Sensation	hc_183101_1801-180-22	carus_gynaekologie01_1820-591-107	2.0	jung_lebensgeschichte_1835-5396-24	3.0			andreas_fenitschka_1898-402-25	4.0	['andreas_fenitschka_1898-402-25', 'jung_lebensgeschichte_1835-5396-24', 'carus_gynaekologie01_1820-591-107']		3
Sensation	wernicke_symptomencomplex_1874-1065-4	griesinger_psychische_1845-402-15	4.0	varnhagen_rahel01_1834-5296-10	3.0			26120215_1963_12_07_01_192.tcf.xml-1-31	1.0	['griesinger_psychische_1845-402-15', 'varnhagen_rahel01_1834-5296-10', '26120215_1963_12_07_01_192.tcf.xml-1-31']		3
Sensation	nn_nrhz142ii_1848-384-25			herbart_psychologie02_1825-5430-61	2.0	nn_maehrisches71_1886-464-0	4.0	2532889X_1990-05-26_01_301.tcf.xml-71-1	3.0	['nn_maehrisches71_1886-464-0', '2532889X_1990-05-26_01_301.tcf.xml-71-1', 'herbart_psychologie02_1825-5430-61']		3
Sensation	weerth_schnapphahnski_1849-1915-11	2532889X_1964-07-09_01_152.tcf.xml-10-32	3.0	2532889X_1985-02-21_01_098.tcf.xml-5-15	4.0			varnhagen_rahel01_1834-1632-7	2.0	['2532889X_1985-02-21_01_098.tcf.xml-5-15', '2532889X_1964-07-09_01_152.tcf.xml-10-32', 'varnhagen_rahel01_1834-1632-7']		3
Sensation	griesinger_psychische_1845-402-15	26120215_1963_12_07_01_192.tcf.xml-1-31	1.0	26120215_1959_07_15_01_007.tcf.xml-3-2	2.0	wernicke_symptomencomplex_1874-1065-4	4.0			['wernicke_symptomencomplex_1874-1065-4', '26120215_1959_07_15_01_007.tcf.xml-3-2', '26120215_1963_12_07_01_192.tcf.xml-1-31']		3
Sensation	griesinger_psychische_1845-2370-49	2532889X_1959-08-24_01_044.tcf.xml-25-9	1.0	andreas_fenitschka_1898-402-12	3.0	varnhagen_rahel01_1834-5296-10	4.0	26120215_1962_08_23_01_229.tcf.xml-8-19	2.0	['varnhagen_rahel01_1834-5296-10', 'andreas_fenitschka_1898-402-12', '26120215_1962_08_23_01_229.tcf.xml-8-19', '2532889X_1959-08-24_01_044.tcf.xml-25-9']		4
Sensation	roux_kampf_1881-408-13	griesinger_psychische_1845-1235-4	4.0	nn_maehrisches71_1886-464-0	1.0	2532889X_1948-12-21_01_073.tcf.xml-2-5	2.0	freud_hysterie_1895-2477-29	3.0	['griesinger_psychische_1845-1235-4', 'freud_hysterie_1895-2477-29', '2532889X_1948-12-21_01_073.tcf.xml-2-5', 'nn_maehrisches71_1886-464-0']		4
Sensation	jung_lebensgeschichte_1835-7504-77	26120215_1959_07_16_01_182.tcf.xml-3-31	3.0	2532889X_1966-03-14_01_110.tcf.xml-2-38	4.0	26120215_1956_02_04_01_099.tcf.xml-41-3	2.0			['2532889X_1966-03-14_01_110.tcf.xml-2-38', '26120215_1959_07_16_01_182.tcf.xml-3-31', '26120215_1956_02_04_01_099.tcf.xml-41-3']		3
Sensation	freud_hysterie_1895-2472-5	nn_nrhz011b_1848-6-2	2.0	hc_271702_1801-58-21	1.0	griesinger_psychische_1845-1235-4	4.0	baumgart_poetik_1887-4801-21	3.0	['griesinger_psychische_1845-1235-4', 'baumgart_poetik_1887-4801-21', 'nn_nrhz011b_1848-6-2', 'hc_271702_1801-58-21']		4
Sensation	nn_nrhz060b_1848-154-17	26120215_1954_04_11_01_235.tcf.xml-10-5	3.0	varnhagen_rahel03_1834-9444-25	1.0			26120215_1954_06_09_01_082.tcf.xml-58-14	4.0	['26120215_1954_06_09_01_082.tcf.xml-58-14', '26120215_1954_04_11_01_235.tcf.xml-10-5', 'varnhagen_rahel03_1834-9444-25']		3
Sensation	beck_eisen01_1884-10056-7	26120215_1956_02_04_01_099.tcf.xml-41-3	3.0			2532889X_1990-03-12_01_088.tcf.xml-34-13	4.0	freud_hysterie_1895-2477-8	2.0	['2532889X_1990-03-12_01_088.tcf.xml-34-13', '26120215_1956_02_04_01_099.tcf.xml-41-3', 'freud_hysterie_1895-2477-8']		3
Sensation	nn_maehrisches71_1886-464-0	26120215_1950_09_06_01_040.tcf.xml-10-13	3.0	griesinger_psychische_1845-2370-49	2.0	griesinger_psychische_1845-1235-4	1.0	2532889X_1973-11-25_01_048.tcf.xml-3-11	4.0	['2532889X_1973-11-25_01_048.tcf.xml-3-11', '26120215_1950_09_06_01_040.tcf.xml-10-13', 'griesinger_psychische_1845-2370-49', 'griesinger_psychische_1845-1235-4']		4
Sensation	spielhagen_problematische02_1861-178-23	freud_hysterie_1895-2472-5	1.0	26120215_1950_09_06_01_040.tcf.xml-10-13	4.0	humboldt_grenzen_1851-1204-76	3.0	nn_nrhz287_1849-116-27	2.0	['26120215_1950_09_06_01_040.tcf.xml-10-13', 'humboldt_grenzen_1851-1204-76', 'nn_nrhz287_1849-116-27', 'freud_hysterie_1895-2472-5']		4
Sensation	nn_nrhz011b_1848-6-2			freud_hysterie_1895-2472-5	2.0	hc_183101_1801-180-22	4.0	spielhagen_problematische02_1861-178-23	3.0	['hc_183101_1801-180-22', 'spielhagen_problematische02_1861-178-23', 'freud_hysterie_1895-2472-5']		3
Sensation	freud_hysterie_1895-2477-16	griesinger_psychische_1845-1190-55	4.0	26120215_1948_10_12_01_041.tcf.xml-21-2	2.0			baumgart_poetik_1887-4801-21	3.0	['griesinger_psychische_1845-1190-55', 'baumgart_poetik_1887-4801-21', '26120215_1948_10_12_01_041.tcf.xml-21-2']		3
Sensation	freud_hysterie_1895-2486-20			fessler_eleusinien01_1802-1334-9	2.0	griesinger_psychische_1845-1190-55	4.0	2532889X_1985-02-21_01_098.tcf.xml-5-15	1.0	['griesinger_psychische_1845-1190-55', 'fessler_eleusinien01_1802-1334-9', '2532889X_1985-02-21_01_098.tcf.xml-5-15']		3
Sensation	herbart_psychologie02_1825-1160-16	26120215_1948_10_12_01_041.tcf.xml-21-2	2.0	baumgart_poetik_1887-4801-21	4.0	2532889X_1966-03-14_01_110.tcf.xml-2-38	1.0	carus_gynaekologie01_1820-591-107	3.0	['baumgart_poetik_1887-4801-21', 'carus_gynaekologie01_1820-591-107', '26120215_1948_10_12_01_041.tcf.xml-21-2', '2532889X_1966-03-14_01_110.tcf.xml-2-38']		4
Sensation	spielhagen_problematische02_1861-180-24	2532889X_1990-03-12_01_088.tcf.xml-34-13	2.0	nn_maehrisches71_1886-464-0	4.0	2532889X_1968-07-04_01_067.tcf.xml-14-23	3.0			['nn_maehrisches71_1886-464-0', '2532889X_1968-07-04_01_067.tcf.xml-14-23', '2532889X_1990-03-12_01_088.tcf.xml-34-13']		3
Sensation	herbart_psychologie02_1825-4886-21			26120215_1956_02_04_01_099.tcf.xml-41-3	2.0	fessler_eleusinien01_1802-1334-9	3.0	griesinger_psychische_1845-1977-19	4.0	['griesinger_psychische_1845-1977-19', 'fessler_eleusinien01_1802-1334-9', '26120215_1956_02_04_01_099.tcf.xml-41-3']		3
Sensation	baumgart_poetik_1887-4801-21	fessler_eleusinien01_1802-1334-9	2.0			freud_hysterie_1895-2477-16	3.0	herbart_psychologie02_1825-4886-21	4.0	['herbart_psychologie02_1825-4886-21', 'freud_hysterie_1895-2477-16', 'fessler_eleusinien01_1802-1334-9']		3
Sensation	herbart_psychologie02_1825-3297-76	griesinger_psychische_1845-2370-49	3.0	nn_nrhz189b_1849-83-36	2.0	varnhagen_rahel01_1834-1632-7	1.0	varnhagen_rahel03_1834-9444-25	4.0	['varnhagen_rahel03_1834-9444-25', 'griesinger_psychische_1845-2370-49', 'nn_nrhz189b_1849-83-36', 'varnhagen_rahel01_1834-1632-7']		4
Sensation	hc_271702_1801-58-21	nn_nrhz011b_1848-6-2	4.0	freud_hysterie_1895-2472-5	1.0	andreas_fenitschka_1898-402-12	3.0			['nn_nrhz011b_1848-6-2', 'andreas_fenitschka_1898-402-12', 'freud_hysterie_1895-2472-5']		3
Sensation	freud_hysterie_1895-2477-29	varnhagen_rahel01_1834-5296-10	4.0			2532889X_1973-11-25_01_048.tcf.xml-3-11	2.0	roux_kampf_1881-408-13	3.0	['varnhagen_rahel01_1834-5296-10', 'roux_kampf_1881-408-13', '2532889X_1973-11-25_01_048.tcf.xml-3-11']		3
Sensation	26120215_1962_08_23_01_229.tcf.xml-8-19	griesinger_psychische_1845-2370-49	2.0	2532889X_1968-04-08_01_127.tcf.xml-3-10	4.0			nn_nrhz142ii_1848-384-25	3.0	['2532889X_1968-04-08_01_127.tcf.xml-3-10', 'nn_nrhz142ii_1848-384-25', 'griesinger_psychische_1845-2370-49']		3
Sensation	2532889X_1966-03-14_01_110.tcf.xml-2-38	spielhagen_problematische02_1861-180-24	3.0	herbart_psychologie02_1825-5430-61	2.0	griesinger_psychische_1845-1190-55	1.0	beck_eisen01_1884-10056-7	4.0	['beck_eisen01_1884-10056-7', 'spielhagen_problematische02_1861-180-24', 'herbart_psychologie02_1825-5430-61', 'griesinger_psychische_1845-1190-55']		4
Sensation	26120215_1948_10_12_01_041.tcf.xml-21-2			2532889X_1966-03-14_01_110.tcf.xml-2-38	4.0	freud_hysterie_1895-3916-28	2.0	nn_maehrisches71_1886-464-0	3.0	['2532889X_1966-03-14_01_110.tcf.xml-2-38', 'nn_maehrisches71_1886-464-0', 'freud_hysterie_1895-3916-28']		3
Sensation	2532889X_1973-11-25_01_048.tcf.xml-3-11	2532889X_1948-12-21_01_073.tcf.xml-2-5	4.0	laukhard_leben05_1802-411-18	3.0	freud_hysterie_1895-2477-29	2.0			['2532889X_1948-12-21_01_073.tcf.xml-2-5', 'laukhard_leben05_1802-411-18', 'freud_hysterie_1895-2477-29']		3
Sensation	26120215_1955_08_04_01_259.tcf.xml-8-13	herbart_psychologie02_1825-1160-16	1.0	2532889X_1959-08-24_01_044.tcf.xml-25-9	4.0	fessler_eleusinien01_1802-1334-9	2.0	26120215_1956_04_11_01_144.tcf.xml-30-13	3.0	['2532889X_1959-08-24_01_044.tcf.xml-25-9', '26120215_1956_04_11_01_144.tcf.xml-30-13', 'fessler_eleusinien01_1802-1334-9', 'herbart_psychologie02_1825-1160-16']		4
Sensation	2532889X_1959-08-24_01_044.tcf.xml-25-9	griesinger_psychische_1845-2370-49	1.0	26120215_1959_07_16_01_182.tcf.xml-3-31	4.0	nn_nrhz254_1849-450-7	3.0	26120215_1956_02_04_01_099.tcf.xml-41-3	2.0	['26120215_1959_07_16_01_182.tcf.xml-3-31', 'nn_nrhz254_1849-450-7', '26120215_1956_02_04_01_099.tcf.xml-41-3', 'griesinger_psychische_1845-2370-49']		4
Sensation	26120215_1959_07_16_01_182.tcf.xml-3-31	goethe_leben02_1812-901-26	3.0	griesinger_psychische_1845-1235-4	1.0	nn_nrhz182_1848-259-6	4.0	freud_hysterie_1895-1579-17	2.0	['nn_nrhz182_1848-259-6', 'goethe_leben02_1812-901-26', 'freud_hysterie_1895-1579-17', 'griesinger_psychische_1845-1235-4']		4
Sensation	26120215_1954_04_11_01_235.tcf.xml-10-5	2532889X_1963-03-27_01_118.tcf.xml-1-25	4.0	baumgart_poetik_1887-4860-98	3.0			varnhagen_rahel01_1834-1632-7	2.0	['2532889X_1963-03-27_01_118.tcf.xml-1-25', 'baumgart_poetik_1887-4860-98', 'varnhagen_rahel01_1834-1632-7']		3
Sensation	26120215_1963_12_07_01_192.tcf.xml-1-31	wernicke_symptomencomplex_1874-1065-4	1.0	26120215_1968_10_05_01_115.tcf.xml-21-8	3.0	2532889X_1990-08-25_01_273.tcf.xml-20-30	4.0			['2532889X_1990-08-25_01_273.tcf.xml-20-30', '26120215_1968_10_05_01_115.tcf.xml-21-8', 'wernicke_symptomencomplex_1874-1065-4']		3
Sensation	26120215_1974_05_20_01_185.tcf.xml-5-21	herbart_psychologie02_1825-4886-21	2.0	griesinger_psychische_1845-1190-55	1.0	2532889X_1967-08-07_01_047.tcf.xml-2-5	3.0	2532889X_1985-02-21_01_098.tcf.xml-5-15	4.0	['2532889X_1985-02-21_01_098.tcf.xml-5-15', '2532889X_1967-08-07_01_047.tcf.xml-2-5', 'herbart_psychologie02_1825-4886-21', 'griesinger_psychische_1845-1190-55']		4
Sensation	2532889X_1985-02-21_01_098.tcf.xml-5-15	varnhagen_rahel01_1834-5296-10	2.0	26120215_1963_04_28_01_416.tcf.xml-0-10	4.0	2532889X_1957-08-21_01_089.tcf.xml-11-12	3.0	freud_hysterie_1895-2486-20	1.0	['26120215_1963_04_28_01_416.tcf.xml-0-10', '2532889X_1957-08-21_01_089.tcf.xml-11-12', 'varnhagen_rahel01_1834-5296-10', 'freud_hysterie_1895-2486-20']		4
Sensation	26120215_1949_08_16_01_022.tcf.xml-14-30			spielhagen_problematische02_1861-178-23	3.0	26120215_1970_07_20_01_086.tcf.xml-16-8	4.0	baumgart_poetik_1887-4860-98	2.0	['26120215_1970_07_20_01_086.tcf.xml-16-8', 'spielhagen_problematische02_1861-178-23', 'baumgart_poetik_1887-4860-98']		3
Sensation	2532889X_1983-03-23_01_204.tcf.xml-7-11	2532889X_1966-03-14_01_110.tcf.xml-2-38	4.0	freud_hysterie_1895-2472-5	1.0	carus_gynaekologie01_1820-591-107	2.0	wernicke_symptomencomplex_1874-1065-4	3.0	['2532889X_1966-03-14_01_110.tcf.xml-2-38', 'wernicke_symptomencomplex_1874-1065-4', 'carus_gynaekologie01_1820-591-107', 'freud_hysterie_1895-2472-5']		4
Sensation	26120215_1965_09_11_01_206.tcf.xml-60-19	26120215_1956_02_04_01_099.tcf.xml-41-3	2.0	nn_nrhz287_1849-116-27	4.0	griesinger_psychische_1845-1198-14	1.0	nn_nrhz060b_1848-154-17	3.0	['nn_nrhz287_1849-116-27', 'nn_nrhz060b_1848-154-17', '26120215_1956_02_04_01_099.tcf.xml-41-3', 'griesinger_psychische_1845-1198-14']		4
Sensation	2532889X_1964-11-24_01_060.tcf.xml-5-19	griesinger_psychische_1845-1198-14	1.0	2532889X_1956-02-05_01_105.tcf.xml-7-10	3.0	jung_lebensgeschichte_1835-6446-59	4.0			['jung_lebensgeschichte_1835-6446-59', '2532889X_1956-02-05_01_105.tcf.xml-7-10', 'griesinger_psychische_1845-1198-14']		3
Sensation	2532889X_1964-07-09_01_152.tcf.xml-10-32	wernicke_symptomencomplex_1874-1065-4	1.0	26120215_1974_05_20_01_185.tcf.xml-5-21	4.0			weerth_schnapphahnski_1849-1915-11	3.0	['26120215_1974_05_20_01_185.tcf.xml-5-21', 'weerth_schnapphahnski_1849-1915-11', 'wernicke_symptomencomplex_1874-1065-4']		3
Sensation	2532889X_1990-03-12_01_088.tcf.xml-34-13	26120215_1948_10_02_01_047.tcf.xml-61-14	3.0			26120215_1989_03_03_01_170.tcf.xml-9-1	4.0	griesinger_psychische_1845-1198-14	2.0	['26120215_1989_03_03_01_170.tcf.xml-9-1', '26120215_1948_10_02_01_047.tcf.xml-61-14', 'griesinger_psychische_1845-1198-14']		3
