	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	median_label	non_nan_count
38	fic_1833_7239.txt-1694-15	news_1991_612479.txt-40-20	attack	dwug_en			3.0	3.0						3.0	2
41	fic_1833_7239.txt-1694-15	nf_1845_747928.txt-826-66	attack	dwug_en		2.0					2.0			2.0	2
42	fic_1833_7321.txt-162-45	nf_2006_776561.txt-30-8	afternoon	dwug_en	4.0		4.0							4.0	2
43	fic_1834_2652.txt-2410-34	mag_1828_553929.txt-364-34	attack	dwug_en			3.0	2.0						2.5	2
45	fic_1834_2652.txt-5065-36	mag_1828_553929.txt-364-34	attack	dwug_en	4.0	3.0		2.0			2.0			2.5	4
47	fic_1834_7252.txt-206-4	mag_1845_587596.txt-153-9	afternoon	dwug_en	4.0			4.0						4.0	2
48	fic_1834_7252.txt-206-4	nf_1849_762578.txt-1803-0	afternoon	dwug_en	4.0	4.0		4.0						4.0	3
49	fic_1834_7323.txt-604-27	fic_1850_2310.txt-1321-9	afternoon	dwug_en			4.0	4.0						4.0	2
50	fic_1835_7016.txt-2023-9	fic_1838_7086.txt-2732-33	attack	dwug_en	4.0	3.0	4.0	4.0						4.0	4
51	fic_1835_7016.txt-2023-9	mag_1846_555400.txt-243-7	attack	dwug_en	3.0			3.0						3.0	2
52	fic_1835_7016.txt-2023-9	news_1991_612479.txt-40-20	attack	dwug_en	3.0		3.0	3.0						3.0	3
53	fic_1835_7134.txt-2235-79	mag_1828_553929.txt-364-34	attack	dwug_en	3.0	2.0		2.0			2.0	4.0		2.0	5
54	fic_1835_7134.txt-2235-79	mag_1845_555245.txt-299-1	attack	dwug_en	4.0		3.0					3.0		3.0	3
55	fic_1835_7142.txt-807-41	mag_1828_553929.txt-364-34	attack	dwug_en	4.0	2.0	3.0							3.0	3
56	fic_1835_7142.txt-807-41	mag_1845_555245.txt-299-1	attack	dwug_en		4.0		3.0						3.5	2
57	fic_1835_7172.txt-6030-11	fic_1856_2470.txt-7252-13	attack	dwug_en	4.0		4.0							4.0	2
62	fic_1835_7272.txt-2343-15	fic_1852_9832.txt-757-5	afternoon	dwug_en		4.0	4.0							4.0	2
63	fic_1835_7309.txt-3267-10	fic_1845_7170.txt-4861-9	attack	dwug_en								3.0	3.0	3.0	2
65	fic_1835_7309.txt-3267-10	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0								3.0	2
66	fic_1835_7353.txt-1190-8	mag_1855_556005.txt-194-2	afternoon	dwug_en		4.0		4.0						4.0	2
69	fic_1838_7085.txt-2157-17	fic_2009_36778.txt-461-18	attack	dwug_en	4.0		2.0	3.0						3.0	3
74	fic_1838_7086.txt-2732-33	fic_1858_1282.txt-1444-24	attack	dwug_en	4.0	2.0					2.0			2.0	3
77	fic_1838_7086.txt-2732-33	mag_1828_553929.txt-364-34	attack	dwug_en	3.0	3.0		2.0		2.0	3.0			3.0	5
79	fic_1838_7086.txt-2732-33	mag_1858_506134.txt-148-19	attack	dwug_en	4.0		4.0							4.0	2
82	fic_1838_7086.txt-2732-33	news_1967_726451.txt-39-2	attack	dwug_en	3.0				4.0					3.5	2
83	fic_1838_7086.txt-2732-33	news_1989_669714.txt-32-21	attack	dwug_en	4.0	4.0	4.0	4.0						4.0	4
85	fic_1838_7086.txt-2732-33	nf_1829_747740.txt-792-23	attack	dwug_en	4.0		4.0	4.0						4.0	3
87	fic_1838_7086.txt-2732-33	nf_1975_773861.txt-1436-17	attack	dwug_en		2.0	3.0	3.0						3.0	3
91	fic_1838_7250.txt-1095-10	fic_1839_7024.txt-2377-9	attack	dwug_en	4.0		4.0							4.0	2
95	fic_1839_7024.txt-2377-9	fic_1859_9037.txt-2260-41	attack	dwug_en						2.0	2.0	3.0		2.0	3
97	fic_1839_7024.txt-2377-9	mag_1828_553929.txt-364-34	attack	dwug_en	3.0			2.0			2.0			2.0	3
98	fic_1839_7024.txt-2377-9	mag_1962_492071.txt-8-21	attack	dwug_en			4.0	4.0						4.0	2
99	fic_1839_7024.txt-2377-9	mag_1970_315464.txt-8-1	attack	dwug_en			4.0	4.0						4.0	2
100	fic_1839_7024.txt-2377-9	mag_1980_296744.txt-5-30	attack	dwug_en	3.0	3.0	4.0							3.0	3
101	fic_1839_7024.txt-2377-9	mag_2005_379087.txt-0-11	attack	dwug_en	4.0		4.0							4.0	2
102	fic_1839_7024.txt-2377-9	news_1966_725841.txt-34-33	attack	dwug_en	3.0					3.0				3.0	2
104	fic_1839_7024.txt-2377-9	news_1998_626765.txt-4-8	attack	dwug_en				4.0		3.0				3.5	2
105	fic_1839_7024.txt-2377-9	nf_1845_748321.txt-2041-23	attack	dwug_en		4.0	3.0							3.5	2
106	fic_1839_7024.txt-2377-9	nf_1847_754437.txt-1509-47	attack	dwug_en	3.0		3.0	3.0						3.0	3
107	fic_1839_7352.txt-2123-7	mag_1855_556005.txt-194-2	afternoon	dwug_en	4.0	3.0	3.0							3.0	3
108	fic_1839_8698.txt-603-9	fic_1854_5388.txt-1142-35	afternoon	dwug_en		4.0		4.0						4.0	2
110	fic_1842_7206.txt-3926-5	fic_1845_7170.txt-9891-50	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
114	fic_1843_7166.txt-1590-9	mag_1845_555245.txt-299-1	attack	dwug_en			3.0	4.0						3.5	2
115	fic_1843_7166.txt-1590-9	news_1991_612479.txt-40-20	attack	dwug_en			3.0	3.0						3.0	2
116	fic_1843_7325.txt-1640-7	fic_1997_54614.txt-159-18	afternoon	dwug_en	4.0			4.0						4.0	2
119	fic_1844_3928.txt-3118-8	fic_1968_781997.txt-4233-2	attack	dwug_en				4.0		3.0				3.5	2
122	fic_1844_3928.txt-3118-8	mag_1828_553929.txt-364-34	attack	dwug_en	3.0			2.0						2.5	2
124	fic_1844_3928.txt-3118-8	mag_1850_589167.txt-126-1	attack	dwug_en	4.0		4.0	3.0						4.0	3
125	fic_1844_3928.txt-3118-8	mag_1986_432304.txt-168-36	attack	dwug_en	4.0		3.0	4.0						4.0	3
126	fic_1844_3928.txt-3118-8	mag_1990_342663.txt-0-16	attack	dwug_en				4.0					4.0	4.0	2
127	fic_1844_3928.txt-3118-8	mag_1992_396000.txt-164-14	attack	dwug_en	3.0	4.0								3.5	2
129	fic_1844_3928.txt-3118-8	news_1991_612479.txt-40-20	attack	dwug_en	3.0			2.0		2.0				2.0	3
130	fic_1844_3928.txt-3118-8	news_1998_626765.txt-4-8	attack	dwug_en	3.0			4.0		2.0				3.0	3
131	fic_1844_3928.txt-3118-8	nf_1824_747448.txt-3506-12	attack	dwug_en	4.0		3.0							3.5	2
132	fic_1844_3928.txt-3118-8	nf_1841_762742.txt-2458-9	attack	dwug_en	4.0	3.0		4.0						4.0	3
133	fic_1844_3928.txt-3498-7	fic_1856_2470.txt-7252-13	attack	dwug_en			4.0	4.0						4.0	2
134	fic_1844_3928.txt-3498-7	mag_1828_553929.txt-364-34	attack	dwug_en		2.0		2.0						2.0	2
135	fic_1844_7135.txt-185-2	fic_1988_10770.txt-925-3	afternoon	dwug_en			4.0	4.0						4.0	2
136	fic_1844_7148.txt-178-16	mag_1855_556005.txt-194-2	afternoon	dwug_en		4.0		4.0						4.0	2
137	fic_1844_800.txt-2479-17	mag_1828_553929.txt-364-34	attack	dwug_en	4.0	3.0								3.5	2
138	fic_1844_800.txt-2479-17	mag_1854_555935.txt-131-30	attack	dwug_en	3.0	2.0		3.0						3.0	3
139	fic_1845_622.txt-11178-62	mag_1828_553929.txt-364-34	attack	dwug_en		3.0	3.0	2.0						3.0	3
141	fic_1845_622.txt-11187-51	fic_2002_30623.txt-303-9	attack	dwug_en				2.0					1.0	1.5	2
142	fic_1845_622.txt-11187-51	mag_1828_553929.txt-364-34	attack	dwug_en	4.0			2.0			2.0			2.0	3
143	fic_1845_622.txt-11187-51	news_1994_606745.txt-26-26	attack	dwug_en	4.0	3.0		4.0						4.0	3
145	fic_1845_7103.txt-562-47	fic_1852_9832.txt-757-5	afternoon	dwug_en		4.0	4.0							4.0	2
146	fic_1845_7162.txt-3298-53	mag_1854_555935.txt-131-30	attack	dwug_en		3.0	2.0							2.5	2
148	fic_1845_7170.txt-10380-7	fic_1971_14051.txt-667-2	afternoon	dwug_en			4.0	4.0						4.0	2
149	fic_1845_7170.txt-10436-6	news_1991_612479.txt-40-20	attack	dwug_en	4.0		3.0							3.5	2
150	fic_1845_7170.txt-4861-9	fic_1993_25035.txt-820-7	attack	dwug_en		3.0	1.0				2.0			2.0	3
153	fic_1845_7170.txt-9891-50	nf_1857_753133.txt-1759-5	afternoon	dwug_en	4.0	4.0		4.0						4.0	3
155	fic_1846_200.txt-3364-3	fic_2007_34112.txt-95-13	afternoon	dwug_en	4.0	4.0		4.0						4.0	3
156	fic_1846_544.txt-3481-11	mag_1828_553929.txt-364-34	attack	dwug_en	4.0			2.0			2.0			2.0	3
157	fic_1846_544.txt-3481-11	news_1994_606745.txt-26-26	attack	dwug_en		3.0		4.0						3.5	2
158	fic_1846_7036.txt-2381-16	fic_1855_9098.txt-10134-2	afternoon	dwug_en	4.0	4.0		4.0						4.0	3
159	fic_1846_7036.txt-2381-16	fic_1971_782005.txt-463-14	afternoon	dwug_en	4.0	4.0	4.0	4.0						4.0	4
160	fic_1846_7036.txt-2381-16	fic_1982_16205.txt-2111-8	afternoon	dwug_en		3.0		4.0						3.5	2
162	fic_1846_7036.txt-2381-16	fic_1989_782038.txt-2490-5	afternoon	dwug_en		4.0		4.0						4.0	2
163	fic_1846_7036.txt-2381-16	fic_1997_54614.txt-159-18	afternoon	dwug_en	3.0			4.0						3.5	2
165	fic_1846_7036.txt-2381-16	mag_1855_556005.txt-194-2	afternoon	dwug_en				4.0		4.0				4.0	2
168	fic_1846_7121.txt-2894-16	fic_1856_2470.txt-7252-13	attack	dwug_en		3.0	4.0							3.5	2
169	fic_1846_7121.txt-2894-16	mag_1828_553929.txt-364-34	attack	dwug_en	4.0	3.0		2.0						3.0	3
170	fic_1846_7679.txt-262-9	fic_1854_9193.txt-8301-13	attack	dwug_en	4.0	3.0		2.0						3.0	3
172	fic_1846_7679.txt-262-9	mag_1828_553929.txt-364-34	attack	dwug_en		2.0		2.0						2.0	2
175	fic_1847_1094.txt-4528-4	mag_1855_556005.txt-194-2	afternoon	dwug_en			2.0	4.0						3.0	2
177	fic_1848_1279.txt-1511-47	fic_1854_9193.txt-8301-13	attack	dwug_en	3.0	3.0		4.0						3.0	3
178	fic_1848_1279.txt-1511-47	fic_1858_1282.txt-1444-24	attack	dwug_en				2.0				3.0		2.5	2
179	fic_1848_1279.txt-1511-47	fic_2009_36778.txt-461-18	attack	dwug_en				4.0					4.0	4.0	2
181	fic_1848_1279.txt-1511-47	mag_1840_586558.txt-356-49	attack	dwug_en				2.0				3.0		2.5	2
182	fic_1848_1279.txt-1511-47	mag_1972_278489.txt-11-19	attack	dwug_en	2.0			2.0			2.0		2.0	2.0	4
184	fic_1848_1279.txt-1511-47	mag_2007_387325.txt-12-20	attack	dwug_en	3.0								2.0	2.5	2
185	fic_1848_1279.txt-1511-47	news_1991_612479.txt-40-20	attack	dwug_en			2.0	2.0						2.0	2
186	fic_1848_1279.txt-1511-47	news_1997_611600.txt-65-2	attack	dwug_en				2.0				3.0		2.5	2
187	fic_1848_1279.txt-1511-47	nf_1975_773861.txt-1436-17	attack	dwug_en				2.0				3.0		2.5	2
188	fic_1848_7009.txt-1181-32	fic_1854_9193.txt-8301-13	attack	dwug_en	4.0	4.0	3.0	2.0	4.0					4.0	5
190	fic_1848_7009.txt-1181-32	fic_2009_36778.txt-461-18	attack	dwug_en	3.0					3.0				3.0	2
191	fic_1848_7009.txt-1181-32	mag_1828_553929.txt-364-34	attack	dwug_en		3.0		2.0						2.5	2
192	fic_1848_7009.txt-1181-32	mag_1834_554263.txt-306-48	attack	dwug_en	3.0	3.0	4.0	4.0						3.5	4
193	fic_1848_7009.txt-1181-32	mag_1838_586203.txt-253-10	attack	dwug_en	4.0		4.0							4.0	2
195	fic_1848_7009.txt-1181-32	mag_1984_299534.txt-14-19	attack	dwug_en	4.0	3.0		4.0						4.0	3
197	fic_1848_7009.txt-1181-32	mag_2007_387325.txt-12-20	attack	dwug_en		2.0					2.0			2.0	2
198	fic_1848_7009.txt-1181-32	nf_1836_749613.txt-2695-7	attack	dwug_en	4.0			4.0						4.0	2
199	fic_1848_7009.txt-1181-32	nf_2008_774816.txt-78-20	attack	dwug_en	4.0	3.0		4.0						4.0	3
200	fic_1848_7193.txt-3809-25	fic_1852_9832.txt-757-5	afternoon	dwug_en	3.0			4.0						3.5	2
201	fic_1848_7193.txt-9645-37	fic_1852_9832.txt-757-5	afternoon	dwug_en		3.0	4.0							3.5	2
203	fic_1849_2605.txt-1007-13	fic_1851_3300.txt-1083-18	afternoon	dwug_en			4.0	4.0						4.0	2
204	fic_1849_5295.txt-962-22	fic_1851_3300.txt-1083-18	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
205	fic_1849_7167.txt-1658-7	fic_1967_10491.txt-4998-1	afternoon	dwug_en	4.0	4.0								4.0	2
208	fic_1849_7218.txt-2032-3	fic_1997_54614.txt-159-18	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
210	fic_1849_7218.txt-3369-36	fic_1850_2310.txt-1321-9	afternoon	dwug_en	4.0	4.0	4.0							4.0	3
212	fic_1850_2310.txt-1321-9	fic_1970_10525.txt-2314-16	afternoon	dwug_en			4.0	4.0						4.0	2
213	fic_1850_2310.txt-1321-9	fic_1971_14051.txt-667-2	afternoon	dwug_en	4.0			4.0		4.0				4.0	3
214	fic_1850_2310.txt-1321-9	fic_1987_780057.txt-318-5	afternoon	dwug_en	4.0			4.0						4.0	2
217	fic_1850_2310.txt-1321-9	fic_1998_43428.txt-168-2	afternoon	dwug_en	4.0	4.0	4.0	4.0						4.0	4
219	fic_1850_2310.txt-1321-9	fic_2008_36241.txt-90-1	afternoon	dwug_en	3.0					4.0				3.5	2
220	fic_1850_2310.txt-1321-9	fic_2009_36384.txt-41-7	afternoon	dwug_en		3.0	4.0							3.5	2
223	fic_1850_2310.txt-1321-9	news_1970_729010.txt-127-17	afternoon	dwug_en	4.0	4.0	4.0							4.0	3
224	fic_1850_2310.txt-1321-9	news_1998_653815.txt-37-5	afternoon	dwug_en		3.0		4.0						3.5	2
226	fic_1850_2310.txt-1321-9	nf_1834_755185.txt-2925-9	afternoon	dwug_en	3.0			4.0						3.5	2
228	fic_1850_7171.txt-326-12	fic_1854_5388.txt-1142-35	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
229	fic_1851_3300.txt-1083-18	fic_1852_593.txt-3856-10	afternoon	dwug_en		4.0		4.0						4.0	2
230	fic_1851_3300.txt-1083-18	fic_1854_5388.txt-1142-35	afternoon	dwug_en	4.0			4.0		4.0				4.0	3
235	fic_1851_3300.txt-1083-18	fic_1993_1040090.txt-2612-8	afternoon	dwug_en	4.0	4.0								4.0	2
236	fic_1851_3300.txt-1083-18	fic_1993_25029.txt-3169-3	afternoon	dwug_en			4.0	4.0						4.0	2
239	fic_1851_3300.txt-1083-18	mag_1855_556005.txt-194-2	afternoon	dwug_en				4.0		4.0				4.0	2
240	fic_1851_3300.txt-1083-18	nf_1834_755185.txt-2925-9	afternoon	dwug_en	4.0			4.0		4.0				4.0	3
247	fic_1852_69.txt-6782-7	fic_1997_54614.txt-159-18	afternoon	dwug_en	4.0	4.0								4.0	2
248	fic_1852_9232.txt-4688-51	fic_1988_10770.txt-925-3	afternoon	dwug_en	4.0			4.0						4.0	2
249	fic_1852_9832.txt-2197-8	mag_1855_556005.txt-194-2	afternoon	dwug_en	4.0			4.0						4.0	2
250	fic_1852_9832.txt-3009-7	fic_1988_10770.txt-925-3	afternoon	dwug_en	4.0	4.0								4.0	2
252	fic_1852_9832.txt-757-5	fic_1854_5388.txt-1142-35	afternoon	dwug_en	4.0			4.0						4.0	2
253	fic_1852_9832.txt-757-5	fic_1969_10520.txt-3371-43	afternoon	dwug_en		3.0		4.0						3.5	2
254	fic_1852_9832.txt-757-5	fic_1973_10570.txt-2425-28	afternoon	dwug_en		4.0		4.0						4.0	2
255	fic_1852_9832.txt-757-5	fic_1976_23909.txt-198-3	afternoon	dwug_en	4.0	4.0	4.0	4.0						4.0	4
259	fic_1852_9832.txt-757-5	fic_2001_29742.txt-130-10	afternoon	dwug_en	4.0	4.0		4.0						4.0	3
260	fic_1852_9832.txt-757-5	fic_2008_36241.txt-90-1	afternoon	dwug_en				4.0		4.0				4.0	2
262	fic_1852_9832.txt-757-5	mag_1996_424983.txt-549-1	afternoon	dwug_en		4.0	4.0							4.0	2
265	fic_1852_9832.txt-757-5	nf_1857_753133.txt-1759-5	afternoon	dwug_en	4.0			4.0	3.0					4.0	3
266	fic_1852_9832.txt-757-5	nf_2006_776561.txt-30-8	afternoon	dwug_en	3.0			4.0		4.0				4.0	3
267	fic_1853_1170.txt-2289-22	news_1982_671107.txt-19-96	attack	dwug_en		4.0	1.0				3.0			3.0	3
268	fic_1853_1170.txt-2289-22	news_1991_612479.txt-40-20	attack	dwug_en	4.0	2.0		4.0			2.0	3.0		3.0	5
269	fic_1853_2486.txt-330-33	fic_1968_781997.txt-4233-2	attack	dwug_en		4.0	4.0	4.0						4.0	3
270	fic_1853_2486.txt-330-33	mag_1828_553929.txt-364-34	attack	dwug_en			3.0	2.0			2.0			2.0	3
271	fic_1853_4303.txt-2902-31	fic_1853_7732.txt-4-29	afternoon	dwug_en			4.0	4.0						4.0	2
274	fic_1853_9142.txt-2686-17	fic_1854_9193.txt-8301-13	attack	dwug_en		3.0		2.0		3.0				3.0	3
277	fic_1853_9142.txt-2686-17	fic_1994_54174.txt-61-23	attack	dwug_en				4.0				3.0		3.5	2
278	fic_1853_9142.txt-2686-17	fic_2002_30623.txt-303-9	attack	dwug_en			4.0	4.0						4.0	2
279	fic_1853_9142.txt-2686-17	fic_2009_36778.txt-461-18	attack	dwug_en				3.0		3.0				3.0	2
280	fic_1853_9142.txt-2686-17	mag_1830_554067.txt-275-32	attack	dwug_en	3.0	3.0		2.0						3.0	3
282	fic_1853_9142.txt-2686-17	mag_1972_278489.txt-11-19	attack	dwug_en			1.0	4.0						2.5	2
283	fic_1853_9142.txt-2686-17	mag_1990_342663.txt-0-16	attack	dwug_en	4.0	2.0		3.0			2.0			2.5	4
286	fic_1853_9142.txt-2686-17	mag_2002_398773.txt-149-9	attack	dwug_en	3.0			3.0						3.0	2
287	fic_1853_9142.txt-2686-17	news_1967_726451.txt-39-2	attack	dwug_en	4.0	3.0		2.0						3.0	3
288	fic_1853_9142.txt-2686-17	news_1982_671107.txt-19-96	attack	dwug_en	2.0	2.0	2.0	2.0						2.0	4
290	fic_1853_9142.txt-2686-17	news_1994_606745.txt-26-26	attack	dwug_en	2.0	2.0		2.0						2.0	3
291	fic_1853_9142.txt-2686-17	news_1997_611600.txt-65-2	attack	dwug_en	2.0							3.0		2.5	2
294	fic_1854_5388.txt-1142-35	fic_1855_2965.txt-1882-18	afternoon	dwug_en	4.0		4.0							4.0	2
295	fic_1854_5388.txt-1142-35	fic_1988_10770.txt-925-3	afternoon	dwug_en	4.0					4.0				4.0	2
299	fic_1854_5388.txt-1142-35	fic_2006_31500.txt-95-14	afternoon	dwug_en	4.0	3.0								3.5	2
300	fic_1854_5388.txt-1142-35	fic_2007_34112.txt-95-13	afternoon	dwug_en	3.0				3.0					3.0	2
302	fic_1854_5388.txt-1142-35	news_1992_605805.txt-59-34	afternoon	dwug_en	4.0	4.0	4.0							4.0	3
303	fic_1854_5388.txt-1142-35	nf_1834_755185.txt-2925-9	afternoon	dwug_en	3.0				4.0					3.5	2
306	fic_1854_9193.txt-8301-13	mag_1822_553405.txt-345-25	attack	dwug_en	4.0	3.0		2.0						3.0	3
307	fic_1854_9193.txt-8301-13	mag_1822_553405.txt-347-16	attack	dwug_en		4.0		2.0						3.0	2
308	fic_1854_9193.txt-8301-13	mag_1838_554586.txt-186-30	attack	dwug_en		4.0	3.0							3.5	2
310	fic_1854_9193.txt-8301-13	mag_1846_524014.txt-303-22	attack	dwug_en		3.0		2.0			2.0			2.0	3
312	fic_1854_9193.txt-8301-13	mag_1968_212735.txt-7-17	attack	dwug_en	4.0	3.0	4.0							4.0	3
314	fic_1854_9193.txt-8301-13	news_1965_724715.txt-15-7	attack	dwug_en		3.0	3.0	2.0						3.0	3
319	fic_1854_9193.txt-8301-13	news_2005_650884.txt-75-29	attack	dwug_en		3.0	3.0	2.0						3.0	3
320	fic_1854_9193.txt-8301-13	nf_1859_747415.txt-25-18	attack	dwug_en		4.0	4.0							4.0	2
321	fic_1854_9193.txt-8301-13	nf_2004_775803.txt-29-4	attack	dwug_en		4.0	4.0							4.0	2
323	fic_1855_1209.txt-770-29	mag_1828_553929.txt-364-34	attack	dwug_en		3.0		2.0			2.0			2.0	3
326	fic_1855_2965.txt-1490-13	mag_1855_556005.txt-194-2	afternoon	dwug_en		4.0		4.0						4.0	2
328	fic_1855_2965.txt-376-3	news_1982_671107.txt-19-96	attack	dwug_en			4.0	4.0						4.0	2
336	fic_1856_2470.txt-7252-13	mag_1846_524014.txt-277-34	attack	dwug_en		3.0		4.0						3.5	2
337	fic_1856_2470.txt-7252-13	mag_1854_555935.txt-131-30	attack	dwug_en	2.0	2.0	3.0	2.0		2.0	2.0			2.0	6
341	fic_1856_2470.txt-7252-13	news_1972_730368.txt-11-20	attack	dwug_en	4.0			4.0						4.0	2
342	fic_1856_2470.txt-7252-13	news_1992_605779.txt-127-14	attack	dwug_en	4.0		3.0							3.5	2
344	fic_1856_2655.txt-4746-13	mag_1828_553929.txt-364-34	attack	dwug_en				2.0			2.0			2.0	2
345	fic_1856_2655.txt-4746-13	news_1966_725841.txt-34-33	attack	dwug_en	4.0	3.0		4.0						4.0	3
346	fic_1856_2655.txt-4746-13	news_1982_671107.txt-19-96	attack	dwug_en		3.0		4.0						3.5	2
347	fic_1856_9779.txt-7124-6	news_1991_612479.txt-40-20	attack	dwug_en	4.0	2.0	3.0							3.0	3
348	fic_1856_9779.txt-7124-6	news_1998_626765.txt-4-8	attack	dwug_en	3.0		4.0							3.5	2
350	fic_1857_3100.txt-1597-1	nf_2006_776561.txt-30-8	afternoon	dwug_en			4.0	4.0						4.0	2
351	fic_1857_9075.txt-4573-21	mag_1828_553929.txt-364-34	attack	dwug_en	3.0	3.0								3.0	2
352	fic_1858_1282.txt-1444-24	fic_1982_780051.txt-4396-7	attack	dwug_en		2.0		4.0						3.0	2
355	fic_1858_1282.txt-1444-24	mag_1828_553929.txt-364-34	attack	dwug_en	3.0		2.0	2.0						2.0	3
361	fic_1858_1282.txt-1444-24	news_1984_670941.txt-14-43	attack	dwug_en				2.0				3.0	1.0	2.0	3
362	fic_1858_1282.txt-1444-24	news_1997_611600.txt-65-2	attack	dwug_en								3.0	2.0	2.5	2
364	fic_1858_9768.txt-412-5	fic_2008_36241.txt-90-1	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
365	fic_1858_9768.txt-412-5	mag_1850_565942.txt-396-5	afternoon	dwug_en	4.0	4.0								4.0	2
366	fic_1859_9037.txt-2260-41	mag_1840_586558.txt-356-49	attack	dwug_en								4.0	2.0	3.0	2
368	fic_1859_9037.txt-2260-41	news_1994_606745.txt-26-26	attack	dwug_en	2.0					2.0	2.0			2.0	3
371	fic_1860_616.txt-3119-6	mag_1855_556005.txt-194-2	afternoon	dwug_en	4.0	3.0								3.5	2
373	fic_1860_8118.txt-4037-43	mag_1828_553929.txt-364-34	attack	dwug_en	3.0			2.0			2.0			2.0	3
374	fic_1860_8118.txt-4037-43	mag_1840_586497.txt-150-6	attack	dwug_en			4.0	4.0						4.0	2
375	fic_1860_9817.txt-1654-35	fic_1992_40272.txt-627-18	afternoon	dwug_en	4.0	3.0	4.0							4.0	3
377	fic_1860_9817.txt-2290-22	news_1998_626765.txt-4-8	attack	dwug_en	4.0			4.0						4.0	2
378	fic_1960_10402.txt-8830-8	mag_1980_491790.txt-342-2	afternoon	dwug_en	4.0			4.0						4.0	2
380	fic_1962_10417.txt-9433-20	news_1966_725841.txt-34-33	attack	dwug_en	4.0	3.0								3.5	2
381	fic_1962_14199.txt-2624-7	fic_2008_36241.txt-90-1	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
382	fic_1962_23789.txt-370-2	fic_1997_54614.txt-159-18	afternoon	dwug_en	4.0			4.0						4.0	2
384	fic_1962_781986.txt-3553-2	news_1991_612479.txt-40-20	attack	dwug_en	3.0		2.0							2.5	2
385	fic_1964_781988.txt-1664-7	fic_1997_54614.txt-159-18	afternoon	dwug_en	4.0			4.0						4.0	2
386	fic_1965_10467.txt-3637-5	nf_1857_753133.txt-1759-5	afternoon	dwug_en	4.0		4.0							4.0	2
388	fic_1966_781993.txt-4419-9	nf_1834_755185.txt-2925-9	afternoon	dwug_en	4.0	4.0								4.0	2
392	fic_1968_781997.txt-4233-2	fic_2001_13289.txt-335-18	attack	dwug_en		2.0		3.0						2.5	2
