id	pair1	pair2	pair3	pair4
30	{'lemma': 'afternoon', 'identifier1': 'fic_1846_7036.txt-2381-16', 'identifier2': 'mag_1855_556005.txt-194-2', 'context1': "By some accident, Big Elk became separated from his hunting companions, late in the afternoon of a winter's day.", 'context2': "One Sabbath afternoon, in the winter of 1753, as he lay on a couch, in the full possession of those noble faculties he had borne so meekly, listening to one of Sherlock's Sermons, his wife beside and his children around him, the gentle and exalted spirit of", 'indexes_target_token1': '84:93', 'indexes_target_token2': '12:21', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1847_1094.txt-4528-4', 'identifier2': 'mag_1855_556005.txt-194-2', 'context1': 'Though early in the afternoon, everything was quiet; but upon mounting the side we found four or five sailors lounging about the forecastle, under an awning.', 'context2': "One Sabbath afternoon, in the winter of 1753, as he lay on a couch, in the full possession of those noble faculties he had borne so meekly, listening to one of Sherlock's Sermons, his wife beside and his children around him, the gentle and exalted spirit of", 'indexes_target_token1': '20:29', 'indexes_target_token2': '12:21', 'judgment': '3.0', 'count_droppped_judments': None, 'count_all_judgments': None}
33	{'lemma': 'afternoon', 'identifier1': 'fic_1849_5295.txt-962-22', 'identifier2': 'fic_1851_3300.txt-1083-18', 'context1': 'The next day I had occasion to go away at an early hour, and did not return until late in the afternoon, and on entering my little parlor, I was surprised at beholding a lady, handsomely dressed, who advanced towards me with an air of dignified politeness.', 'context2': "The last part of Louis ' speech was nearly inaudible, and no more was said until the afternoon.", 'indexes_target_token1': '94:103', 'indexes_target_token2': '85:94', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1849_7167.txt-1658-7', 'identifier2': 'fic_1967_10491.txt-4998-1', 'context1': 'It was then pretty late in the afternoon of a short day, and I felt a little uneasy about the chances of missing my way, should the night overtake me.', 'context2': 'By afternoon he was out of a job; he was also codefendant, with his paper, in a suit for assault and battery.', 'indexes_target_token1': '31:40', 'indexes_target_token2': '3:12', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
36	{'lemma': 'afternoon', 'identifier1': 'fic_1849_7218.txt-3369-36', 'identifier2': 'fic_1850_2310.txt-1321-9', 'context1': 'It might have been a week after our glimpse of Lord Lovely, that Harry, who had been expecting a letter, which, he told me, might possibly alter his plans; one afternoon came bounding on board the ship, and sprang down the hatchway into the between-decks, where, in perfect solitude,', 'context2': 'She remained in company with the cows all the afternoon.', 'indexes_target_token1': '160:169', 'indexes_target_token2': '46:55', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1850_2310.txt-1321-9', 'identifier2': 'fic_1970_10525.txt-2314-16', 'context1': 'She remained in company with the cows all the afternoon.', 'context2': '|p165ONE LAST TIME we met by chance, Justin and I, on a hot Saturday afternoon of July, when I was on my way up Via Duomo.', 'indexes_target_token1': '46:55', 'indexes_target_token2': '69:78', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
39	{'lemma': 'afternoon', 'identifier1': 'fic_1850_2310.txt-1321-9', 'identifier2': 'fic_1987_780057.txt-318-5', 'context1': 'She remained in company with the cows all the afternoon.', 'context2': "I'd landed in early afternoon, local time.", 'indexes_target_token1': '46:55', 'indexes_target_token2': '20:29', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1850_2310.txt-1321-9', 'identifier2': 'fic_1998_43428.txt-168-2', 'context1': 'She remained in company with the cows all the afternoon.', 'context2': 'Later that afternoon, they all went for a walk to the caves at the far end of the beach.', 'indexes_target_token1': '46:55', 'indexes_target_token2': '11:20', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
42	{'lemma': 'afternoon', 'identifier1': 'fic_1850_7171.txt-326-12', 'identifier2': 'fic_1854_5388.txt-1142-35', 'context1': '" I heard the crackling of it in their stove, this afternoon, " said Melicent, " and saw the joyous glow of it in the faces of the family. "', 'context2': 'In the evening, having supped, we went to the theatre, where I revenged myself upon the " heavy man, " and the " light comedian, " who had in the afternoon made merry at my expense for carrying the harp, by getting up a hiss for the former gentleman, who knew not one single word of his part, and by hitting the latter individual upon the nose with an apple, for which latter feat (as the actor was a great favorite,) I was hounded out of the theatre, and narrowly escaped being carried to the watch-house.', 'indexes_target_token1': '51:60', 'indexes_target_token2': '146:155', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1851_3300.txt-1083-18', 'identifier2': 'fic_1852_593.txt-3856-10', 'context1': "The last part of Louis ' speech was nearly inaudible, and no more was said until the afternoon.", 'context2': "It is an absurd thing for a man in his afternoon, - - a man of the world, moreover, with these three white hairs in his brown mustache and that deepening track of a crow's-foot on each temple, an absurd thing ever to have happened, and quite the absurdest for an old bachelor, like me, to talk about.", 'indexes_target_token1': '85:94', 'indexes_target_token2': '39:48', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
45	{'lemma': 'afternoon', 'identifier1': 'fic_1851_3300.txt-1083-18', 'identifier2': 'fic_1993_1040090.txt-2612-8', 'context1': "The last part of Louis ' speech was nearly inaudible, and no more was said until the afternoon.", 'context2': "She tried to take a nap in the afternoon, but when she didn't fall asleep she kept getting up to look through the kitchen window at Yiftach's house.", 'indexes_target_token1': '85:94', 'indexes_target_token2': '31:40', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1851_3300.txt-1083-18', 'identifier2': 'fic_1993_25029.txt-3169-3', 'context1': "The last part of Louis ' speech was nearly inaudible, and no more was said until the afternoon.", 'context2': 'Then came an afternoon road winding high into the Western Ghats, the same road Michael would travel one day years later.', 'indexes_target_token1': '85:94', 'indexes_target_token2': '13:22', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
48	{'lemma': 'afternoon', 'identifier1': 'fic_1851_3300.txt-1083-18', 'identifier2': 'nf_1834_755185.txt-2925-9', 'context1': "The last part of Louis ' speech was nearly inaudible, and no more was said until the afternoon.", 'context2': 'Beach not to proceed up the river until the afternoon of the next day, as the sight of troops by the miners might make them hard to manage; otherwise, I assured the Major, he would have no trouble.', 'indexes_target_token1': '85:94', 'indexes_target_token2': '44:53', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1852_69.txt-6782-7', 'identifier2': 'fic_1997_54614.txt-159-18', 'context1': 'It was towards the middle of the afternoon, as she was so reclining, -- her Bible half open, her little transparent fingers lying listlessly between the leaves, -- suddenly she heard her mother\'s voice, in sharp tones, in the verandah. "', 'context2': 'lust jumped out of it, out of my seat, out of my job (for the afternoon).', 'indexes_target_token1': '33:42', 'indexes_target_token2': '62:71', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
51	{'lemma': 'afternoon', 'identifier1': 'fic_1852_9832.txt-2197-8', 'identifier2': 'mag_1855_556005.txt-194-2', 'context1': '" He said he calculated to plough this afternoon, " said Mrs. Barrington, as if that held out some slight hope of Ezra\'s coming home before night. "', 'context2': "One Sabbath afternoon, in the winter of 1753, as he lay on a couch, in the full possession of those noble faculties he had borne so meekly, listening to one of Sherlock's Sermons, his wife beside and his children around him, the gentle and exalted spirit of", 'indexes_target_token1': '39:48', 'indexes_target_token2': '12:21', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1852_9832.txt-3009-7', 'identifier2': 'fic_1988_10770.txt-925-3', 'context1': 'we may send for these things this afternoon, but perhaps not till to-morrow.', 'context2': "Rememberinghis exhaustion that afternoon, he thought he'd drop off to sleep quickly.", 'indexes_target_token1': '34:43', 'indexes_target_token2': '31:40', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
54	{'lemma': 'afternoon', 'identifier1': 'fic_1852_9832.txt-757-5', 'identifier2': 'fic_1973_10570.txt-2425-28', 'context1': 'We were out walking one afternoon, and the two boys had been excursionizing to their heart\'s content, when Archie came up with, " O Miss Kate!', 'context2': 'I t was not to watch the seventh place Reapers take on the eighth place Mundys that a record-breaking forty-two thousandhad assembled in Reaper Field on a weekday afternoon -- rather, they had come, some from as far as two hundred miles upstate, to see justice done.', 'indexes_target_token1': '24:33', 'indexes_target_token2': '163:172', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1852_9832.txt-757-5', 'identifier2': 'fic_1976_23909.txt-198-3', 'context1': 'We were out walking one afternoon, and the two boys had been excursionizing to their heart\'s content, when Archie came up with, " O Miss Kate!', 'context2': "He spent whole afternoons in his study making notes for counter or improved proposals he thought he would send to Chipande or one of the other people he knew in high positions: every time he glanced up, there through his open windows was Muchanga's little company at the bottom of the garden.", 'indexes_target_token1': '24:33', 'indexes_target_token2': '15:25', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
57	{'lemma': 'afternoon', 'identifier1': 'fic_1852_9832.txt-757-5', 'identifier2': 'fic_2008_36241.txt-90-1', 'context1': 'We were out walking one afternoon, and the two boys had been excursionizing to their heart\'s content, when Archie came up with, " O Miss Kate!', 'context2': 'This afternoon we were given presentations and speeches in a windowless conference room crowded with desks and plastic chairs.', 'indexes_target_token1': '24:33', 'indexes_target_token2': '5:14', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1852_9832.txt-757-5', 'identifier2': 'mag_1996_424983.txt-549-1', 'context1': 'We were out walking one afternoon, and the two boys had been excursionizing to their heart\'s content, when Archie came up with, " O Miss Kate!', 'context2': 'One afternoon, when we had been on the water about a week, I climbed to the roof of the bridge.', 'indexes_target_token1': '24:33', 'indexes_target_token2': '4:13', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
60	{'lemma': 'afternoon', 'identifier1': 'fic_1852_9832.txt-757-5', 'identifier2': 'nf_2006_776561.txt-30-8', 'context1': 'We were out walking one afternoon, and the two boys had been excursionizing to their heart\'s content, when Archie came up with, " O Miss Kate!', 'context2': 'Sitting in on a class in the late afternoon, listening to him draw on his experiences from his Stanley days, I imagined that beyond the nineteen young peo- ple seated in the room, he was speaking to all those he knew back home, explaining that he had done as well as any executive could, in a very changed world, to preserve Stanley as it was.', 'indexes_target_token1': '24:33', 'indexes_target_token2': '34:43', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1853_4303.txt-2902-31', 'identifier2': 'fic_1853_7732.txt-4-29', 'context1': 'At noon where they halted the face of the country was much as it was when they set out in the morning; but, after a rapid ride in the afternoon, the vegetation entirely disappeared except the rank grass, leaving a broad prairie before them.', 'context2': "and the hollow moan Of the fitful breeze had a plaintive tone; And it seemed, though in the heart of June, Like the year's autumnal afternoon.", 'indexes_target_token1': '134:143', 'indexes_target_token2': '132:141', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
63	{'lemma': 'afternoon', 'identifier1': 'fic_1854_5388.txt-1142-35', 'identifier2': 'fic_1988_10770.txt-925-3', 'context1': 'In the evening, having supped, we went to the theatre, where I revenged myself upon the " heavy man, " and the " light comedian, " who had in the afternoon made merry at my expense for carrying the harp, by getting up a hiss for the former gentleman, who knew not one single word of his part, and by hitting the latter individual upon the nose with an apple, for which latter feat (as the actor was a great favorite,) I was hounded out of the theatre, and narrowly escaped being carried to the watch-house.', 'context2': "Rememberinghis exhaustion that afternoon, he thought he'd drop off to sleep quickly.", 'indexes_target_token1': '146:155', 'indexes_target_token2': '31:40', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1854_5388.txt-1142-35', 'identifier2': 'fic_2007_34112.txt-95-13', 'context1': 'In the evening, having supped, we went to the theatre, where I revenged myself upon the " heavy man, " and the " light comedian, " who had in the afternoon made merry at my expense for carrying the harp, by getting up a hiss for the former gentleman, who knew not one single word of his part, and by hitting the latter individual upon the nose with an apple, for which latter feat (as the actor was a great favorite,) I was hounded out of the theatre, and narrowly escaped being carried to the watch-house.', 'context2': "Two minutes earlier, she'd pulled into the garage on a sunny afternoon, another school year over, U2 playing on the radio.", 'indexes_target_token1': '146:155', 'indexes_target_token2': '61:70', 'judgment': '3.0', 'count_droppped_judments': None, 'count_all_judgments': None}
66	{'lemma': 'afternoon', 'identifier1': 'fic_1855_2965.txt-1490-13', 'identifier2': 'mag_1855_556005.txt-194-2', 'context1': 'Substituting it for the gold ring, he wore it to school that afternoon; and a little negotiation, after school was dismissed, settled the business -- the coveted dog-collar was his!', 'context2': "One Sabbath afternoon, in the winter of 1753, as he lay on a couch, in the full possession of those noble faculties he had borne so meekly, listening to one of Sherlock's Sermons, his wife beside and his children around him, the gentle and exalted spirit of", 'indexes_target_token1': '61:70', 'indexes_target_token2': '12:21', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1857_3100.txt-1597-1', 'identifier2': 'nf_2006_776561.txt-30-8', 'context1': 'This afternoon, sir, I took some money from Mr. Wilkins to deposit in the bank. "', 'context2': 'Sitting in on a class in the late afternoon, listening to him draw on his experiences from his Stanley days, I imagined that beyond the nineteen young peo- ple seated in the room, he was speaking to all those he knew back home, explaining that he had done as well as any executive could, in a very changed world, to preserve Stanley as it was.', 'indexes_target_token1': '5:14', 'indexes_target_token2': '34:43', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
69	{'lemma': 'afternoon', 'identifier1': 'fic_1858_9768.txt-412-5', 'identifier2': 'mag_1850_565942.txt-396-5', 'context1': "About four o'clock in the afternoon, after refreshment at the hospitable Mr. Oldhame's, they started to go home; and as they trode, again, the same road through the woods, toward the wide, weary Barrens, the way seemed wearier than before.", 'context2': 'rrhe next day in the afternoon, " he exercised, " as Gov.', 'indexes_target_token1': '26:35', 'indexes_target_token2': '21:30', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1860_9817.txt-1654-35', 'identifier2': 'fic_1992_40272.txt-627-18', 'context1': 'Having returned their salutations with graceful dignity, he followed them into the camp, when they all sat down to a plentiful repast, consisting of fresh fish and venison, which had that afternoon been taken from pond and surrounding forest by the devoted band, and prepared and kept in readiness, untasted, for the expected reception of their royal leader.', 'context2': 'Old shopping lists and ticket stubs and wads of listed newsprint come falling around Pafko in the faded afternoon.', 'indexes_target_token1': '188:197', 'indexes_target_token2': '104:113', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
72	{'lemma': 'afternoon', 'identifier1': 'fic_1962_14199.txt-2624-7', 'identifier2': 'fic_2008_36241.txt-90-1', 'context1': "LORD PENGO As it's my last afternoon here I have a few things to clean up.", 'context2': 'This afternoon we were given presentations and speeches in a windowless conference room crowded with desks and plastic chairs.', 'indexes_target_token1': '27:36', 'indexes_target_token2': '5:14', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1962_23789.txt-370-2', 'identifier2': 'fic_1997_54614.txt-159-18', 'context1': 'The late afternoon sun accentuated the colors anti clearly defined the red, white, and blue flowers that formed a precise rectangular design be-low us.', 'context2': 'lust jumped out of it, out of my seat, out of my job (for the afternoon).', 'indexes_target_token1': '9:18', 'indexes_target_token2': '62:71', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
75	{'lemma': 'afternoon', 'identifier1': 'fic_1965_10467.txt-3637-5', 'identifier2': 'nf_1857_753133.txt-1759-5', 'context1': 'would often pass half the afternoon with A Company listening to the daytime serials.', 'context2': 'One little incident in our afternoon travel I will mention, as it appeared to afford more pleasure to the rest of the passengers than it did to me.', 'indexes_target_token1': '26:35', 'indexes_target_token2': '27:36', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}	{'lemma': 'afternoon', 'identifier1': 'fic_1966_781993.txt-4419-9', 'identifier2': 'nf_1834_755185.txt-2925-9', 'context1': "At a few minutes after one o'clock on Tuesday afternoon Carlo Tufa was able to stand on the floor of the valley, one hundred feet from the entrance to the ancient wine cellar, and look back up the mountain, over the terraces, all the way to the city wall and to the Thin Gate, and even a few yards inside it, and see one continuous line of people.", 'context2': 'Beach not to proceed up the river until the afternoon of the next day, as the sight of troops by the miners might make them hard to manage; otherwise, I assured the Major, he would have no trouble.', 'indexes_target_token1': '46:55', 'indexes_target_token2': '44:53', 'judgment': '4.0', 'count_droppped_judments': None, 'count_all_judgments': None}
