identifier	lemma	identifier_sense	comment	annotator
2532889X_1967-08-07_01_047.tcf.xml-2-5	Sensation	sense0	 	annotatorC
herbart_psychologie02_1825-3297-76	Sensation	sense2	 	annotatorC
fessler_eleusinien01_1802-1334-9	Sensation	sense0	 	annotatorC
beyer_poetik02_1883-11562-27	Sensation	sense0	 	annotatorC
nn_nrhz092_1848-192-2	Sensation	sense0	 	annotatorC
spielhagen_problematische02_1861-1394-7	Sensation	sense0	 	annotatorC
andreas_fenitschka_1898-1244-55	Sensation	sense0	 	annotatorC
26120215_1952_04_24_01_036.tcf.xml-4-33	Sensation	sense0	 	annotatorC
26120215_1970_11_18_01_030.tcf.xml-14-5	Sensation	sense0	 	annotatorC
26120215_1960_09_10_01_097.tcf.xml-1-4	Sensation	sense0	 	annotatorC
nn_nrhz106_1848-470-6	Sensation	sense0	 	annotatorC
nn_nrhz269_1849-214-3	Sensation	sense0	 	annotatorC
hc_271702_1801-58-21	Sensation	sense0	 	annotatorC
liebknecht_frage_1878-858-1	Sensation	sense0	 	annotatorC
hc_183101_1801-180-22	Sensation	sense0	 	annotatorC
