identifier	lemma	identifier_sense	comment	annotator
2532889X_1958-08-19_01_085.tcf.xml-5-20	Armenhaus	sense2	 	annotatorB
hundtradowsky_judenschule03_1823-985-102	Armenhaus	sense2	 	annotatorB
26120215_1974_09_11_01_061.tcf.xml-32-21	Armenhaus	sense0	 	annotatorB
keller_heinrich01_1854-59-8	Armenhaus	sense2	 	annotatorB
hauptmann_sonnenaufgang_1889-997-10	Armenhaus	sense2	 	annotatorB
26120215_1987_02_10_01_047.tcf.xml-35-5	Armenhaus	sense0	 	annotatorB
2532889X_1959-10-23_01_105.tcf.xml-4-5	Armenhaus	sense0	 	annotatorB
2532889X_1975-12-24_01_033.tcf.xml-20-12	Armenhaus	sense0	 	annotatorB
gizycki_buergerpflicht_1895-127-99	Armenhaus	sense2	 	annotatorB
schauberg_freimaurerei03_1863-2669-28	Armenhaus	sense2	 	annotatorB
26120215_1981_04_15_01_194.tcf.xml-45-9	Armenhaus	sense0	 	annotatorB
26120215_1953_06_14_01_052.tcf.xml-79-3	Armenhaus	sense2	 	annotatorB
rosegger_waldschulmeister_1875-3816-7	Armenhaus	sense2	 	annotatorB
2532889X_1990-08-22_01_065.tcf.xml-13-6	Armenhaus	sense0	 	annotatorB
savigny_system02_1840-2902-69	Armenhaus	sense2	 	annotatorB
savigny_system02_1840-2902-75	Armenhaus	sense2	 	annotatorB
schmidlin_kinderindustrie_1821-630-47	Armenhaus	sense2	 	annotatorB
paul_katzenberger02_1809-792-21	Armenhaus	sense2	 	annotatorB
2532889X_1990-06-27_01_154.tcf.xml-2-27	Armenhaus	sense0	 	annotatorB
kerner_besessene_1834-1344-7	Armenhaus	sense2	 	annotatorB
nn_nrhz200_1849-263-9	Armenhaus	sense2	 	annotatorB
2532889X_1970-01-22_01_073.tcf.xml-17-6	Armenhaus	sense0	 	annotatorB
2532889X_1989-02-11_01_211.tcf.xml-39-10	Armenhaus	sense0	 	annotatorB
kerner_besessene_1834-1424-97	Armenhaus	sense2	 	annotatorB
treitschke_geschichte03_1885-8650-27	Armenhaus	sense2	 	annotatorB
26120215_1970_10_24_01_214.tcf.xml-29-2	Armenhaus	sense0	 	annotatorB
kant_paedagogik_1803-249-9	Armenhaus	sense2	 	annotatorB
26120215_1990_08_31_01_056.tcf.xml-33-19	Armenhaus	sense0	 	annotatorB
26120215_1953_04_05_01_056.tcf.xml-58-10	Armenhaus	sense2	 	annotatorB
2532889X_1990-08-15_01_278.tcf.xml-1-9	Armenhaus	sense0	 	annotatorB
lehnert_seehaefen01_1891-14023-68	Armenhaus	sense2	 	annotatorB
2532889X_1975-09-04_01_211.tcf.xml-39-16	Armenhaus	sense0	 	annotatorB
26120215_1966_12_25_01_496.tcf.xml-15-20	Armenhaus	sense2	 	annotatorB
hc_1070405_1848-730-26	Armenhaus	sense2	 	annotatorB
26120215_1988_04_04_01_054.tcf.xml-7-17	Armenhaus	sense0	 	annotatorB
26120215_1990_08_11_01_818.tcf.xml-59-10	Armenhaus	sense0	 	annotatorB
kerner_besessene_1834-1424-20	Armenhaus	sense2	 	annotatorB
26120215_1990_08_11_01_818.tcf.xml-94-11	Armenhaus	sense0	 	annotatorB
26120215_1990_08_01_01_067.tcf.xml-21-3	Armenhaus	sense0	 	annotatorB
nn_nrhz009_1848-584-55	Armenhaus	sense2	 	annotatorB
26120215_1966_02_20_01_008.tcf.xml-12-19	Armenhaus	sense0	 	annotatorB
stifter_nachsommer03_1857-688-4	Armenhaus	sense2	 	annotatorB
treitschke_geschichte01_1879-9009-6	Armenhaus	sense2	 	annotatorB
hc_1070405_1848-733-30	Armenhaus	sense2	 	annotatorB
savigny_system02_1840-2902-83	Armenhaus	sense2	 	annotatorB
avelallemant_gaunerthum02_1858-2803-62	Armenhaus	sense2	 	annotatorB
26120215_1970_01_28_01_083.tcf.xml-26-11	Armenhaus	sense0	 	annotatorB
2532889X_1980-03-01_01_122.tcf.xml-14-18	Armenhaus	sense0	 	annotatorB
2532889X_1974-12-28_01_086.tcf.xml-14-31	Armenhaus	sense0	 	annotatorB
hc_1070405_1848-734-13	Armenhaus	sense2	 	annotatorC
2532889X_1958-08-19_01_085.tcf.xml-5-20	Armenhaus	sense2	 	annotatorC
hundtradowsky_judenschule03_1823-985-102	Armenhaus	sense2	 	annotatorC
26120215_1974_09_11_01_061.tcf.xml-32-21	Armenhaus	sense0	 	annotatorC
keller_heinrich01_1854-59-8	Armenhaus	sense2	 	annotatorC
hauptmann_sonnenaufgang_1889-997-10	Armenhaus	sense2	 	annotatorC
26120215_1987_02_10_01_047.tcf.xml-35-5	Armenhaus	sense0	 	annotatorC
2532889X_1959-10-23_01_105.tcf.xml-4-5	Armenhaus	sense0	 	annotatorC
2532889X_1975-12-24_01_033.tcf.xml-20-12	Armenhaus	sense1	 	annotatorC
gizycki_buergerpflicht_1895-127-99	Armenhaus	sense2	 	annotatorC
schauberg_freimaurerei03_1863-2669-28	Armenhaus	sense2	 	annotatorC
26120215_1981_04_15_01_194.tcf.xml-45-9	Armenhaus	sense0	 	annotatorC
26120215_1953_06_14_01_052.tcf.xml-79-3	Armenhaus	None	Automatische Texterkennung ist nicht verständlich	annotatorC
rosegger_waldschulmeister_1875-3816-7	Armenhaus	sense2	 	annotatorC
2532889X_1990-08-22_01_065.tcf.xml-13-6	Armenhaus	None	Nicht verständlich, was umschrieben wird	annotatorC
savigny_system02_1840-2902-69	Armenhaus	sense2	 	annotatorC
savigny_system02_1840-2902-75	Armenhaus	sense2	 	annotatorC
schmidlin_kinderindustrie_1821-630-47	Armenhaus	sense2	 	annotatorC
paul_katzenberger02_1809-792-21	Armenhaus	sense2	 	annotatorC
2532889X_1990-06-27_01_154.tcf.xml-2-27	Armenhaus	sense0	 	annotatorC
kerner_besessene_1834-1344-7	Armenhaus	sense2	 	annotatorC
nn_nrhz200_1849-263-9	Armenhaus	sense2	 	annotatorC
2532889X_1970-01-22_01_073.tcf.xml-17-6	Armenhaus	sense0	 	annotatorC
2532889X_1989-02-11_01_211.tcf.xml-39-10	Armenhaus	sense0	 	annotatorC
kerner_besessene_1834-1424-97	Armenhaus	sense2	 	annotatorC
treitschke_geschichte03_1885-8650-27	Armenhaus	sense2	 	annotatorC
26120215_1970_10_24_01_214.tcf.xml-29-2	Armenhaus	sense0	 	annotatorC
kant_paedagogik_1803-249-9	Armenhaus	sense2	 	annotatorC
26120215_1990_08_31_01_056.tcf.xml-33-19	Armenhaus	sense0	 	annotatorC
26120215_1953_04_05_01_056.tcf.xml-58-10	Armenhaus	sense2	 	annotatorC
2532889X_1990-08-15_01_278.tcf.xml-1-9	Armenhaus	sense0	 	annotatorC
lehnert_seehaefen01_1891-14023-68	Armenhaus	sense2	 	annotatorC
2532889X_1975-09-04_01_211.tcf.xml-39-16	Armenhaus	sense0	 	annotatorC
26120215_1966_12_25_01_496.tcf.xml-15-20	Armenhaus	sense2	 	annotatorC
hc_1070405_1848-730-26	Armenhaus	sense2	 	annotatorC
26120215_1988_04_04_01_054.tcf.xml-7-17	Armenhaus	sense0	 	annotatorC
26120215_1990_08_11_01_818.tcf.xml-59-10	Armenhaus	sense0	 	annotatorC
kerner_besessene_1834-1424-20	Armenhaus	sense2	 	annotatorC
26120215_1990_08_11_01_818.tcf.xml-94-11	Armenhaus	sense0	 	annotatorC
26120215_1990_08_01_01_067.tcf.xml-21-3	Armenhaus	sense0	 	annotatorC
nn_nrhz009_1848-584-55	Armenhaus	sense2	 	annotatorC
26120215_1966_02_20_01_008.tcf.xml-12-19	Armenhaus	sense0	 	annotatorC
stifter_nachsommer03_1857-688-4	Armenhaus	sense2	 	annotatorC
treitschke_geschichte01_1879-9009-6	Armenhaus	sense2	 	annotatorC
hc_1070405_1848-733-30	Armenhaus	sense2	 	annotatorC
savigny_system02_1840-2902-83	Armenhaus	sense2	 	annotatorC
avelallemant_gaunerthum02_1858-2803-62	Armenhaus	sense2	 	annotatorC
26120215_1970_01_28_01_083.tcf.xml-26-11	Armenhaus	sense0	 	annotatorC
2532889X_1980-03-01_01_122.tcf.xml-14-18	Armenhaus	sense0	 	annotatorC
2532889X_1974-12-28_01_086.tcf.xml-14-31	Armenhaus	sense0	 	annotatorC
