identifier	lemma	identifier_sense	comment	annotator
2532889X_1972-09-02_01_044.tcf.xml-9-23	Manschette	sense4	 	annotatorB
falke_trachten02_1858-2068-4	Manschette	sense1	 	annotatorB
paul_titan01_1800-832-144	Manschette	sense1	 	annotatorB
storm_immensee_1852-231-13	Manschette	sense1	 	annotatorB
26120215_1961_11_19_01_252.tcf.xml-6-33	Manschette	sense1	 	annotatorB
arnimb_goethe02_1835-21-13	Manschette	sense1	 	annotatorB
meyer_jenatsch_1876-534-13	Manschette	sense1	 	annotatorB
falke_trachten02_1858-1657-40	Manschette	sense1	 	annotatorB
2532889X_1962-12-08_01_129.tcf.xml-71-18	Manschette	sense2	 	annotatorB
kuernberger_amerikamuede_1855-849-7	Manschette	sense1	 	annotatorB
falke_trachten02_1858-2512-40	Manschette	sense1	 	annotatorB
michelis_reiseschule_1869-402-1	Manschette	sense1	 	annotatorB
krane_reitpferd_1856-1715-26	Manschette	sense1	 	annotatorB
26120215_1979_10_20_01_379.tcf.xml-18-14	Manschette	sense3	 	annotatorB
burckhardt_cicerone_1855-12284-24	Manschette	sense2	 	annotatorB
falke_trachten02_1858-1207-16	Manschette	sense1	 	annotatorB
falke_trachten02_1858-1840-46	Manschette	sense1	 	annotatorB
26120215_1970_06_10_01_364.tcf.xml-352-16	Manschette	sense1	 	annotatorB
26120215_1977_01_03_01_031.tcf.xml-12-1	Manschette	sense3	 	annotatorB
2532889X_1966-11-27_01_243.tcf.xml-5-14	Manschette	sense1	 	annotatorB
raabe_odfeld_1889-2018-4	Manschette	sense1	 	annotatorB
meyer_jenatsch_1876-1251-2	Manschette	sense1	 	annotatorB
26120215_1949_11_02_01_037.tcf.xml-38-18	Manschette	sense1	 	annotatorB
2532889X_1947-07-13_02_059.tcf.xml-16-12	Manschette	sense1	 	annotatorB
2532889X_1949-10-09_01_039.tcf.xml-11-13	Manschette	sense1	 	annotatorB
26120215_1985_04_06_01_236.tcf.xml-6-10	Manschette	sense3	 	annotatorB
avelallemant_gaunerthum02_1858-2188-11	Manschette	sense1	 	annotatorB
michelis_reiseschule_1869-404-3	Manschette	sense1	 	annotatorB
2532889X_1969-12-11_01_393.tcf.xml-12-1	Manschette	sense3	 	annotatorB
buechner_werke_1879-5490-17	Manschette	sense1	 	annotatorB
26120215_1958_06_01_02_434.tcf.xml-100-29	Manschette	sense3	 	annotatorB
aston_emancipation_1846-250-11	Manschette	sense1	 	annotatorB
2532889X_1965-10-24_01_236.tcf.xml-10-3	Manschette	sense1	 	annotatorB
polenz_buettnerbauer_1895-5600-16	Manschette	sense1	 	annotatorB
26120215_1965_01_10_01_386.tcf.xml-161-23	Manschette	sense1	 	annotatorB
gutzkow_zeitgenossen01_1842-539-17	Manschette	sense1	 	annotatorB
2532889X_1967-01-15_01_271.tcf.xml-29-5	Manschette	sense4	 	annotatorB
26120215_1965_12_24_01_260.tcf.xml-7-6	Manschette	sense1	 	annotatorB
26120215_1989_12_09_01_386.tcf.xml-368-2	Manschette	sense1	 	annotatorB
varnhagen_rahel02_1834-2787-13	Manschette	sense1	 	annotatorB
2532889X_1953-04-22_01_051.tcf.xml-37-29	Manschette	sense1	 	annotatorB
26120215_1965_09_17_01_405.tcf.xml-6-9	Manschette	sense0	 	annotatorC
2532889X_1988-08-27_01_200.tcf.xml-20-10	Manschette	sense4	 	annotatorC
mosen_galerie_1844-259-42	Manschette	sense1	 	annotatorC
26120215_1969_02_02_01_188.tcf.xml-9-11	Manschette	sense1	 	annotatorC
heine_lieder_1827-54-16	Manschette	sense1	 	annotatorC
26120215_1960_08_21_01_550.tcf.xml-1-12	Manschette	sense3	 	annotatorC
26120215_1968_03_31_01_226.tcf.xml-48-44	Manschette	sense4	 	annotatorC
26120215_1986_08_08_01_111.tcf.xml-6-19	Manschette	sense1	 	annotatorC
mommsen_roemische03_1856-1593-11	Manschette	sense1	 	annotatorC
2532889X_1972-09-02_01_044.tcf.xml-9-23	Manschette	sense4	 	annotatorC
falke_trachten02_1858-2068-4	Manschette	sense1	 	annotatorC
paul_titan01_1800-832-144	Manschette	sense1	 	annotatorC
storm_immensee_1852-231-13	Manschette	sense1	 	annotatorC
26120215_1961_11_19_01_252.tcf.xml-6-33	Manschette	sense1	 	annotatorC
arnimb_goethe02_1835-21-13	Manschette	sense1	 	annotatorC
meyer_jenatsch_1876-534-13	Manschette	sense1	 	annotatorC
falke_trachten02_1858-1657-40	Manschette	sense1	 	annotatorC
2532889X_1962-12-08_01_129.tcf.xml-71-18	Manschette	sense3	 	annotatorC
kuernberger_amerikamuede_1855-849-7	Manschette	sense1	 	annotatorC
falke_trachten02_1858-2512-40	Manschette	sense1	 	annotatorC
michelis_reiseschule_1869-402-1	Manschette	sense1	 	annotatorC
krane_reitpferd_1856-1715-26	Manschette	sense1	 	annotatorC
26120215_1979_10_20_01_379.tcf.xml-18-14	Manschette	sense3	 	annotatorC
burckhardt_cicerone_1855-12284-24	Manschette	sense1	 	annotatorC
falke_trachten02_1858-1207-16	Manschette	sense1	 	annotatorC
falke_trachten02_1858-1840-46	Manschette	sense1	 	annotatorC
26120215_1970_06_10_01_364.tcf.xml-352-16	Manschette	sense1	 	annotatorC
26120215_1977_01_03_01_031.tcf.xml-12-1	Manschette	sense3	 	annotatorC
2532889X_1966-11-27_01_243.tcf.xml-5-14	Manschette	sense1	 	annotatorC
raabe_odfeld_1889-2018-4	Manschette	sense1	 	annotatorC
meyer_jenatsch_1876-1251-2	Manschette	sense1	 	annotatorC
26120215_1949_11_02_01_037.tcf.xml-38-18	Manschette	sense1	 	annotatorC
2532889X_1947-07-13_02_059.tcf.xml-16-12	Manschette	sense1	 	annotatorC
2532889X_1949-10-09_01_039.tcf.xml-11-13	Manschette	sense1	 	annotatorC
26120215_1985_04_06_01_236.tcf.xml-6-10	Manschette	sense3	 	annotatorC
avelallemant_gaunerthum02_1858-2188-11	Manschette	sense1	 	annotatorC
michelis_reiseschule_1869-404-3	Manschette	sense1	 	annotatorC
2532889X_1969-12-11_01_393.tcf.xml-12-1	Manschette	sense0	 	annotatorC
buechner_werke_1879-5490-17	Manschette	sense1	 	annotatorC
26120215_1958_06_01_02_434.tcf.xml-100-29	Manschette	sense1	 	annotatorC
aston_emancipation_1846-250-11	Manschette	sense1	 	annotatorC
2532889X_1965-10-24_01_236.tcf.xml-10-3	Manschette	sense1	 	annotatorC
polenz_buettnerbauer_1895-5600-16	Manschette	sense1	 	annotatorC
26120215_1965_01_10_01_386.tcf.xml-161-23	Manschette	sense1	 	annotatorC
gutzkow_zeitgenossen01_1842-539-17	Manschette	sense1	 	annotatorC
2532889X_1967-01-15_01_271.tcf.xml-29-5	Manschette	sense4	 	annotatorC
26120215_1965_12_24_01_260.tcf.xml-7-6	Manschette	sense1	 	annotatorC
26120215_1989_12_09_01_386.tcf.xml-368-2	Manschette	sense1	 	annotatorC
varnhagen_rahel02_1834-2787-13	Manschette	sense1	 	annotatorC
2532889X_1953-04-22_01_051.tcf.xml-37-29	Manschette	sense1	 	annotatorC
