reference_usage	usage1	cosine_similarity1	usage2	cosine_similarity2	usage3	cosine_similarity3	usage4	cosine_similarity4	order	given_order
fic_1828_8204.txt-680-10	fic_2006_28088.txt-18-22	0.5098664164543152	fic_1974_10580.txt-7446-30	0.3436972498893738	missing_usage	0.9266084432601929	mag_1858_566996.txt-209-39	0.0	['fic_2006_28088.txt-18-22', 'fic_1974_10580.txt-7446-30', 'mag_1858_566996.txt-209-39']	['mag_1858_566996.txt-209-39', 'fic_2006_28088.txt-18-22', 'fic_1974_10580.txt-7446-30']
fic_1853_9805.txt-1013-11	mag_1851_566048.txt-412-13	0.36461764574050903	missing_usage	0.30273184180259705	nf_1853_765349.txt-1635-36	0.9426059126853943	fic_1997_54713.txt-283-12	0.0	['nf_1853_765349.txt-1635-36', 'mag_1851_566048.txt-412-13', 'fic_1997_54713.txt-283-12']	['fic_1997_54713.txt-283-12', 'nf_1853_765349.txt-1635-36', 'mag_1851_566048.txt-412-13']
fic_1853_3819.txt-945-17	fic_1853_9158.txt-3583-2	0.7743685245513916	fic_1841_8303.txt-315-28	0.4977218210697174	fic_2008_36181.txt-116-9	0.4932917654514313	fic_2006_51533.txt-963-19	0.5542303323745728	['fic_1853_9158.txt-3583-2', 'fic_2006_51533.txt-963-19', 'fic_1841_8303.txt-315-28', 'fic_2008_36181.txt-116-9']	['fic_1853_9158.txt-3583-2', 'fic_2008_36181.txt-116-9', 'fic_1841_8303.txt-315-28', 'fic_2006_51533.txt-963-19']
fic_1841_8303.txt-315-28	fic_1855_8110.txt-557-17	0.7680037021636963	fic_1990_53266.txt-621-1	0.5515148639678955	fic_1857_2618.txt-240-6	0.6426350474357605	fic_2000_38703.txt-36-29	0.6084727644920349	['fic_1855_8110.txt-557-17', 'fic_1857_2618.txt-240-6', 'fic_2000_38703.txt-36-29', 'fic_1990_53266.txt-621-1']	['fic_1855_8110.txt-557-17', 'fic_1857_2618.txt-240-6', 'fic_1990_53266.txt-621-1', 'fic_2000_38703.txt-36-29']
fic_2003_29392.txt-324-0	fic_1966_14323.txt-494-4	0.7017136216163635	fic_1976_10607.txt-1735-15	0.6814028024673462	fic_1853_9069.txt-154-11	0.6693854331970215	fic_1857_7431.txt-230-18	0.8255516290664673	['fic_1857_7431.txt-230-18', 'fic_1966_14323.txt-494-4', 'fic_1976_10607.txt-1735-15', 'fic_1853_9069.txt-154-11']	['fic_1857_7431.txt-230-18', 'fic_1976_10607.txt-1735-15', 'fic_1966_14323.txt-494-4', 'fic_1853_9069.txt-154-11']
fic_1997_54633.txt-176-84	fic_1853_9158.txt-3583-2	0.4388682544231415	fic_1966_14323.txt-494-4	0.651466965675354	fic_1835_7281.txt-311-43	0.7122563123703003	fic_1962_10420.txt-3658-107	0.6232529878616333	['fic_1835_7281.txt-311-43', 'fic_1966_14323.txt-494-4', 'fic_1962_10420.txt-3658-107', 'fic_1853_9158.txt-3583-2']	['fic_1835_7281.txt-311-43', 'fic_1962_10420.txt-3658-107', 'fic_1966_14323.txt-494-4', 'fic_1853_9158.txt-3583-2']
fic_1996_54493.txt-646-4	fic_1853_9069.txt-154-11	0.4868645668029785	fic_1860_8596.txt-1078-1	0.9213879108428955	missing_usage	0.8303128480911255	mag_2006_381326.txt-6-18	0.0	['fic_1860_8596.txt-1078-1', 'fic_1853_9069.txt-154-11', 'mag_2006_381326.txt-6-18']	['fic_1860_8596.txt-1078-1', 'mag_2006_381326.txt-6-18', 'fic_1853_9069.txt-154-11']
fic_2005_28779.txt-110-12	fic_1981_10681.txt-5565-25	0.23995938897132874	fic_1856_5515.txt-2860-9	0.9110339283943176	missing_usage	0.516983687877655	fic_2006_28088.txt-18-22	0.0	['fic_1856_5515.txt-2860-9', 'fic_1981_10681.txt-5565-25', 'fic_2006_28088.txt-18-22']	['fic_1856_5515.txt-2860-9', 'fic_2006_28088.txt-18-22', 'fic_1981_10681.txt-5565-25']
nf_1982_773998.txt-170-5	fic_2008_36181.txt-116-9	0.3585718870162964	fic_2007_34359.txt-100-16	0.7455329895019531	missing_usage	0.4785929322242737	fic_2003_30371.txt-32-1	0.0	['fic_2007_34359.txt-100-16', 'fic_2008_36181.txt-116-9', 'fic_2003_30371.txt-32-1']	['fic_2007_34359.txt-100-16', 'fic_2003_30371.txt-32-1', 'fic_2008_36181.txt-116-9']
fic_2003_30371.txt-32-1	mag_2004_414155.txt-34-7	0.6148349046707153	nf_1982_773998.txt-170-5	0.4785929322242737	missing_usage	0.788246750831604	fic_1990_53266.txt-621-1	0.0	['mag_2004_414155.txt-34-7', 'nf_1982_773998.txt-170-5', 'fic_1990_53266.txt-621-1']	['fic_1990_53266.txt-621-1', 'nf_1982_773998.txt-170-5', 'mag_2004_414155.txt-34-7']
fic_2001_28191.txt-201-2	fic_1834_2652.txt-1829-8	0.3710089921951294	mag_2004_414155.txt-34-7	0.4568752348423004	missing_usage	0.26718348264694214	fic_1995_39398.txt-75-8	0.0	['mag_2004_414155.txt-34-7', 'fic_1834_2652.txt-1829-8', 'fic_1995_39398.txt-75-8']	['mag_2004_414155.txt-34-7', 'fic_1995_39398.txt-75-8', 'fic_1834_2652.txt-1829-8']
fic_1976_10607.txt-1735-15	mag_1978_431951.txt-54-16	0.3787895441055298	missing_usage	0.6240679025650024	fic_1996_54493.txt-646-4	0.6926275491714478	fic_2002_30275.txt-230-40	0.0	['fic_1996_54493.txt-646-4', 'mag_1978_431951.txt-54-16', 'fic_2002_30275.txt-230-40']	['mag_1978_431951.txt-54-16', 'fic_1996_54493.txt-646-4', 'fic_2002_30275.txt-230-40']
fic_2006_28088.txt-18-22	fic_1850_7171.txt-4539-24	0.5188186168670654	fic_1966_14323.txt-494-4	0.700629472732544	fic_1981_10681.txt-5565-25	0.630935549736023	fic_1974_10580.txt-7446-30	0.8270559310913086	['fic_1974_10580.txt-7446-30', 'fic_1966_14323.txt-494-4', 'fic_1981_10681.txt-5565-25', 'fic_1850_7171.txt-4539-24']	['fic_1966_14323.txt-494-4', 'fic_1981_10681.txt-5565-25', 'fic_1850_7171.txt-4539-24', 'fic_1974_10580.txt-7446-30']
fic_1962_10420.txt-3658-107	missing_usage	0.6643937826156616	fic_1841_8303.txt-315-28	0.7894418835639954	fic_1966_14323.txt-494-4	0.5358452200889587	fic_2002_31794.txt-75-9	0.0	['fic_1841_8303.txt-315-28', 'fic_1966_14323.txt-494-4', 'fic_2002_31794.txt-75-9']	['fic_1841_8303.txt-315-28', 'fic_1966_14323.txt-494-4', 'fic_2002_31794.txt-75-9']
fic_2008_36181.txt-116-9	mag_1978_431951.txt-54-16	0.6315327882766724	mag_2000_368013.txt-19-24	0.2100839614868164	fic_1997_54633.txt-176-84	0.39268240332603455	fic_1828_8204.txt-680-10	0.2629131078720093	['mag_1978_431951.txt-54-16', 'fic_1997_54633.txt-176-84', 'fic_1828_8204.txt-680-10', 'mag_2000_368013.txt-19-24']	['mag_1978_431951.txt-54-16', 'fic_1997_54633.txt-176-84', 'mag_2000_368013.txt-19-24', 'fic_1828_8204.txt-680-10']
fic_1990_53266.txt-621-1	fic_2001_28191.txt-201-2	0.5437313318252563	nf_1836_747959.txt-179-8	0.8705753684043884	fic_1841_8303.txt-315-28	0.5515148639678955	missing_usage	0.0	['nf_1836_747959.txt-179-8', 'fic_1841_8303.txt-315-28', 'fic_2001_28191.txt-201-2']	['nf_1836_747959.txt-179-8', 'fic_2001_28191.txt-201-2', 'fic_1841_8303.txt-315-28']
mag_2004_414155.txt-34-7	fic_1997_54633.txt-176-84	0.718637228012085	mag_1978_431951.txt-54-16	0.5747559070587158	missing_usage	0.5945871472358704	fic_1834_2652.txt-1829-8	0.0	['fic_1997_54633.txt-176-84', 'mag_1978_431951.txt-54-16', 'fic_1834_2652.txt-1829-8']	['mag_1978_431951.txt-54-16', 'fic_1997_54633.txt-176-84', 'fic_1834_2652.txt-1829-8']
fic_1974_10580.txt-7446-30	fic_1981_10681.txt-5565-25	0.6608600616455078	fic_1828_8204.txt-680-10	0.3436972498893738	mag_2004_414155.txt-34-7	0.5407562255859375	mag_2000_368013.txt-19-24	0.31724750995635986	['fic_1981_10681.txt-5565-25', 'mag_2004_414155.txt-34-7', 'fic_1828_8204.txt-680-10', 'mag_2000_368013.txt-19-24']	['fic_1981_10681.txt-5565-25', 'mag_2004_414155.txt-34-7', 'mag_2000_368013.txt-19-24', 'fic_1828_8204.txt-680-10']
mag_1978_431951.txt-54-16	fic_2008_36181.txt-116-9	0.6315327882766724	fic_1860_8596.txt-1078-1	0.43172013759613037	fic_1834_2652.txt-1829-8	0.26548483967781067	fic_2006_31077.txt-19-21	0.3886396288871765	['fic_2008_36181.txt-116-9', 'fic_1860_8596.txt-1078-1', 'fic_2006_31077.txt-19-21', 'fic_1834_2652.txt-1829-8']	['fic_2008_36181.txt-116-9', 'fic_2006_31077.txt-19-21', 'fic_1834_2652.txt-1829-8', 'fic_1860_8596.txt-1078-1']
fic_1981_10681.txt-5565-25	fic_1860_9072.txt-1823-30	0.6603713631629944	fic_2006_51071.txt-167-35	0.34978950023651123	fic_1860_9072.txt-3534-25	0.257915735244751	fic_1845_7170.txt-2513-20	0.3304262161254883	['fic_1860_9072.txt-1823-30', 'fic_2006_51071.txt-167-35', 'fic_1845_7170.txt-2513-20', 'fic_1860_9072.txt-3534-25']	['fic_1860_9072.txt-1823-30', 'fic_1860_9072.txt-3534-25', 'fic_1845_7170.txt-2513-20', 'fic_2006_51071.txt-167-35']
fic_1966_14323.txt-494-4	fic_1981_10681.txt-5565-25	0.3336920142173767	fic_1853_3819.txt-945-17	0.48799264430999756	fic_1860_3347.txt-720-8	0.6368749141693115	fic_2006_28088.txt-18-22	0.700629472732544	['fic_2006_28088.txt-18-22', 'fic_1860_3347.txt-720-8', 'fic_1853_3819.txt-945-17', 'fic_1981_10681.txt-5565-25']	['fic_2006_28088.txt-18-22', 'fic_1853_3819.txt-945-17', 'fic_1981_10681.txt-5565-25', 'fic_1860_3347.txt-720-8']
