identifier	lemma	identifier_sense	comment	annotator
2532889X_1983-01-22_01_311.tcf.xml-29-1	Ohrwurm	None	vermutlich Sense 3 aber würde ich ungern klassifizieren	annotatorA
carus_zoologie_1872-6097-29	Ohrwurm	sense1	 	annotatorA
2532889X_1971-05-11_01_158.tcf.xml-9-6	Ohrwurm	sense2	 	annotatorA
2532889X_1984-10-26_01_061.tcf.xml-18-2	Ohrwurm	sense2	 	annotatorA
blumenbach_anatomie_1805-990-1	Ohrwurm	None	siehe oben	annotatorA
2532889X_1989-09-08_01_107.tcf.xml-23-23	Ohrwurm	sense2	 	annotatorA
26120215_1981_12_22_01_078.tcf.xml-14-17	Ohrwurm	sense2	 	annotatorA
brehm_thierleben06_1869-8065-76	Ohrwurm	sense1	 	annotatorA
moltke_zustaende_1841-3780-9	Ohrwurm	sense1	 	annotatorB
26120215_1987_12_31_01_267.tcf.xml-6-11	Ohrwurm	sense2	 	annotatorB
blumenbach_naturgeschichte_1825-5793-5	Ohrwurm	sense1	 	annotatorB
26120215_1986_07_31_01_078.tcf.xml-8-3	Ohrwurm	sense2	 	annotatorB
brehm_thierleben06_1869-9905-3	Ohrwurm	sense1	 	annotatorB
2532889X_1990-05-29_01_086.tcf.xml-10-3	Ohrwurm	sense2	 	annotatorB
26120215_1974_09_29_01_351.tcf.xml-4-16	Ohrwurm	sense2	 	annotatorB
brehm_thierleben06_1869-25551-19	Ohrwurm	sense1	 	annotatorB
26120215_1974_11_02_01_287.tcf.xml-18-1	Ohrwurm	None	kein Kontext	annotatorB
26120215_1987_08_18_01_335.tcf.xml-12-11	Ohrwurm	sense2	 	annotatorB
blumenbach_naturgeschichte_1815-5519-5	Ohrwurm	sense1	 	annotatorB
2532889X_1988-12-27_01_066.tcf.xml-17-1	Ohrwurm	sense2	 	annotatorB
vogt_briefe01_1851-7235-1	Ohrwurm	sense1	 	annotatorB
blumenbach_naturgeschichte_1803-5233-5	Ohrwurm	sense1	 	annotatorB
26120215_1982_04_30_01_337.tcf.xml-1-32	Ohrwurm	sense2	 	annotatorB
brehm_thierleben06_1869-9898-7	Ohrwurm	sense1	 	annotatorB
boelsche_liebesleben01_1898-6183-7	Ohrwurm	sense1	 	annotatorB
2532889X_1985-11-21_01_061.tcf.xml-19-29	Ohrwurm	sense2	 	annotatorB
26120215_1984_05_02_01_053.tcf.xml-34-24	Ohrwurm	sense2	 	annotatorB
2532889X_1972-09-07_01_053.tcf.xml-21-5	Ohrwurm	sense2	 	annotatorB
26120215_1982_03_20_01_085.tcf.xml-11-18	Ohrwurm	sense2	 	annotatorB
2532889X_1988-01-05_01_062.tcf.xml-14-25	Ohrwurm	sense2	 	annotatorB
26120215_1990_02_22_01_082.tcf.xml-25-18	Ohrwurm	sense2	 	annotatorB
2532889X_1977-12-20_01_057.tcf.xml-4-29	Ohrwurm	sense2	 	annotatorB
blumenbach_anatomie_1815-1035-1	Ohrwurm	sense1	 	annotatorB
brehm_thierleben06_1869-25551-10	Ohrwurm	sense1	 	annotatorB
vogt_briefe01_1851-6563-3	Ohrwurm	sense1	 	annotatorB
brehm_thierleben06_1869-9880-11	Ohrwurm	sense1	 	annotatorB
2532889X_1986-07-29_01_081.tcf.xml-6-12	Ohrwurm	sense2	 	annotatorB
paul_titan01_1800-265-59	Ohrwurm	sense1	 	annotatorB
26120215_1982_09_25_01_107.tcf.xml-45-3	Ohrwurm	sense2	 	annotatorB
2532889X_1973-02-03_01_347.tcf.xml-11-30	Ohrwurm	sense2	 	annotatorB
blumenbach_naturgeschichte_1821-5626-5	Ohrwurm	sense1	 	annotatorB
vogt_briefe02_1851-7019-780	Ohrwurm	sense1	 	annotatorB
26120215_1983_04_14_01_329.tcf.xml-23-76	Ohrwurm	sense2	 	annotatorB
blumenbach_naturgeschichte_1832-6008-5	Ohrwurm	sense1	 	annotatorB
druskowitz_religionsersatz_1886-614-18	Ohrwurm	sense1	 	annotatorB
brehm_thierleben06_1869-9873-5	Ohrwurm	sense1	 	annotatorB
2532889X_1969-02-18_01_092.tcf.xml-39-11	Ohrwurm	sense2	 	annotatorB
brehm_thierleben06_1869-25551-1	Ohrwurm	sense1	 	annotatorB
brehm_thierleben06_1869-9854-2	Ohrwurm	sense1	 	annotatorB
blumenbach_naturgeschichte_1814-5476-5	Ohrwurm	sense1	 	annotatorB
2532889X_1983-01-22_01_311.tcf.xml-29-1	Ohrwurm	sense2	 	annotatorB
carus_zoologie_1872-6097-29	Ohrwurm	sense1	 	annotatorB
2532889X_1971-05-11_01_158.tcf.xml-9-6	Ohrwurm	sense2	 	annotatorB
2532889X_1984-10-26_01_061.tcf.xml-18-2	Ohrwurm	sense2	 	annotatorB
blumenbach_anatomie_1805-990-1	Ohrwurm	sense1	 	annotatorB
2532889X_1989-09-08_01_107.tcf.xml-23-23	Ohrwurm	sense2	 	annotatorB
26120215_1981_12_22_01_078.tcf.xml-14-17	Ohrwurm	sense2	 	annotatorB
brehm_thierleben06_1869-8065-76	Ohrwurm	sense1	 	annotatorB
moltke_zustaende_1841-3780-9	Ohrwurm	sense1	 	annotatorC
26120215_1987_12_31_01_267.tcf.xml-6-11	Ohrwurm	sense2	 	annotatorC
blumenbach_naturgeschichte_1825-5793-5	Ohrwurm	sense1	 	annotatorC
26120215_1986_07_31_01_078.tcf.xml-8-3	Ohrwurm	sense2	 	annotatorC
brehm_thierleben06_1869-9905-3	Ohrwurm	sense1	 	annotatorC
2532889X_1990-05-29_01_086.tcf.xml-10-3	Ohrwurm	sense2	 	annotatorC
26120215_1974_09_29_01_351.tcf.xml-4-16	Ohrwurm	sense2	 	annotatorC
brehm_thierleben06_1869-25551-19	Ohrwurm	sense1	 	annotatorC
26120215_1974_11_02_01_287.tcf.xml-18-1	Ohrwurm	None	Aus der Äußerung geht nicht hervor, worauf sich “Ohrwurm” hier bezieht	annotatorC
26120215_1987_08_18_01_335.tcf.xml-12-11	Ohrwurm	sense0	 	annotatorC
blumenbach_naturgeschichte_1815-5519-5	Ohrwurm	sense1	 	annotatorC
2532889X_1988-12-27_01_066.tcf.xml-17-1	Ohrwurm	sense2	 	annotatorC
vogt_briefe01_1851-7235-1	Ohrwurm	sense1	 	annotatorC
blumenbach_naturgeschichte_1803-5233-5	Ohrwurm	sense1	 	annotatorC
26120215_1982_04_30_01_337.tcf.xml-1-32	Ohrwurm	sense2	 	annotatorC
brehm_thierleben06_1869-9898-7	Ohrwurm	sense1	 	annotatorC
boelsche_liebesleben01_1898-6183-7	Ohrwurm	sense1	 	annotatorC
2532889X_1985-11-21_01_061.tcf.xml-19-29	Ohrwurm	sense2	 	annotatorC
26120215_1984_05_02_01_053.tcf.xml-34-24	Ohrwurm	sense2	 	annotatorC
2532889X_1972-09-07_01_053.tcf.xml-21-5	Ohrwurm	sense2	 	annotatorC
26120215_1982_03_20_01_085.tcf.xml-11-18	Ohrwurm	sense2	 	annotatorC
2532889X_1988-01-05_01_062.tcf.xml-14-25	Ohrwurm	sense2	 	annotatorC
26120215_1990_02_22_01_082.tcf.xml-25-18	Ohrwurm	sense2	 	annotatorC
2532889X_1977-12-20_01_057.tcf.xml-4-29	Ohrwurm	sense2	 	annotatorC
blumenbach_anatomie_1815-1035-1	Ohrwurm	sense1	 	annotatorC
brehm_thierleben06_1869-25551-10	Ohrwurm	sense1	 	annotatorC
vogt_briefe01_1851-6563-3	Ohrwurm	sense1	 	annotatorC
brehm_thierleben06_1869-9880-11	Ohrwurm	sense1	 	annotatorC
2532889X_1986-07-29_01_081.tcf.xml-6-12	Ohrwurm	sense2	 	annotatorC
paul_titan01_1800-265-59	Ohrwurm	sense1	 	annotatorC
26120215_1982_09_25_01_107.tcf.xml-45-3	Ohrwurm	sense2	 	annotatorC
2532889X_1973-02-03_01_347.tcf.xml-11-30	Ohrwurm	sense2	 	annotatorC
blumenbach_naturgeschichte_1821-5626-5	Ohrwurm	sense1	 	annotatorC
vogt_briefe02_1851-7019-780	Ohrwurm	sense1	 	annotatorC
26120215_1983_04_14_01_329.tcf.xml-23-76	Ohrwurm	sense2	 	annotatorC
blumenbach_naturgeschichte_1832-6008-5	Ohrwurm	sense1	 	annotatorC
druskowitz_religionsersatz_1886-614-18	Ohrwurm	sense1	 	annotatorC
brehm_thierleben06_1869-9873-5	Ohrwurm	sense1	 	annotatorC
2532889X_1969-02-18_01_092.tcf.xml-39-11	Ohrwurm	sense0	 	annotatorC
brehm_thierleben06_1869-25551-1	Ohrwurm	sense1	 	annotatorC
brehm_thierleben06_1869-9854-2	Ohrwurm	sense1	 	annotatorC
blumenbach_naturgeschichte_1814-5476-5	Ohrwurm	sense1	 	annotatorC
2532889X_1983-01-22_01_311.tcf.xml-29-1	Ohrwurm	None	Aus der Aufzählung wird nicht klar, worauf sich “Ohrwurm” hier bezieht	annotatorC
carus_zoologie_1872-6097-29	Ohrwurm	sense1	 	annotatorC
2532889X_1971-05-11_01_158.tcf.xml-9-6	Ohrwurm	sense2	 	annotatorC
2532889X_1984-10-26_01_061.tcf.xml-18-2	Ohrwurm	sense2	 	annotatorC
blumenbach_anatomie_1805-990-1	Ohrwurm	sense1	 	annotatorC
2532889X_1989-09-08_01_107.tcf.xml-23-23	Ohrwurm	sense2	 	annotatorC
26120215_1981_12_22_01_078.tcf.xml-14-17	Ohrwurm	sense2	 	annotatorC
brehm_thierleben06_1869-8065-76	Ohrwurm	sense1	 	annotatorC
