identifier	lemma	identifier_sense	comment	annotator
26120215_1961_08_10_01_204.tcf.xml-26-15	überspannen	sense4	 	annotatorA
ledebur_eisenhuettenkunde_1884-1818-38	überspannen	sense4	 	annotatorA
beck_eisen01_1884-5529-19	überspannen	sense4	 	annotatorA
26120215_1990_06_02_01_529.tcf.xml-2-33	überspannen	sense4	 	annotatorA
stifter_nachsommer01_1857-1009-9	überspannen	sense4	 	annotatorA
humboldt_grenzen_1851-641-50	überspannen	sense0	 	annotatorA
2532889X_1983-07-26_01_034.tcf.xml-17-18	überspannen	sense4	 	annotatorA
vischer_aesthetik030201_1852-1464-19	überspannen	sense3	 	annotatorA
2532889X_1978-10-04_01_044.tcf.xml-3-1	überspannen	sense4	 	annotatorA
rosenkranz_aesthetik_1853-1698-0	überspannen	sense2	 	annotatorA
ludwig_himmel_1856-3855-12	überspannen	sense2	 	annotatorA
2532889X_1961-04-10_01_051.tcf.xml-4-2	überspannen	sense3	 	annotatorA
26120215_1979_07_24_01_008.tcf.xml-2-16	überspannen	sense4	 	annotatorA
2532889X_1975-11-24_01_038.tcf.xml-2-22	überspannen	sense3	 	annotatorA
lehnert_seehaefen01_1891-6505-33	überspannen	sense3	 	annotatorA
26120215_1968_08_09_01_040.tcf.xml-37-32	überspannen	sense4	 	annotatorA
26120215_1973_08_22_01_144.tcf.xml-17-18	überspannen	sense3	 	annotatorA
siemens_telegraphie_1866-270-10	überspannen	sense3	 	annotatorB
vischer_aesthetik030201_1852-537-25	überspannen	sense3	 	annotatorB
fouque_frauen_1826-1436-57	überspannen	sense0	 	annotatorB
menzel_maurer_1847-3296-7	überspannen	sense3	 	annotatorB
brehm_thierleben04_1867-8357-1	überspannen	sense4	 	annotatorB
gutzkow_serapionsbrueder01_1877-96-45	überspannen	sense0	 	annotatorB
26120215_1979_01_09_01_052.tcf.xml-67-14	überspannen	sense2	 	annotatorB
bluntschli_staatslehre_1875-4658-26	überspannen	sense2	 	annotatorB
2532889X_1981-02-14_01_071.tcf.xml-7-20	überspannen	sense3	 	annotatorB
2532889X_1981-03-17_01_086.tcf.xml-42-16	überspannen	sense0	 	annotatorB
2532889X_1975-10-22_01_155.tcf.xml-2-23	überspannen	sense3	 	annotatorB
26120215_1966_10_16_01_006.tcf.xml-38-16	überspannen	sense3	 	annotatorB
herbart_psychologie02_1825-45-36	überspannen	sense2	 	annotatorB
2532889X_1952-10-14_01_100.tcf.xml-139-10	überspannen	sense0	 	annotatorB
menzel_literatur02_1828-938-3	überspannen	sense2	 	annotatorB
26120215_1972_03_18_01_077.tcf.xml-34-2	überspannen	sense3	 	annotatorB
2532889X_1968-05-03_01_252.tcf.xml-6-9	überspannen	sense3	 	annotatorB
vischer_aesthetik030201_1852-1472-56	überspannen	sense3	 	annotatorB
burckhardt_cicerone_1855-1498-18	überspannen	sense3	 	annotatorB
26120215_1968_09_23_01_096.tcf.xml-3-4	überspannen	sense4	 	annotatorB
wackernagel_poetik_1873-3635-58	überspannen	sense2	 	annotatorB
beck_eisen04_1899-5268-44	überspannen	sense3	 	annotatorB
26120215_1978_11_27_01_139.tcf.xml-13-12	überspannen	sense3	 	annotatorB
2532889X_1987-11-30_01_052.tcf.xml-106-18	überspannen	sense3	 	annotatorB
2532889X_1968-06-17_01_062.tcf.xml-8-6	überspannen	sense3	 	annotatorB
2532889X_1964-11-23_01_007.tcf.xml-3-10	überspannen	sense3	 	annotatorB
26120215_1967_06_18_01_186.tcf.xml-2-9	überspannen	sense3	 	annotatorB
2532889X_1980-05-10_01_109.tcf.xml-5-7	überspannen	sense3	 	annotatorB
muellner_kaliber_1829-736-4	überspannen	sense2	 	annotatorB
rosegger_waldschulmeister_1875-504-12	überspannen	sense2	 	annotatorB
2532889X_1965-09-11_01_085.tcf.xml-16-8	überspannen	sense0	 	annotatorB
berlepsch_alpen_1861-2780-36	überspannen	sense3	 	annotatorB
bluntschli_voelkerrecht_1868-7175-2	überspannen	sense2	 	annotatorB
26120215_1961_08_10_01_204.tcf.xml-26-15	überspannen	sense4	 	annotatorB
ledebur_eisenhuettenkunde_1884-1818-38	überspannen	sense3	 	annotatorB
beck_eisen01_1884-5529-19	überspannen	sense4	 	annotatorB
26120215_1990_06_02_01_529.tcf.xml-2-33	überspannen	sense3	 	annotatorB
stifter_nachsommer01_1857-1009-9	überspannen	sense3	 	annotatorB
humboldt_grenzen_1851-641-50	überspannen	sense2	 	annotatorB
2532889X_1983-07-26_01_034.tcf.xml-17-18	überspannen	sense3	 	annotatorB
vischer_aesthetik030201_1852-1464-19	überspannen	sense3	 	annotatorB
2532889X_1978-10-04_01_044.tcf.xml-3-1	überspannen	sense3	 	annotatorB
rosenkranz_aesthetik_1853-1698-0	überspannen	sense2	 	annotatorB
ludwig_himmel_1856-3855-12	überspannen	sense2	 	annotatorB
2532889X_1961-04-10_01_051.tcf.xml-4-2	überspannen	sense3	 	annotatorB
26120215_1979_07_24_01_008.tcf.xml-2-16	überspannen	sense3	 	annotatorB
2532889X_1975-11-24_01_038.tcf.xml-2-22	überspannen	sense3	 	annotatorB
lehnert_seehaefen01_1891-6505-33	überspannen	sense3	 	annotatorB
26120215_1968_08_09_01_040.tcf.xml-37-32	überspannen	sense3	 	annotatorB
26120215_1973_08_22_01_144.tcf.xml-17-18	überspannen	sense3	 	annotatorB
siemens_telegraphie_1866-270-10	überspannen	sense3	 	annotatorC
vischer_aesthetik030201_1852-537-25	überspannen	sense4	 	annotatorC
fouque_frauen_1826-1436-57	überspannen	sense1	 	annotatorC
menzel_maurer_1847-3296-7	überspannen	sense4	 	annotatorC
brehm_thierleben04_1867-8357-1	überspannen	sense4	 	annotatorC
gutzkow_serapionsbrueder01_1877-96-45	überspannen	sense1	 	annotatorC
26120215_1979_01_09_01_052.tcf.xml-67-14	überspannen	sense2	 	annotatorC
bluntschli_staatslehre_1875-4658-26	überspannen	sense2	 	annotatorC
2532889X_1981-02-14_01_071.tcf.xml-7-20	überspannen	sense3	 	annotatorC
2532889X_1981-03-17_01_086.tcf.xml-42-16	überspannen	sense0	 	annotatorC
2532889X_1975-10-22_01_155.tcf.xml-2-23	überspannen	sense3	 	annotatorC
26120215_1966_10_16_01_006.tcf.xml-38-16	überspannen	sense3	 	annotatorC
herbart_psychologie02_1825-45-36	überspannen	sense2	 	annotatorC
2532889X_1952-10-14_01_100.tcf.xml-139-10	überspannen	sense0	 	annotatorC
menzel_literatur02_1828-938-3	überspannen	sense1	 	annotatorC
26120215_1972_03_18_01_077.tcf.xml-34-2	überspannen	sense3	 	annotatorC
2532889X_1968-05-03_01_252.tcf.xml-6-9	überspannen	sense3	 	annotatorC
vischer_aesthetik030201_1852-1472-56	überspannen	sense4	 	annotatorC
burckhardt_cicerone_1855-1498-18	überspannen	sense3	 	annotatorC
26120215_1968_09_23_01_096.tcf.xml-3-4	überspannen	sense1	 	annotatorC
wackernagel_poetik_1873-3635-58	überspannen	sense2	 	annotatorC
beck_eisen04_1899-5268-44	überspannen	sense3	 	annotatorC
26120215_1978_11_27_01_139.tcf.xml-13-12	überspannen	sense3	 	annotatorC
2532889X_1987-11-30_01_052.tcf.xml-106-18	überspannen	sense3	 	annotatorC
2532889X_1968-06-17_01_062.tcf.xml-8-6	überspannen	sense4	 	annotatorC
2532889X_1964-11-23_01_007.tcf.xml-3-10	überspannen	sense3	 	annotatorC
26120215_1967_06_18_01_186.tcf.xml-2-9	überspannen	sense3	 	annotatorC
2532889X_1980-05-10_01_109.tcf.xml-5-7	überspannen	sense3	 	annotatorC
muellner_kaliber_1829-736-4	überspannen	sense2	 	annotatorC
rosegger_waldschulmeister_1875-504-12	überspannen	sense2	 	annotatorC
2532889X_1965-09-11_01_085.tcf.xml-16-8	überspannen	sense2	 	annotatorC
berlepsch_alpen_1861-2780-36	überspannen	sense3	 	annotatorC
bluntschli_voelkerrecht_1868-7175-2	überspannen	sense2	 	annotatorC
26120215_1961_08_10_01_204.tcf.xml-26-15	überspannen	sense4	 	annotatorC
ledebur_eisenhuettenkunde_1884-1818-38	überspannen	sense4	 	annotatorC
beck_eisen01_1884-5529-19	überspannen	sense4	 	annotatorC
26120215_1990_06_02_01_529.tcf.xml-2-33	überspannen	sense4	 	annotatorC
stifter_nachsommer01_1857-1009-9	überspannen	sense4	 	annotatorC
humboldt_grenzen_1851-641-50	überspannen	sense1	 	annotatorC
2532889X_1983-07-26_01_034.tcf.xml-17-18	überspannen	sense4	 	annotatorC
vischer_aesthetik030201_1852-1464-19	überspannen	sense3	 	annotatorC
2532889X_1978-10-04_01_044.tcf.xml-3-1	überspannen	sense3	 	annotatorC
rosenkranz_aesthetik_1853-1698-0	überspannen	sense2	 	annotatorC
ludwig_himmel_1856-3855-12	überspannen	sense2	 	annotatorC
2532889X_1961-04-10_01_051.tcf.xml-4-2	überspannen	sense3	 	annotatorC
26120215_1979_07_24_01_008.tcf.xml-2-16	überspannen	sense4	 	annotatorC
2532889X_1975-11-24_01_038.tcf.xml-2-22	überspannen	sense3	 	annotatorC
lehnert_seehaefen01_1891-6505-33	überspannen	sense3	 	annotatorC
26120215_1968_08_09_01_040.tcf.xml-37-32	überspannen	sense4	 	annotatorC
26120215_1973_08_22_01_144.tcf.xml-17-18	überspannen	sense3	 	annotatorC
