lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos	context_normalized
Tier	NN	1869	1	brehm_thierleben06_1869-7990-2	 	Auch diese Thiere, welche zeitig im Frühjahre fliegen, scheinen bei den Jmmen zu schmarotzen.	11:17	0:93	Auch dieſe Thiere , welche zeitig im Frühjahre fliegen , ſcheinen bei den Jmmen zu ſchmarotzen .	2	0:17	auch diese Tier , welche zeitig im Frühjahr fliegen , scheinen bei d Imme zu schmarotzen .	ADV PDAT NN $, PRELS ADJD APPRART NN VVINF $, VVFIN APPR ART NN PTKZU VVFIN $.	Auch diese Tiere , welche zeitig im Frühjahre fliegen , scheinen bei den Immen zu schmarotzen .
Tier	NN	1861	1	semmelweis_kindbettfieber_1861-4444-121	 	Die deletaeren Stoffe, wenn sie ja an den Fingern der Untersuchenden haften, werden nie in so grosser Menge eingeführt, als es bei den Experimenten geschah; das ist wohl wahr, aber auf die Menge kommt es gewiss nicht an; wenn auch viel eingebracht wird, so wird von dem Vieleingebrachten gewiss nur wenig resorbirt, und die Thiere pflegten, wenn selbe nach gemachter Einspritzung wieder freigelassen wurden, das eingespritzte wieder auszupressen, so dass gewiss nur einzelne Atome zurückblieben; uns ist keine Methode bekannt, durch welche es gelingen würde, eine so geringe Menge deletaerer Stoffe, welche gar nicht sichtbar, sondern nur durch den Geruchssinn erkennbar ist, so kleinen Thieren, wie Kaninchen, beizubringen.	687:694	0:724	Die deletaeren Stoffe , wenn sie ja an den Fingern der Untersuchenden haften , werden nie in so grosser Menge eingeführt , als es bei den Experimenten geschah ; das ist wohl wahr , aber auf die Menge kommt es gewiss nicht an ; wenn auch viel eingebracht wird , so wird von dem Vieleingebrachten gewiss nur wenig resorbirt , und die Thiere pflegten , wenn selbe nach gemachter Einspritzung wieder freigelassen wurden , das eingespritzte wieder auszupressen , so dass gewiss nur einzelne Atome zurückblieben ; uns ist keine Methode bekannt , durch welche es gelingen würde , eine so geringe Menge deletaerer Stoffe , welche gar nicht sichtbar , sondern nur durch den Geruchssinn erkennbar ist , so kleinen Thieren , wie Kaninchen , beizubringen .	121	0:128	d deletär Stoff , wenn sie ja an d Finger d Untersuchende haften , werden nie in so groß Menge einführen , als es bei d Experiment geschehen ; die sein wohl wahr , aber auf d Menge kommen es gewiß nicht an ; wenn auch viel einbringen werden , so werden von d Vieleingebringte gewiß nur wenig resorbieren , und d Tier pflegen , wenn selb nach gemacht Einspritzung wieder freilassen werden , d eingespritzt wieder auspressen , so dass gewiß nur einzeln Atom zurückbleiben ; wir sein keine Methode bekannt , durch welche es gelingen werden , eine so gering Menge deletär Stoff , welche gar nicht sichtbar , sondern nur durch d Geruchssinn erkennbar sein , so klein Tier , wie Kaninchen , beibringen .	ART ADJA NN $, KOUS PPER ADV APPR ART NN ART NN VVFIN $, VAFIN ADV APPR ADV ADJA NN VVPP $, KOUS PPER APPR ART NN VVFIN $. PDS VAFIN ADV ADJD $, ADV APPR ART NN VVFIN PPER ADV PTKNEG PTKVZ $. KOUS ADV ADV VVPP VAFIN $, ADV VAFIN APPR ART NN ADV ADV PIS VVPP $, KON ART NN VVFIN $, KOUS ADJA APPR ADJA NN ADV VVPP VAFIN $, ART ADJA ADV VVIZU $, ADV KOUS ADV ADV ADJA NN VVFIN $. PPER VAFIN PIAT NN PTKVZ $, APPR PRELS PPER VVINF VAFIN $, ART ADV ADJA NN ADJA NN $, PRELS ADV PTKNEG ADJD $, KON ADV APPR ART NN ADJD VAFIN $, ADV ADJA NN $, PWAV NN $, VVIZU $.	Die deletären Stoffe , wenn sie ja an den Fingern der Untersuchenden haften , werden nie in so großer Menge eingeführt , als es bei den Experimenten geschah ; das ist wohl wahr , aber auf die Menge kommt es gewiss nicht an ; wenn auch viel eingebracht wird , so wird von dem Vieleingebrachten gewiss nur wenig resorbiert , und die Tiere pflegten , wenn selbe nach gemachter Einspritzung wieder freigelassen wurden , das eingespritzte wieder auszupressen , so dass gewiss nur einzelne Atome zurückblieben ; uns ist keine Methode bekannt , durch welche es gelingen würde , eine so geringe Menge deletärer Stoffe , welche gar nicht sichtbar , sondern nur durch den Geruchssinn erkennbar ist , so kleinen Tieren , wie Kaninchen , beizubringen .
Tier	NN	1892	1	weismann_keimplasma_1892-1154-12	 	Arnold Lang, „Über den Einfluss der festsitzenden Lebensweise auf die Thiere u. s. w.“, Jena 1888, p. 108.	70:76	0:106	Arnold Lang , „ Über den Einfluss der festsitzenden Lebensweise auf die Thiere u. s. w. “ , Jena 1888 , p. 108 .	12	0:24	Arnold Lang , " über d Einfluß d festsitzend Lebensweise auf d Tier u. s. W. " , Jena 1888 , P. 108 .	NE ADJA $, $( APPR ART NN ART ADJA NN APPR ART NN APPR VVIMP NN $( $, NE CARD $, NN CARD $.	Arnold Lang , " Über den Einfluss der festsitzenden Lebensweise auf die Tiere u. s. w. " , Jena 1888 , p. 108 .
Tier	NN	1811	1	hebel_schatzkaestlein_1811-1350-6	 	– Bekanntlich haben nicht alle diese Thiere einerley Farbe; aber eine Art derselben muß um ihrer Nahrung willen sich am meisten aus dem dunkeln Gebüsch heraus ins Grüne wagen.	37:43	0:175	– Bekanntlich haben nicht alle diese Thiere einerley Farbe ; aber eine Art derselben muß um ihrer Nahrung willen sich am meisten aus dem dunkeln Gebüsch heraus ins Grüne wagen .	6	0:31	- bekanntlich haben nicht alle diese Tier einerlei Farbe ; aber eine Art dieselbe müssen um ihr Nahrung Willen sich am meiste aus d dunkel Gebüsch heraus ins Grüne wagen .	$( ADV VAFIN PTKNEG PIS PDAT NN PIAT NN $. ADV ART NN PDAT VMFIN APPR PPOSAT NN NN PRF APPRART PIS APPR ART ADJA NN APZR APPRART NN VVINF $.	- Bekanntlich haben nicht alle diese Tiere einerlei Farbe ; aber eine Art derselben muß um ihrer Nahrung Willen sich am meisten aus dem dunklen Gebüsch heraus ins Grüne wagen .
Tier	NN	1895	1	beck_eisen02_1895-5975-7	 	Rey führte einen Halbmond und ein springendes Tier (Fig. 122, Nr. 1), wohl eine Nachahmung des deutschen Wolfszeichens.	46:50	0:119	Rey führte einen Halbmond und ein springendes Tier ( Fig. 122 , Nr. 1 ) , wohl eine Nachahmung des deutschen Wolfszeichens .	7	0:23	Rey führen eine Halbmond und eine springend Tier ( Fig. 122 , Nr. 1 ) , wohl eine Nachahmung d deutsch Wolfszeichen .	NE VVFIN ART NN KON ART ADJA NN $( NE CARD $, NN CARD $( $, ADV ART NN ART ADJA NN $.	Rey führte einen Halbmond und ein springendes Tier ( Fig. 122 , Nr. 1 ) , wohl eine Nachahmung des deutschen Wolfszeichens .
Tier	NN	1851	1	vogt_briefe01_1851-643-38	 	In dem hintern Theile dieser Großamme bildet sich nun auf dem Wege der Knospung ein Ammenschlauch (c) von hinten dreizipflicher Gestalt, in dem sich, wieder auf dem Wege der Knospung, eine Menge eigenthümlicher Thiere, sogenannte Cercarien, erzeugen, welche, sobald sie ihre vollständige Ausbildung erreicht haben, aus der Amme hervorbrechen und frei im Wasser einherschwimmen.	211:217	0:377	In dem hintern Theile dieſer Großamme bildet ſich nun auf dem Wege der Knoſpung ein Ammenſchlauch ( c ) von hinten dreizipflicher Geſtalt , in dem ſich , wieder auf dem Wege der Knoſpung , eine Menge eigenthümlicher Thiere , ſogenannte Cercarien , erzeugen , welche , ſobald ſie ihre vollſtändige Ausbildung erreicht haben , aus der Amme hervorbrechen und frei im Waſſer einherſchwimmen .	38	0:65	in d hinter Teil diese Großamme bilden sich nun auf d Weg d Knospung eine Ammenschlauch ( c ) von hinten Dreizipflige Gestalt , in die sich , wieder auf d Weg d Knospung , eine Menge eigentümlich Tier , sogenannt Cercarien , erzeugen , welche , sobald sie ihr vollständig Ausbildung erreichen haben , aus d Amme hervorbrechen und frei im Wasser Einherrschwimmen .	APPR ART ADJA NN PDAT NN VVFIN PRF ADV APPR ART NN ART NN ART NN $( XY $( APPR ADV NN NN $, APPR PRELS PRF $, ADV APPR ART NN ART NN $, ART NN ADJA NN $, ADJA NN $, VVINF $, PRELS $, KOUS PPER PPOSAT ADJA NN VVPP VAINF $, APPR ART NN VVINF KON ADJD APPRART NN NN $.	In dem hinteren Teile dieser Großamme bildet sich nun auf dem Wege der Knospung ein Ammenschlauch ( c ) von hinten Dreizipfliger Gestalt , in dem sich , wieder auf dem Wege der Knospung , eine Menge eigentümlicher Tiere , sogenannte Cercarien , erzeugen , welche , sobald sie ihre vollständige Ausbildung erreicht haben , aus der Amme hervorbrechen und frei im Wasser Einherrschwimmen .
Tier	NN	1865	1	brehm_thierleben02_1865-19831-7	 	Einige Naturforscher rechnen alle dieser Sippe angehörigen Thiere nur zu einer Art, und erkennen blos den Seebären an, andere sind geneigt, mehrere Arten anzunehmen.	59:65	0:165	Einige Naturforſcher rechnen alle dieſer Sippe angehörigen Thiere nur zu einer Art , und erkennen blos den Seebären an , andere ſind geneigt , mehrere Arten anzunehmen .	7	0:28	einige Naturforscher rechnen alle diese Sippe angehörig Tier nur zu eine Art , und erkennen bloß d Seebär an , andere sein neigen , mehrere Art annehmen .	PIAT NN VVFIN PIS PDAT NN ADJA NN ADV APPR ART NN $, KON VVFIN ADV ART NN PTKVZ $, PIS VAFIN VVPP $, PIAT NN VVIZU $.	Einige Naturforscher rechnen alle dieser Sippe angehörigen Tiere nur zu einer Art , und erkennen bloß den Seebären an , andere sind geneigt , mehrere Arten anzunehmen .
Tier	NN	1837	1	baer_thiere_1837-5460-48	 	Diese starke Einfaltung bei verhältnissmässig weniger weiter Ausstülpung der Sehnerven (denn in Karpfen fand ich ihn früher verdünnt als in irgend einem andern von mir untersuchten Embryo) kann vielleicht verständlich machen, warum der ausgebildete Sehnerve in den Fischen deutlicher gefaltet ist, als in andern Thieren (es scheint nämlich, dass die Einfaltung sich vervielfältigt), und lässt es auch begreifen, warum bei den meisten Fischen von der ursprünglichen Einfaltung im Auge selbst noch ein Rest in der sogenannten Sichel übrig bleibt.	312:319	0:544	Diese starke Einfaltung bei verhältniſsmäſsig weniger weiter Ausstülpung der Sehnerven ( denn in Karpfen fand ich ihn früher verdünnt als in irgend einem andern von mir untersuchten Embryo ) kann vielleicht verständlich machen , warum der ausgebildete Sehnerve in den Fischen deutlicher gefaltet ist , als in andern Thieren ( es scheint nämlich , daſs die Einfaltung sich vervielfältigt ) , und läſst es auch begreifen , warum bei den meisten Fischen von der ursprünglichen Einfaltung im Auge selbst noch ein Rest in der sogenannten Sichel übrig bleibt .	48	0:89	diese stark Einfaltung bei verhältnismäßig wenige weiter Ausstülpung d Sehnerv ( denn in Karpfen finden ich er früh verdünnen als in irgend eine andere von ich untersuchen Embryo ) können vielleicht verständlich machen , warum d ausgebildet Sehnerv in d Fisch deutlich falten sein , als in ander Tier ( es scheinen nämlich , dass d Einfaltung sich vervielfältigen ) , und lassen es auch begreifen , warum bei d meiste Fisch von d ursprünglich Einfaltung im Auge selbst noch eine Rest in d sogenannt Sichel übrig bleiben .	PDAT ADJA NN APPR ADV ADV ADV NN ART NN $( KON APPR NE VVFIN PPER PPER ADJD VVFIN KOKOM APPR ADV ART PIS APPR PPER VVFIN NN $( VMFIN ADV ADJD VVINF $, PWAV ART ADJA NN APPR ART NN ADJD VVPP VAFIN $, KOKOM APPR ADJA NN $( PPER VVFIN ADV $, KOUS ART NN PRF VVPP $( $, KON VVFIN PPER ADV VVINF $, PWAV APPR ART PIAT NN APPR ART ADJA NN APPRART NN ADV ADV ART NN APPR ART ADJA NN ADJD VVFIN $.	Diese starke Einfaltung bei verhältnismäßig weniger weiter Ausstülpung der Sehnerven ( denn in Karpfen fand ich ihn früher verdünnt als in irgend einem anderen von mir untersuchten Embryo ) kann vielleicht verständlich machen , warum der ausgebildete Sehnerv in den Fischen deutlicher gefaltet ist , als in anderen Tieren ( es scheint nämlich , dass die Einfaltung sich vervielfältigt ) , und lässt es auch begreifen , warum bei den meisten Fischen von der ursprünglichen Einfaltung im Auge selbst noch ein Rest in der sogenannten Sichel übrig bleibt .
Tier	NN	1875	1	sachs_botanik_1875-1773-21	 	Schon 1855 machte Unger auf die große Aehnlichkeit aufmerksam, welche zwischen dem Protoplasma der Pflanzenzellen und der Sarkode der einfachsten Thiere besteht: eine Wahrnehmung, welche später durch das Verhalten der Myxomyceten besonders in den Vordergrund trat und in den sechziger Jahren schließlich auch von Seiten der Zootomen zu der Erkenntniß führte, daß die Grundlage aller organischen Entwicklung, der pflanzlichen sowohl, wie der thierischen, zunächst in dem Protoplasma zu suchen sei. —	146:152	0:498	Schon 1855 machte Unger auf die große Aehnlichkeit aufmerkſam , welche zwiſchen dem Protoplasma der Pflanzenzellen und der Sarkode der einfachſten Thiere beſteht : eine Wahrnehmung , welche ſpäter durch das Verhalten der Myxomyceten beſonders in den Vordergrund trat und in den ſechziger Jahren ſchließlich auch von Seiten der Zootomen zu der Erkenntniß führte , daß die Grundlage aller organiſchen Entwicklung , der pflanzlichen ſowohl , wie der thieriſchen , zunächſt in dem Protoplasma zu ſuchen ſei . —	21	0:79	schon 1855 machen Unger auf d groß Ähnlichkeit aufmerksam , welche zwischen d Protoplasma d Pflanzenzelle und d Sarkode d einfach Tier bestehen : eine Wahrnehmung , welche spät durch d Verhalten d Myxomyceten besonders in d Vordergrund treten und in d sechziger Jahr schließlich auch von Seite d Zootomen zu d Erkenntnis führen , daß d Grundlage alle organisch Entwicklung , d pflanzlich sowohl , wie d tierisch , zunächst in d Protoplasma zu suchen sein . --	ADV CARD VVFIN NE APPR ART ADJA NN ADJD $, PRELS APPR ART NN ART NN KON ART NN ART ADJA NN VVFIN $. ART NN $, PRELS ADJD APPR ART NN ART NN ADV APPR ART NN VVFIN KON APPR ART ADJA NN ADV ADV APPR NN ART NN APPR ART NN VVFIN $, KOUS ART NN PIAT ADJA NN $, ART ADJA KON $, PWAV ART ADJA $, ADV APPR ART NN PTKZU VVINF VAFIN $. $(	Schon 1855 machte Unger auf die große Ähnlichkeit aufmerksam , welche zwischen dem Protoplasma der Pflanzenzellen und der Sarkode der einfachsten Tiere besteht : eine Wahrnehmung , welche später durch das Verhalten der Myxomyceten besonders in den Vordergrund trat und in den sechziger Jahren schließlich auch von Seiten der Zootomen zu der Erkenntnis führte , daß die Grundlage aller organischen Entwicklung , der pflanzlichen sowohl , wie der tierischen , zunächst in dem Protoplasma zu suchen sei . --
Tier	NN	1890	1	nn_maehrisches19_1890-453-5	 	Die Versuche der Einimpfung an Thieren ergaben vorläufig nur negative Resultate. Dr. Jolles bringt deshalb seine Befunde mit dem Wunsche zur allgemeinen Kenntniß der Aerzte, daß auf Grund derselben der Gegenstand weiter verfolgt werden möge.	31:38	0:241	Die Verſuche der Einimpfung an Thieren ergaben vorläufig nur negative Reſultate. Dr. Jolles bringt deshalb ſeine Befunde mit dem Wunſche zur allgemeinen Kenntniß der Aerzte , daß auf Grund derſelben der Gegenſtand weiter verfolgt werden möge .	5	0:37	d Versuch d Einimpfung an Tier ergeben vorläufig nur negativ Resultate. Dr. Jolle bringen deshalb seine Befund mit d Wunsch zur allgemein Kenntnis d Arzt , daß auf Grund dieselbe d Gegenstand weiter verfolgen werden mögen .	ART NN ART NN APPR NN VVFIN ADJD ADV ADJA NN NN NN VVFIN PAV PPOSAT NN APPR ART NN APPRART ADJA NN ART NN $, KOUS APPR NN PDAT ART NN ADV VVPP VAINF VMFIN $.	Die Versuche der Einimpfung an Tieren ergaben vorläufig nur negative Resultate. Dr. Jolle bringt deshalb seine Befunde mit dem Wünsche zur allgemeinen Kenntnis der Ärzte , daß auf Grund derselben der Gegenstand weiter verfolgt werden möge .
Tier	NN	1824	1	blumenbach_anatomie_1824-735-31	 	Die Schildkröten, deren ganze Gerippe überhaupt, so wie diese Thiere selbst, einen ausnehmend sonderbaren Bau haben, sind völlig zahnloss; haben aber (so wie mehrere andre Thiere aus beiden Ordnungen dieser Classe) vorn am Oberkiefer eine Art von os intermaxillare.	172:178	0:265	Die Schildkröten , deren ganze Gerippe überhaupt , so wie diese Thiere selbst , einen ausnehmend sonderbaren Bau haben , sind völlig zahnloss ; haben aber ( so wie mehrere andre Thiere aus beiden Ordnungen dieser Classe ) vorn am Oberkiefer eine Art von os intermaxillare .	31	0:47	d Schildkröte , die ganz Gerippe überhaupt , so wie diese Tier selbst , eine ausnehmend sonderbar Bau haben , sein völlig zahnlos ; haben aber ( so wie mehrere ander Tier aus beide Ordnung diese Klasse ) vorn am Oberkiefer eine Art von Os intermaxillar .	ART NN $, PRELAT ADJA NN ADV $, ADV KOKOM PDAT NN ADV $, ART ADJD ADJA NN VAFIN $, VAFIN ADJD ADJD $. VAFIN ADV $( ADV KOKOM PIAT ADJA NN APPR PIAT NN PDAT NN $( ADV APPRART NN ART NN APPR NE ADJA $.	Die Schildkröten , deren ganze Gerippe überhaupt , so wie diese Tiere selbst , einen ausnehmend sonderbaren Bau haben , sind völlig zahnlos ; haben aber ( so wie mehrere andere Tiere aus beiden Ordnungen dieser Klasse ) vorn am Oberkiefer eine Art von os intermaxillare .
Tier	NN	1865	1	brehm_thierleben02_1865-1561-1	 	Das Thier ist bedeutend kleiner, als unser echtes Eichhörnchen.	4:9	0:63	Das Thier iſt bedeutend kleiner , als unſer echtes Eichhörnchen .	1	0:11	d Tier sein bedeutend klein , als unsere echt Eichhörnchen .	ART NN VAFIN ADJD ADJD $, KOKOM PPOSAT ADJA NN $.	Das Tier ist bedeutend kleiner , als unser echtes Eichhörnchen .
Tier	NN	1860	1	burckhardt_renaissance_1860-3656-43	 	Als Bild eines glücklichen Gelehrten erscheint ihm Urbano Valeriano von Belluno, der in Venedig lange Zeit hindurch Lehrer des Griechischen war, Griechenland und den Orient besuchte, noch in späten Jahren bald dieses und bald jenes Land durchlief ohne je ein Thier zu besteigen, nie einen Heller für sich besaß, alle Ehren und Standeserhöhungen zurückwies, und nach einem heitern Alter im 84sten Jahre starb ohne, mit Ausnahme eines Sturzes von der Leiter, eine kranke Stunde gehabt zu haben.	259:264	0:492	Als Bild eines glücklichen Gelehrten erſcheint ihm Urbano Valeriano von Belluno , der in Venedig lange Zeit hindurch Lehrer des Griechiſchen war , Griechenland und den Orient beſuchte , noch in ſpäten Jahren bald dieſes und bald jenes Land durchlief ohne je ein Thier zu beſteigen , nie einen Heller für ſich beſaß , alle Ehren und Standeserhöhungen zurückwies , und nach einem heitern Alter im 84ſten Jahre ſtarb ohne , mit Ausnahme eines Sturzes von der Leiter , eine kranke Stunde gehabt zu haben .	43	0:86	als Bild eine glücklich Gelehrte erscheinen er Urbano Valeriano von Belluno , die in Venedig lang Zeit hindurch Lehrer d Griechische sein , Griechenland und d Orient besuchen , noch in spät Jahr bald diese und bald jen Land durchlaufen ohne je eine Tier zu besteigen , nie eine Heller für sich besitzen , alle Ehre und Standeserhöhung zurückweisen , und nach eine heiter Alter im 84sten Jahr sterben ohne , mit Ausnahme eine Sturz von d Leiter , eine krank Stunde haben zu haben .	KOKOM NN ART ADJA NN VVFIN PPER NE NE APPR NE $, PRELS APPR NE ADJA NN ADV NN ART NN VAFIN $, NE KON ART NN VVFIN $, ADV APPR ADJA NN ADV PDAT KON ADV PDAT NN VVFIN APPR ADV ART NN PTKZU VVINF $, ADV ART NE APPR PRF VVFIN $, PIAT NN KON NN VVFIN $, KON APPR ART ADJA NN APPRART ADJA NN VVFIN APPR $, APPR NN ART NN APPR ART NN $, ART ADJA NN VAPP PTKZU VAINF $.	Als Bild eines glücklichen Gelehrten erscheint ihm Urbano Valeriano von Belluno , der in Venedig lange Zeit hindurch Lehrer des Griechischen war , Griechenland und den Orient besuchte , noch in späten Jahren bald dieses und bald jenes Land durchlief ohne je ein Tier zu besteigen , nie einen Heller für sich besaß , alle Ehren und Standeserhöhungen zurückwies , und nach einem heiteren Alter im 84sten Jahre starb ohne , mit Ausnahme eines Sturzes von der Leiter , eine kranke Stunde gehabt zu haben .
Tier	NN	1864	1	brehm_thierleben01_1864-346-23	 	Die Stimme der meisten ist in hohem Grade widerwärtig und wird es um so mehr, je größer die Aufregung und Begeisterung des Thieres ist.	123:130	0:135	Die Stimme der meiſten iſt in hohem Grade widerwärtig und wird es um ſo mehr , je größer die Aufregung und Begeiſterung des Thieres iſt .	23	0:26	d Stimme d meiste sein in hoch Grad widerwärtig und werden es um so mehr , je groß d Aufregung und Begeisterung d Tier sein .	ART NN ART PIS VAFIN APPR ADJA NN ADJD KON VAFIN PPER KOUI ADV ADV $, ADV ADJD ART NN KON NN ART NN VAFIN $.	Die Stimme der meisten ist in hohem Grade widerwärtig und wird es um so mehr , je größer die Aufregung und Begeisterung des Tieres ist .
Tier	NN	1814	1	treviranus_biologie04_1814-3626-20	 	Jene Vögel brechen alles wieder aus, was sie nicht verdauen können, besonders die Federn und Haare der verschluckten Thiere.	117:123	0:124	Jene Vögel brechen alles wieder aus , was sie nicht verdauen können , besonders die Federn und Haare der verschluckten Thiere .	20	0:22	jen Vogel brechen alle wieder aus , was sie nicht verdauen können , besonders d Feder und Haar d verschluckt Tier .	PDAT NN VVFIN PIS ADV PTKVZ $, PWS PPER PTKNEG VVINF VMINF $, ADV ART NN KON NN ART ADJA NN $.	Jene Vögel brechen alles wieder aus , was sie nicht verdauen können , besonders die Federn und Haare der verschluckten Tiere .
Tier	NN	1867	1	berg_ostasienzoologie02_1867-3520-68	 	Das einzige Exemplar, das ich fand, war lebend, die äusseren Weichtheile ebenfalls blassbraun, die Schale theilweise vom Mantel überdeckt, der Fuss hinten zusammengedrückt und steil endigend; ich nahm es daher sogleich für einen Helicarion, da mir seine Aehnlichkeit mit dem einen Monat früher beobachteten H. suturalis beim ersten Anblick auffiel, aber leider kam ich nicht mehr dazu, das lebende Thier genauer zu beobachten.	398:403	0:426	Das einzige Exemplar , das ich fand , war lebend , die äusseren Weichtheile ebenfalls blassbraun , die Schale theilweise vom Mantel überdeckt , der Fuss hinten zusammengedrückt und steil endigend ; ich nahm es daher sogleich für einen Helicarion , da mir seine Aehnlichkeit mit dem einen Monat früher beobachteten H. suturalis beim ersten Anblick auffiel , aber leider kam ich nicht mehr dazu , das lebende Thier genauer zu beobachten .	68	0:73	d einzig Exemplar , die ich finden , sein lebend , d äußer Weichteil ebenfalls blaßbraun , d Schale teilweise vom Mantel überdecken , d Fuß hinten zusammengedrückt und steil endigen ; ich nehmen es daher sogleich für eine Helicarion , da ich seine Ähnlichkeit mit d eine Monat früh beobachten H. Suturalis beim erst Anblick auffallen , aber leider kommen ich nicht mehr dazu , d lebend Tier genau zu beobachten .	ART ADJA NN $, PRELS PPER VVFIN $, VAFIN ADJD $, ART ADJA NN ADV ADJD $, ART NN ADV APPRART NN VVFIN $, ART NN ADV ADJD KON ADJD VVPP $. PPER VVFIN PPER PAV ADV APPR ART NE $, KOUS PPER PPOSAT NN APPR ART ART NN ADJD VVFIN NE NE APPRART ADJA NN VVFIN $, ADV ADV VVFIN PPER PTKNEG ADV PAV $, ART ADJA NN ADJD PTKZU VVINF $.	Das einzige Exemplar , das ich fand , war lebend , die äußeren Weichteile ebenfalls blassbraun , die Schale teilweise vom Mantel überdeckt , der Fuß hinten zusammengedrückt und steil endigend ; ich nahm es daher sogleich für einen Helicarion , da mir seine Ähnlichkeit mit dem einen Monat früher beobachteten H. suturalis beim ersten Anblick auffiel , aber leider kam ich nicht mehr dazu , das lebende Tier genauer zu beobachten .
Tier	NN	1805	1	treviranus_biologie03_1805-1046-23	 	Sehr vollständige Petrefakten von Amphibien befinden sich auch in den Oeninger Steinbrüchen, die so reich an den schönsten Abdrücken und Versteinerungen von Thieren und Pflanzen aller Art sind.	157:164	0:193	Sehr vollständige Petrefakten von Amphibien befinden sich auch in den Oeninger Steinbrüchen , die so reich an den schönsten Abdrücken und Versteinerungen von Thieren und Pflanzen aller Art sind .	23	0:30	sehr vollständig Petrefakt von Amphibie befinden sich auch in d Oeninger Steinbruch , die so reich an d schön Abdruck und Versteinerung von Tier und Pflanze alle Art sein .	ADV ADJA NN APPR NN VVFIN PRF ADV APPR ART NN NN $, PRELS ADV ADJD APPR ART ADJA NN KON NN APPR NN KON NN PIAT NN VAFIN $.	Sehr vollständige Petrefakten von Amphibien befinden sich auch in den Oeninger Steinbrüchen , die so reich an den schönsten Abdrücken und Versteinerungen von Tieren und Pflanzen aller Art sind .
Tier	NN	1856	1	ludwig_physiologie02_1856-7187-13	 	An einzelnen Tagen, ja einmal sogar während 48 Stunden, liess das Thier gar keinen Harn.	66:71	0:88	An einzelnen Tagen , ja einmal sogar während 48 Stunden , liess das Thier gar keinen Harn .	13	0:18	an einzeln Tag , ja einmal sogar während 48 Stunde , lassen d Tier gar keine Harn .	APPR ADJA NN $, ADV ADV ADV APPR CARD NN $, VVFIN ART NN ADV PIAT NN $.	An einzelnen Tagen , ja einmal sogar während 48 Stunden , ließ das Tier gar keinen Harn .
Tier	NN	1825	1	herbart_psychologie02_1825-2640-20	 	Das Kind in seiner frühesten Periode hat sie nicht; der Wilde kommt ihnen vielleicht nicht so nahe als manches Thier.	111:116	0:117	Das Kind in seiner frühesten Periode hat sie nicht ; der Wilde kommt ihnen vielleicht nicht so nahe als manches Thier .	20	0:22	d Kind in seine früh Periode haben sie nicht ; d Wilde kommen sie vielleicht nicht so nahe als manche Tier .	ART NN APPR PPOSAT ADJA NN VAFIN PPER PTKNEG $. ART NN VVFIN PPER ADV PTKNEG ADV ADJD KOKOM PIAT NN $.	Das Kind in seiner frühesten Periode hat sie nicht ; der Wilde kommt ihnen vielleicht nicht so nahe als manches Tier .
Tier	NN	1843	1	grimm_maerchen01_1843-1257-21	 	‘Sachte, sachte,’ sprach er, ‘ so geschwind geht das nicht,’ blieb stehen, und wartete bis das Thier ganz nahe war, dann sprang er behendiglich hinter den Baum, und das Einhorn rannte mit aller Kraft gegen den Baum, und spießte sein Horn so fest in den Stamm, daß es nicht Kraft genug hatte es wieder heraus zu ziehen, und gefangen war.	95:100	0:336	‘Sachte , sachte ,’ sprach er , ‘ so geschwind geht das nicht ,’ blieb stehen , und wartete bis das Thier ganz nahe war , dann sprang er behendiglich hinter den Baum , und das Einhorn rannte mit aller Kraft gegen den Baum , und spießte sein Horn so fest in den Stamm , daß es nicht Kraft genug hatte es wieder heraus zu ziehen , und gefangen war .	21	0:71	'sachte , sacht ,' sprechen er , ' so geschwind gehen die nicht ,' bleiben stehen , und warten bis d Tier ganz nahe sein , dann springen er behändig hinter d Baum , und d Einhorn rennen mit alle Kraft gegen d Baum , und spießen sein Horn so fest in d Stamm , daß es nicht Kraft genug haben es wieder heraus zu ziehen , und fangen sein .	NE $, ADJA $( VVFIN PPER $, $( ADV ADJD VVFIN PDS PTKNEG $( VVFIN VVINF $, KON VVFIN APPR ART NN ADV ADJD VAFIN $, ADV VVFIN PPER ADJD APPR ART NN $, KON ART NN VVFIN APPR PIAT NN APPR ART NN $, KON VVFIN PPOSAT NN ADV ADJD APPR ART NN $, KOUS PPER PTKNEG NN ADV VAFIN PPER ADV PTKVZ PTKZU VVINF $, KON VVPP VAFIN $.	'Sachte , sachte ,' sprach er , ' so geschwind geht das nicht ,' blieb stehen , und wartete bis das Tier ganz nahe war , dann sprang er behändig hinter den Baum , und das Einhorn rannte mit aller Kraft gegen den Baum , und spießte sein Horn so fest in den Stamm , daß es nicht Kraft genug hatte es wieder heraus zu ziehen , und gefangen war .
