lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment	cosine_similarity
attack	fic_1982_780070.txt-3698-5	news_1984_670941.txt-14-43	I    would    have    a    sudden    attack    of    swooning    feminine    weakness.	Some    leaders,    such    as    Jack    Gravely,    executive    secretary    of    the    Virginia    branch    of    the    National    Association    for    the    Advancement    of    Colored    People,    point    out    that    Mr.    Jackson,    through    his    unwillingness    in    the    primary    season    to    compromise    and    his    relentless    attack    on    some    party    practices,    has    so    changed    the    standards    against    which    black    political    leadership    is    measured    that    things    may    never    be    the    same.	22:28	[22,    28]	255:261	[255,    261]	3.0	0.5742203593254089
attack	mag_1828_553929.txt-364-34	mag_1962_492071.txt-8-21	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	Develop    an    adequate    passive    defense    in    the    form    of    shelters,    civil-defense    organizations,    and    means    of    rehabilitating    the    nation    after    attack.	176:182	[176,    182]	135:141	[135,    141]	3.0	0.5382742881774902
attack	mag_1828_553929.txt-364-34	fic_1844_3928.txt-3118-8	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	yelled    the    populace,    but    they    made    no    attack.	176:182	[176,    182]	38:44	[38,    44]	3.0	0.6721367835998535
attack	mag_1828_553929.txt-364-34	nf_1841_762742.txt-1051-5	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	A    In    referring    to    this    attack    and    the    movements    of    general    Wayne,    Withers,    in    his       "    Chronicles    of    Border    Warfare,       "    says:       "    Before    the    troops    marched    from    fort    Washington,    it    was    deemed    advisable    to    have    an    abundant    supply    of    provisions    in    the    different    forts    in    advance    of    this,    as    well    for    the    support    of    their    respective    garrisons,    as    for    the    subsistence    of    the    general    army,    in    the	176:182	[176,    182]	23:29	[23,    29]	3.0	0.5300036668777466
attack	news_1966_725841.txt-34-33	news_1972_729986.txt-6-2	They    feel    the    war    in    Vietnam    could    be    concluded    honorably    if    only    the    parties    concerned    accepted    U    Thant's    three    points,    beginning    with    the    first    which    calls    for    the    suspension    of    air    attacks    on    North    Vietnam.	After    its    attack    on    President    Nixon's    foreign    policy,    the    agency    transmitted    a    straightforward	184:191	[184,    190]	10:16	[10,    16]	4.0	0.39732497930526733
attack	fic_1993_25035.txt-820-7	mag_2005_379002.txt-22-10	   "    I    understand    she    had    a    heart    attack,       "    Regan    said    quietly.       "	And    yet,    despite    the    frequency    and    deadliness    of    their    attacks,    almost    nothing    is    known    about    individual    bombers.	31:37	[31,    37]	55:62	[55,    61]	3.0	0.6569746732711792
attack	mag_1823_553456.txt-249-22	news_1966_725841.txt-34-33	Schiller    appears    to    have    resigned    his    professorship,    or    at    least    to    have    suspended    his    attention    to    its    duties,    after    the    attack    of    illness    above    mentioned,    although    the    fact    is    not    precisely    stated    by    the    biographer,    and    was    thus    deprived    of    his    ordinary    means    of    living.	They    feel    the    war    in    Vietnam    could    be    concluded    honorably    if    only    the    parties    concerned    accepted    U    Thant's    three    points,    beginning    with    the    first    which    calls    for    the    suspension    of    air    attacks    on    North    Vietnam.	122:128	[122,    128]	184:191	[184,    190]	4.0	0.5600810050964355
attack	mag_1972_278489.txt-11-19	fic_1993_25035.txt-820-7	As    a    Los    Angeles    junk    dealer,    Foxx    plays    a    whining    parent    who    dominates    his    son    with    phony    heart    attacks    and    other    transparent    but    successful    ruses.	   "    I    understand    she    had    a    heart    attack,       "    Regan    said    quietly.       "	97:104	[97,    103]	31:37	[31,    37]	4.0	0.9661277532577515
attack	mag_1828_553929.txt-364-34	mag_1846_524014.txt-303-22	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	By    obliging    him    to    put    his    mortars    on    shore,    and    to    transport    them    some    distance    overland,    we    so    delay    his    attack    that    our    troops    may    be    concentrated    in    great    force    to    oppose    his    onset.	176:182	[176,    182]	107:113	[107,    113]	3.0	0.5027139782905579
attack	fic_1848_1279.txt-1511-47	mag_1972_278489.txt-11-19	It    is    rather    a    singular    thing    for    a    street    musician    to    sing    such    songs    as    you    do,    and    in    such    a    manner,       "    --    then,    after    a    pause,    during    which    she    did    not    volunteer    any    information    on    the    subject,    he    renewed    the    attack,    with,       "    You    must    have    had    some    instruction.	As    a    Los    Angeles    junk    dealer,    Foxx    plays    a    whining    parent    who    dominates    his    son    with    phony    heart    attacks    and    other    transparent    but    successful    ruses.	212:218	[212,    218]	97:104	[97,    103]	2.0	0.2690050005912781
attack	mag_1854_555935.txt-131-30	fic_1844_800.txt-2479-17	18*    //    The    development    of    Comte's    system,    after    the    outlines    of    it    had    been    completed    in    his    own    mind,    was    delayed,    in    1826,    by    an    attack    of    mental    disease,    from    which,    if    it    had    been    left    to    take    its    own    course,    he    thinks    he    should    have    speedily    recovered.	I    can    not    afford    to    be    irritable    and    captious,    nor    to    waste    all    my    time    in    attacks.	131:137	[131,    137]	75:82	[75,    81]	3.0	0.5158452391624451
attack	nf_1832_758144.txt-1353-3	mag_1828_553929.txt-364-34	In    his    first    attack    he    used    the    arms,    which    in    general    have    been    considered    as    belonging    to    the    other    side    of    the    question.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	13:19	[13,    19]	176:182	[176,    182]	3.0	0.6074904799461365
attack	mag_1981_322209.txt-3-7	news_1991_612479.txt-40-20	Mubarak    ordered    his    government    to    launch    an    attack    on    the    economic    malaise    that    many    analysts    consider    to    be    the    main    cause    of    the    discontent    that    threatens    his    regime.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	44:50	[44,    50]	123:130	[123,    129]	3.0	0.36770981550216675
attack	mag_1828_553929.txt-364-34	fic_1838_7086.txt-2732-33	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	being    protected    by    the    batteries    of    New-York,    Governor's    Island,    and    Red    Hook;    that,    on    the    arrival    of    their    fleet    through    the    Sound,    instead    of    making    a    direct    attack    on    New-York,    they    should    land    at    Kingsbridge,    and    take    up    a    position    across    the    island    of    New-York,    cut    off    all    communication    with    the    mainland,    and,    blockading    General    Washington    by    land    and    water,    compel    him    to    capitulate    on    their    own    terms.       "	176:182	[176,    182]	161:167	[161,    167]	3.0	0.5141630172729492
attack	mag_1828_553929.txt-364-34	fic_1986_782032.txt-5195-1	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	air    attacks,    destroying    the    radar    there,    though    so    far    the    Russians    had    not    launched    a    ground    attack    as    expected.	176:182	[176,    182]	4:11	[4,    10]	3.0	0.549944281578064
attack	news_1991_612479.txt-40-20	news_1965_724563.txt-1-1	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	political    attack    yesterday    on    Charles    A.    Buckley,    who    reH    Isponded    with    a    bitter    attack    on    Senate    Majority    Leader!    '	123:130	[123,    129]	10:16	[10,    16]	2.0	0.43583008646965027
attack	news_1982_671107.txt-19-96	fic_1853_1170.txt-2289-22	We    believe    that    the    United    States    should    pursue,    on    an    urgent    basis,    serious    strategic    arms    control    negotiations    consistent    with    the    maintenance    of    overall    parity    with    the    Soviet    Union,    including,    to    the    fullest    extent    possible:    //    -    A    mutual    and    verifiable    freeze    on    the    testing,    production,    and    deployment    of    nuclear    warheads,    missiles    and    other    delivery    systems;    //    -    Major,    mutual,    balanced    and    verifiable    reductions    of    nuclear    forces    to    lower    equivalent    levels,    with    special    attention    to    destabilizing    weapons    that    are    vulnerable    to    or    capable    of    preemptive    attack;    //    -    Strict    adherence    by    both    sides    to    all    arms    control    agreements    negotiated    to    date;    //    -    Measures    to    prevent    the    use    of    nuclear    weapons    by    each    superpower,    such    as    expanding    political    and    technical    mechanisms    to    reduce    the    risk    of    war    by    accident    or    miscalculation,    including    hot    lines    among    nuclear    weapons    states    and    joint    United    States/Soviet    stations    to    enhance    the    command    and    control    of    nuclear    weapons    systems;    //    -    Systematic    multilateral    efforts,    both    political    and    technical,    to    restrain    the    reckless    commerce    in    sensitive	I    examined    the    boy's    feet,    and    found    them    red,    shining    and    tumefied,    with    other    indications    of    a    severe    attack    of    chilblains.       "	563:569	[563,    569]	104:110	[104,    110]	3.0	0.7248028516769409
attack	mag_1972_278489.txt-11-19	fic_2002_30623.txt-303-9	As    a    Los    Angeles    junk    dealer,    Foxx    plays    a    whining    parent    who    dominates    his    son    with    phony    heart    attacks    and    other    transparent    but    successful    ruses.	   "    All    I    know    is    he    had    a    heart    attack.	97:104	[97,    103]	31:37	[31,    37]	4.0	0.9610846638679504
attack	mag_1828_553929.txt-364-34	mag_1970_315464.txt-8-1	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	The    attack    that    really    lent    urgency    to    Lon    Nol's    requests    for    outside    military    aid    (see    THE    NATION)    was    a    show    of    Communist    power    and    Cambodian    impotence    at    Saang,    a    handsome    French    provincial    town    only    15    miles    south    of    Phnom-Penh    on    the    west    bank    of    the    Bassac    River.	176:182	[176,    182]	4:10	[4,    10]	3.0	0.48533421754837036
attack	mag_1828_553929.txt-364-34	mag_1832_564345.txt-180-28	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	In    a    merely    military    point    of    view,    this    is    sufficiently    proper;    for    it    can    not    be    supposed    that    either    grammar    or    Latin    is    necessary    to    the    attack    and    defence    of    fortified    places,    or    that    the    graces    of    composition    are    necessary    to    the    art    of    castrametation.	176:182	[176,    182]	141:147	[141,    147]	2.0	0.5254807472229004
attack	news_1989_669714.txt-32-21	news_1991_612479.txt-40-20	'    Some    US    officials    are    also    angered    by    what    they    suspect    is    Assad    '    s    quiet    encouragement    of    the    attempted    cross-border    attacks    from    southern    Lebanon    into    Israel.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	121:128	[121,    127]	123:130	[123,    129]	3.0	0.7830365896224976
attack	mag_1828_553929.txt-364-34	fic_1853_2486.txt-330-33	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	,    like    the    rest    of    the    building,    were    rendered,    by    their    thickness,    bullet    proof    --    so    that    when    closed    and    bolted,    the    house    was    capable    of    withstanding    an    ordinary    attack    of    the    Indians.	176:182	[176,    182]	166:172	[166,    172]	2.0	0.48435384035110474
attack	mag_1828_553929.txt-364-34	nf_1844_749098.txt-536-37	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	on    either    side,    crowned    most    commonly    by    dense    and    intricate    masses    of    forest,    through    which    and    without    a    guide,    our    little    army    was    compelled    to    pass,    --    presented    opportunities    for    frequent    ambush    and    attack,    in    which,    very    inferior    forces,    if    properly    commanded,    might,    with    little    danger    to    themselves,    overwhelm    and    utterly    destroy    an    advancing    enemy.	176:182	[176,    182]	204:210	[204,    210]	2.0	0.5450611114501953
attack	mag_1982_490856.txt-85-5	news_1966_725841.txt-34-33	When    I    had    my    heart    attack,    in    Cambridge,    two    years    ago,    my    lease    was    up,    and    I    told    Mr.    Braun    I    didn't    know    whether    I'd    be    coming    hack,    but    he    held    the    place    for    me    without    a    lease,    and    he    didn't    raise    the    rent.       "	They    feel    the    war    in    Vietnam    could    be    concluded    honorably    if    only    the    parties    concerned    accepted    U    Thant's    three    points,    beginning    with    the    first    which    calls    for    the    suspension    of    air    attacks    on    North    Vietnam.	20:26	[20,    26]	184:191	[184,    190]	2.0	0.6783040165901184
attack	mag_1828_553929.txt-364-34	mag_1854_555935.txt-131-30	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	18*    //    The    development    of    Comte's    system,    after    the    outlines    of    it    had    been    completed    in    his    own    mind,    was    delayed,    in    1826,    by    an    attack    of    mental    disease,    from    which,    if    it    had    been    left    to    take    its    own    course,    he    thinks    he    should    have    speedily    recovered.	176:182	[176,    182]	131:137	[131,    137]	2.0	0.42582106590270996
attack	mag_1828_553929.txt-364-34	fic_1988_780054.txt-2791-11	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	The    formless    couch    was    beginning    to    give    me    a    sensory    deprivation    attack.	176:182	[176,    182]	66:72	[66,    72]	2.0	0.5128189921379089
attack	fic_1845_7170.txt-4861-9	fic_1993_25035.txt-820-7	A    single    instance    of    discipline    sprang    from    a    rude    attack    made    by    one    of    the    larger    boys,    Consider    Gisborne,    on    one    whose    helplessness    appealed    strongly    to    the    teacher's    sensibilities,    Job    Luce.	   "    I    understand    she    had    a    heart    attack,       "    Regan    said    quietly.       "	51:57	[51,    57]	31:37	[31,    37]	2.0	0.3560379445552826
attack	mag_1828_553929.txt-364-34	nf_1859_747415.txt-25-18	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	The    defences    of    our    common    Christianity    have    been    compelled    into    new    dispositions,    by    the    altered    methods    of    attack    employed    by    adversaries.	176:182	[176,    182]	109:115	[109,    115]	4.0	0.8391110897064209
attack	mag_1828_553929.txt-364-34	mag_1849_525337.txt-118-18	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	Mr.    Calhoun    has    replied    to    Mr.    Benton's    attack    upon    him,    and    the    reply,    like    the    attack,    is    tedious    and    minute    To    the    ears    of    our    Northern    readers,    the    report    of    this    distant    cannonading    sounds    very    faint    and    far,    and    it    is    probable    that    few    of    them    will    have    the    leisure    or    the    patience    to    wade    through    the    periods    of    Mr.    Calhoun's    reply.	176:182	[176,    182]	81:87	[40,    46]	4.0	0.9442676305770874
attack	mag_1828_553929.txt-364-34	mag_1846_524014.txt-303-22	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	By    obliging    him    to    put    his    mortars    on    shore,    and    to    transport    them    some    distance    overland,    we    so    delay    his    attack    that    our    troops    may    be    concentrated    in    great    force    to    oppose    his    onset.	176:182	[176,    182]	107:113	[107,    113]	2.0	0.5027139782905579
attack	mag_1823_553456.txt-249-22	news_1966_725841.txt-34-33	Schiller    appears    to    have    resigned    his    professorship,    or    at    least    to    have    suspended    his    attention    to    its    duties,    after    the    attack    of    illness    above    mentioned,    although    the    fact    is    not    precisely    stated    by    the    biographer,    and    was    thus    deprived    of    his    ordinary    means    of    living.	They    feel    the    war    in    Vietnam    could    be    concluded    honorably    if    only    the    parties    concerned    accepted    U    Thant's    three    points,    beginning    with    the    first    which    calls    for    the    suspension    of    air    attacks    on    North    Vietnam.	122:128	[122,    128]	184:191	[184,    190]	2.0	0.5600810050964355
attack	fic_1848_7009.txt-1181-32	mag_2007_387325.txt-12-20	I    gathered    from    him    enough    to    convince    me    that    my    fears,    which    I    have    already    spoken    of,    were    true;    and    as    I    afterwards    heard    the    facts    of    that    fatal    attack,    I    will    here    relate    them    to    you.       "	At    our    clinic,    and    at    other    top    heart    clinics    across    the    country,    our    patients    almost    never    have    heart    attacks,       "    Agatston    says.       "	150:156	[150,    156]	103:110	[103,    109]	2.0	0.7583804726600647
attack	mag_1828_553929.txt-364-34	fic_1835_7134.txt-2235-79	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	A    day    was    appointed,    but    being    unacquainted    with    the    art    of    writing,    or    the    use    of    numbers,    the    period    was    designated    by    a    bundle    of    sticks,    every    stick    representing    a    day;    each    of    the    confederated    chiefs    prepared    a    bundle    corresponding    in    number    with    those    of    his    associates,    one    of    which    was    to    be    burned    daily;    and    the    committing    of    the    last    to    the    flames,    was    to    be    the    signal    for    the    attack.       "	176:182	[176,    182]	389:395	[389,    395]	2.0	0.5564783811569214
attack	mag_1828_553929.txt-364-34	news_1967_726451.txt-39-2	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	Faisal    under    attack    With    the    exception    of    heavy    Algerian    and    Sudanese    involvement,    the    degree    of    other    Arab    militancy    drops    rapidly    in    direct    proportion    to    distance    from    Israel.	176:182	[176,    182]	13:19	[13,    19]	2.0	0.6569041013717651
attack	nf_1832_758144.txt-1353-3	mag_1828_553929.txt-364-34	In    his    first    attack    he    used    the    arms,    which    in    general    have    been    considered    as    belonging    to    the    other    side    of    the    question.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	13:19	[13,    19]	176:182	[176,    182]	2.0	0.6074904799461365
